ID_risk_assessment,biosafety_level,biosafety_level_comment,pathogenicity_human,pathogenicity_animal,pathogenicity_plant,ID_strains,ID_reference,manual_annotation,last_change
31528,1,Risk group (German classification),,,,13628,5416,1,2019-11-08 07:29:11
31527,1,Risk group (German classification),,,,10319,14855,1,2019-11-08 07:29:11
31526,1,Risk group (German classification),,,,10318,14854,1,2019-11-08 07:29:11
31525,1,Risk group (German classification),,,,10317,14853,1,2019-11-08 07:29:11
31524,1,Risk group (German classification),,,,10316,14852,1,2019-11-08 07:29:11
31523,1,Risk group (German classification),,,,10315,14851,1,2019-11-08 07:29:11
31522,1,Risk group (German classification),,,,10314,14850,1,2019-11-08 07:29:11
31521,1,Risk group (German classification),,,,10313,14849,1,2019-11-08 07:29:11
31520,1,Risk group (German classification),,,,10312,14848,1,2019-11-08 07:29:11
31519,1,Risk group (German classification),,,,10311,14847,1,2019-11-08 07:29:11
31518,1,Risk group (German classification),,,,10310,14846,1,2019-11-08 07:29:11
31517,1,Risk group (German classification),,,,10309,14845,1,2019-11-08 07:29:11
31516,1,Risk group (German classification),,,,10308,14844,1,2019-11-08 07:29:11
31515,1,Risk group (German classification),,,,10307,14843,1,2019-11-08 07:29:11
31514,1,Risk group (German classification),,,,10306,14842,1,2019-11-08 07:29:11
31513,1,Risk group (German classification),,,,10305,14841,1,2019-11-08 07:29:11
31512,1,Risk group (German classification),,,,10304,14840,1,2019-11-08 07:29:11
31511,1,Risk group (German classification),,,,10303,14839,1,2019-11-08 07:29:11
31510,1,Risk group (German classification),,,,10302,14838,1,2019-11-08 07:29:11
31509,1,Risk group (German classification),,,,10301,14837,1,2019-11-08 07:29:11
31508,1,Risk group (German classification),,,,10300,5415,1,2019-11-08 07:29:11
31507,1,Risk group (German classification),,,,10299,5414,1,2019-11-08 07:29:11
31506,1,Risk group (German classification),,,,6366,5410,1,2019-11-08 07:29:11
31505,1,Risk group (German classification),,,,12023,15308,1,2019-11-08 07:29:11
31504,1,Risk group (German classification),,,,12022,15307,1,2019-11-08 07:29:11
31503,1,Risk group (German classification),,,,12021,15306,1,2019-11-08 07:29:11
31502,1,Risk group (German classification),,,,12020,5435,1,2019-11-08 07:29:11
31501,1,Risk group (German classification),,,,12019,5408,1,2019-11-08 07:29:11
31500,1,Risk group (German classification),,,,12018,5467,1,2019-11-08 07:29:11
31499,1,Risk group (German classification),,,,12017,5407,1,2019-11-08 07:29:11
31498,1,Risk group (German classification),,,,12016,5499,1,2019-11-08 07:29:11
31497,1,Risk group (German classification),,,,12015,5406,1,2019-11-08 07:29:11
31496,1,Risk group (German classification),,,,6337,15407,1,2019-11-08 07:29:11
31495,1,Risk group (German classification),,,,6336,15406,1,2019-11-08 07:29:11
31494,1,Risk group (German classification),,,,6335,15405,1,2019-11-08 07:29:11
31493,1,Risk group (German classification),,,,6334,5466,1,2019-11-08 07:29:11
31492,1,Risk group (German classification),,,,6333,5413,1,2019-11-08 07:29:11
31491,1,Risk group (German classification),,,,6332,5404,1,2019-11-08 07:29:11
31490,1,Risk group (German classification),,,,6331,5403,1,2019-11-08 07:29:11
31489,2,Risk group (German classification),,,,6370,5402,1,2019-11-08 07:29:11
31488,1,Risk group (German classification),,,,7269,5401,1,2019-11-08 07:29:11
31487,1,Risk group (German classification),,,,1449,5397,1,2019-11-08 07:29:11
31486,1,Risk group (German classification),,,,5788,5395,1,2019-11-08 07:29:11
31485,1,Risk group (German classification),,,,132722,24512,1,2019-11-08 07:29:11
31484,1,Risk group (German classification),,,,2310,5390,1,2019-11-08 07:29:11
31483,1,Risk group (German classification),,,,5507,5389,1,2019-11-08 07:29:11
31482,1,Risk group (German classification),,,,3913,5388,1,2019-11-08 07:29:11
31481,1,Risk group (German classification),,,,3912,5387,1,2019-11-08 07:29:11
31480,1,Risk group (German classification),,,,3911,5386,1,2019-11-08 07:29:11
31479,1,Risk group (German classification),,,,414,5384,1,2019-11-08 07:29:11
31478,1,Risk group (German classification),,,,158035,64608,1,2019-11-08 07:29:11
31477,1,Risk group (German classification),,,,14650,5411,1,2019-11-08 07:29:11
31476,1,Risk group (German classification),,,,13241,11906,1,2019-11-08 07:29:11
31475,1,Risk group (German classification),,,,11207,11955,1,2019-11-08 07:29:11
31474,1,Risk group (German classification),,,,11206,11954,1,2019-11-08 07:29:11
31473,1,Risk group (German classification),,,,11205,11740,1,2019-11-08 07:29:11
31472,1,Risk group (German classification),,,,11204,11956,1,2019-11-08 07:29:11
31471,1,Risk group (German classification),,,,11203,11705,1,2019-11-08 07:29:11
31470,1,Risk group (German classification),,,,11202,11502,1,2019-11-08 07:29:11
31469,1,Risk group (German classification),,,,11302,4258,1,2019-11-08 07:29:11
31468,1,Risk group (German classification),,,,11301,4257,1,2019-11-08 07:29:11
31467,1,Risk group (German classification),,,,3985,4775,1,2019-11-08 07:29:11
31466,1,Risk group (German classification),,,,17732,12367,1,2019-11-08 07:29:11
31465,1,Risk group (German classification),,,,17731,12363,1,2019-11-08 07:29:11
31464,2,Risk group (German classification),,,,10764,11820,1,2019-11-08 07:29:11
31463,1,Risk group (German classification),,,,2805,5179,1,2019-11-08 07:29:11
31462,1,Risk group (German classification),,,,7268,5400,1,2019-11-08 07:29:11
31461,1,Risk group (German classification),,,,7267,5399,1,2019-11-08 07:29:11
31460,1,Risk group (German classification),,,,7266,5398,1,2019-11-08 07:29:11
31459,1,Risk group (German classification),,,,7249,5392,1,2019-11-08 07:29:11
31458,1,Risk group (German classification),,,,14232,5385,1,2019-11-08 07:29:11
31457,1,Risk group (German classification),,,,16904,739,1,2019-11-08 07:29:11
31456,1,Risk group (German classification),,,,16535,11876,1,2019-11-08 07:29:11
31455,1,Risk group (German classification),,,,6031,5391,1,2019-11-08 07:29:11
31454,1,Risk group (German classification),,,,10763,10680,1,2019-11-08 07:29:11
31453,1,Risk group (German classification),1.0,,,17105,11870,1,2019-11-08 07:29:11
31452,1,Risk group (German classification),,,,13457,11872,1,2019-11-08 07:29:11
31451,1,Risk group (German classification),,,,13239,11871,1,2019-11-08 07:29:11
31450,1,Risk group (German classification),1.0,,,8506,11874,1,2019-11-08 07:29:11
31449,1,Risk group (German classification),,,,8505,11900,1,2019-11-08 07:29:11
31448,1,Risk group (German classification),,,,16363,10577,1,2019-11-08 07:29:11
31447,1,Risk group (German classification),,,,16362,10576,1,2019-11-08 07:29:11
31446,1,Risk group (German classification),,,,16361,10575,1,2019-11-08 07:29:11
31445,1,Risk group (German classification),,,,16360,10574,1,2019-11-08 07:29:11
31444,1,Risk group (German classification),,,,11030,11902,1,2019-11-08 07:29:11
31443,1,Risk group (German classification),1.0,,,7780,5297,1,2019-11-08 07:29:11
31442,1,Risk group (German classification),,,,11994,5295,1,2019-11-08 07:29:11
31441,1,Risk group (German classification),,,,23874,21340,1,2019-11-08 07:29:11
31440,1,Risk group (German classification),,,,12492,5294,1,2019-11-08 07:29:11
31439,1,Risk group (German classification),,,,14150,5293,1,2019-11-08 07:29:11
31438,1,Risk group (German classification),,,,14276,5292,1,2019-11-08 07:29:11
31437,1,Risk group (German classification),,,,16706,5381,1,2019-11-08 07:29:11
31436,1,Risk group (German classification),,,,16705,5289,1,2019-11-08 07:29:11
31435,1,Risk group (German classification),,,,24809,21012,1,2019-11-08 07:29:11
31434,1,Risk group (German classification),,,,18146,5602,1,2019-11-08 07:29:11
31433,1,Risk group (German classification),,,,18145,5431,1,2019-11-08 07:29:11
31432,1,Risk group (German classification),,,,18144,5288,1,2019-11-08 07:29:11
31431,1,Risk group (German classification),,,,17632,5287,1,2019-11-08 07:29:11
31430,1,Risk group (German classification),,,,18074,5286,1,2019-11-08 07:29:11
31429,1,Risk group (German classification),,,,2283,5284,1,2019-11-08 07:29:11
31428,1,Risk group (German classification),,,,5929,5282,1,2019-11-08 07:29:11
31427,1,Risk group (German classification),,,,18042,5276,1,2019-11-08 07:29:11
31426,1,Risk group (German classification),,,,10426,5275,1,2019-11-08 07:29:11
31425,1,Risk group (German classification),,,,7590,5274,1,2019-11-08 07:29:11
31424,1,Risk group (German classification),,,,11969,5273,1,2019-11-08 07:29:11
31423,1,Risk group (German classification),,,,11959,5380,1,2019-11-08 07:29:11
31422,1,Risk group (German classification),,,,11958,5379,1,2019-11-08 07:29:11
31421,1,Risk group (German classification),,,,11957,5272,1,2019-11-08 07:29:11
31420,1,Risk group (German classification),,,,7589,5296,1,2019-11-08 07:29:11
31419,1,Risk group (German classification),,,,2527,5378,1,2019-11-08 07:29:11
31418,1,Risk group (German classification),,,,6592,5377,1,2019-11-08 07:29:11
31417,1,Risk group (German classification),,,,524,5375,1,2019-11-08 07:29:11
31416,1,Risk group (German classification),,,,522,4632,1,2019-11-08 07:29:11
31415,1,Risk group (German classification),,,,18109,5374,1,2019-11-08 07:29:11
31414,1,Risk group (German classification),,,,18108,5373,1,2019-11-08 07:29:11
31413,1,Risk group (German classification),,,,18107,5372,1,2019-11-08 07:29:11
31412,1,Risk group (German classification),,,,11556,5368,1,2019-11-08 07:29:11
31411,1,Risk group (German classification),,,,357,5109,1,2019-11-08 07:29:11
31410,1,Risk group (German classification),,,,8504,16363,1,2019-11-08 07:29:11
31409,1,Risk group (German classification),,,,8503,16119,1,2019-11-08 07:29:11
31408,1,Risk group (German classification),,,,8502,16118,1,2019-11-08 07:29:11
31407,1,Risk group (German classification),,,,8499,11692,1,2019-11-08 07:29:11
31406,1,Risk group (German classification),,,,514,4588,1,2019-11-08 07:29:11
31405,1,Risk group (German classification),,,,3019,4942,1,2019-11-08 07:29:11
31404,1,Risk group (German classification),,,,11555,5174,1,2019-11-08 07:29:11
31403,1,Risk group (German classification),,,,2030,2712,1,2019-11-08 07:29:11
31402,1,Risk group (German classification),,,,2038,1235,1,2019-11-08 07:29:11
31401,1,Risk group (German classification),,,,16880,4769,1,2019-11-08 07:29:11
31400,1,Risk group (German classification),,,,5802,4657,1,2019-11-08 07:29:11
31399,1,Risk group (German classification),,,,5801,4634,1,2019-11-08 07:29:11
31398,2,Risk group (German classification),,,,139869,42477,1,2019-11-08 07:29:11
31397,2,Risk group (German classification),,,,131086,22378,1,2019-11-08 07:29:11
31396,2,Risk group (German classification),,,,130763,21977,1,2019-11-08 07:29:11
31395,1,Risk group (German classification),,,,8498,11843,1,2019-11-08 07:29:11
31394,1,Risk group (German classification),,,,8497,11842,1,2019-11-08 07:29:11
31393,1,Risk group (German classification),,,,11260,11841,1,2019-11-08 07:29:11
31392,1,Risk group (German classification),1.0,,,3199,11738,1,2019-11-08 07:29:11
31391,1,Risk group (German classification),1.0,,,3198,11737,1,2019-11-08 07:29:11
31390,1,Risk group (German classification),,,,3197,16879,1,2019-11-08 07:29:11
31389,1,Risk group (German classification),,,,3196,11736,1,2019-11-08 07:29:11
31388,1,Risk group (German classification),,,,13383,11732,1,2019-11-08 07:29:11
31387,2,Risk group (German classification),1.0,1.0,,8496,11768,1,2019-11-08 07:29:11
31386,2,Risk group (German classification),1.0,1.0,,8495,11767,1,2019-11-08 07:29:11
31385,1,Risk group (German classification),,,,8043,11762,1,2019-11-08 07:29:11
31384,1,Risk group (German classification),,,,8494,11753,1,2019-11-08 07:29:11
31383,1,Risk group (German classification),,,,11029,11752,1,2019-11-08 07:29:11
31382,1,Risk group (German classification),,,,11028,8800,1,2019-11-08 07:29:11
31381,1,Risk group (German classification),,,,10963,4396,1,2019-11-08 07:29:11
31380,1,Risk group (German classification),1.0,,,8493,11750,1,2019-11-08 07:29:11
31379,1,Risk group (German classification),,,,11201,11868,1,2019-11-08 07:29:11
31378,1,Risk group (German classification),,,,11200,11867,1,2019-11-08 07:29:11
31377,1,Risk group (German classification),,,,3195,11854,1,2019-11-08 07:29:11
31376,1,Risk group (German classification),,,,3194,11853,1,2019-11-08 07:29:11
31375,1,Risk group (German classification),,,,3193,11852,1,2019-11-08 07:29:11
31374,1,Risk group (German classification),,,,10762,11851,1,2019-11-08 07:29:11
31373,1,Risk group (German classification),,,,13238,11849,1,2019-11-08 07:29:11
31372,1,Risk group (German classification),,,,10605,11765,1,2019-11-08 07:29:11
31371,1,Risk group (German classification),,,,10604,11764,1,2019-11-08 07:29:11
31370,1,Risk group (German classification),,,,7173,5363,1,2019-11-08 07:29:11
31369,1,Risk group (German classification),,,,2269,5360,1,2019-11-08 07:29:11
31368,1,Risk group (German classification),,,,11199,11731,1,2019-11-08 07:29:11
31367,1,Risk group (German classification),,1.0,,14809,5359,1,2019-11-08 07:29:11
31366,1,Risk group (German classification),,,1.0,24560,20817,1,2019-11-08 07:29:11
31365,1,Risk group (German classification),,,1.0,24559,20816,1,2019-11-08 07:29:11
31364,1,Risk group (German classification),,,1.0,14231,5358,1,2019-11-08 07:29:11
31363,1,Risk group (German classification),,,1.0,14230,5357,1,2019-11-08 07:29:11
31362,1,Risk group (German classification),,,,16795,5355,1,2019-11-08 07:29:11
31361,1,Risk group (German classification),,,,16794,4887,1,2019-11-08 07:29:11
31360,1,Risk group (German classification),,,,17291,5354,1,2019-11-08 07:29:11
31359,1,Risk group (German classification),,,,5870,5352,1,2019-11-08 07:29:11
31358,1,Risk group (German classification),,,,5382,5351,1,2019-11-08 07:29:11
31357,1,Risk group (German classification),,,,17022,5350,1,2019-11-08 07:29:11
31356,1,Risk group (German classification),,,,17021,5349,1,2019-11-08 07:29:11
31355,1,Risk group (German classification),,,,2804,5348,1,2019-11-08 07:29:11
31354,1,Risk group (German classification),,,,13664,6269,1,2019-11-08 07:29:11
31353,1,Risk group (German classification),,,,17560,5341,1,2019-11-08 07:29:11
31352,1,Risk group (German classification),,,,17559,3306,1,2019-11-08 07:29:11
31351,1,Risk group (German classification),,,,12692,18223,1,2019-11-08 07:29:11
31350,1,Risk group (German classification),,,,12691,5339,1,2019-11-08 07:29:11
31349,1,Risk group (German classification),,,,12690,5338,1,2019-11-08 07:29:11
31348,1,Risk group (German classification),,,,58,5337,1,2019-11-08 07:29:11
31347,1,Risk group (German classification),,,,13082,17331,1,2019-11-08 07:29:11
31346,1,Risk group (German classification),,,,13081,6969,1,2019-11-08 07:29:11
31345,1,Risk group (German classification),,,,13080,5336,1,2019-11-08 07:29:11
31344,1,Risk group (German classification),,,,13079,3478,1,2019-11-08 07:29:11
31343,1,Risk group (German classification),,,,13078,3433,1,2019-11-08 07:29:11
31342,1,Risk group (German classification),,,,13077,3432,1,2019-11-08 07:29:11
31341,1,Risk group (German classification),,,,13076,613,1,2019-11-08 07:29:11
31340,1,Risk group (German classification),,1.0,,17290,5335,1,2019-11-08 07:29:11
31339,1,Risk group (German classification),,1.0,,17289,5334,1,2019-11-08 07:29:11
31338,1,Risk group (German classification),,,,17070,5332,1,2019-11-08 07:29:11
31337,2,Risk group (German classification),,,,17288,8214,1,2019-11-08 07:29:11
31336,2,Risk group (German classification),,,,17287,5331,1,2019-11-08 07:29:11
31335,1,Risk group (German classification),,,,16986,11593,1,2019-11-08 07:29:11
31334,1,Risk group (German classification),,,,10603,11601,1,2019-11-08 07:29:11
31333,1,Risk group (German classification),,,,16359,10568,1,2019-11-08 07:29:11
31332,1,Risk group (German classification),,,,16358,10566,1,2019-11-08 07:29:11
31331,1,Risk group (German classification),,,,16356,10557,1,2019-11-08 07:29:11
31330,1,Risk group (German classification),,,,2803,5347,1,2019-11-08 07:29:11
