ID_risk_assessment,biosafety_level,biosafety_level_comment,pathogenicity_human,pathogenicity_animal,pathogenicity_plant,ID_strains,ID_reference,manual_annotation,last_change
31894,1,Risk group (German classification),,,,12425,15216,1,2019-11-08 07:29:11
31893,1,Risk group (German classification),,,,12424,15215,1,2019-11-08 07:29:11
31892,1,Risk group (German classification),,,,12423,15214,1,2019-11-08 07:29:11
31891,1,Risk group (German classification),,,,12422,15213,1,2019-11-08 07:29:11
31890,1,Risk group (German classification),,,,12421,15212,1,2019-11-08 07:29:11
31889,1,Risk group (German classification),,,,12420,15211,1,2019-11-08 07:29:11
31888,1,Risk group (German classification),,,,12419,15210,1,2019-11-08 07:29:11
31887,1,Risk group (German classification),,,,12418,15209,1,2019-11-08 07:29:11
31886,1,Risk group (German classification),,,,12417,15208,1,2019-11-08 07:29:11
31885,1,Risk group (German classification),,,,12416,15207,1,2019-11-08 07:29:11
31884,1,Risk group (German classification),,,,12415,15206,1,2019-11-08 07:29:11
31883,1,Risk group (German classification),,,,12414,15205,1,2019-11-08 07:29:11
31882,1,Risk group (German classification),,,,12413,15204,1,2019-11-08 07:29:11
31881,1,Risk group (German classification),,,,12412,15203,1,2019-11-08 07:29:11
31880,1,Risk group (German classification),,,,12411,15202,1,2019-11-08 07:29:11
31879,1,Risk group (German classification),,,,12410,15201,1,2019-11-08 07:29:11
31878,1,Risk group (German classification),,,,12409,15200,1,2019-11-08 07:29:11
31877,1,Risk group (German classification),,,,12408,15199,1,2019-11-08 07:29:11
31876,1,Risk group (German classification),,,,12407,15198,1,2019-11-08 07:29:11
31875,1,Risk group (German classification),,,,12406,15197,1,2019-11-08 07:29:11
31874,1,Risk group (German classification),,,,12405,15196,1,2019-11-08 07:29:11
31873,1,Risk group (German classification),,,,12404,15195,1,2019-11-08 07:29:11
31872,1,Risk group (German classification),,,,12403,15194,1,2019-11-08 07:29:11
31871,1,Risk group (German classification),,,,12402,15193,1,2019-11-08 07:29:11
31870,1,Risk group (German classification),,,,12401,15192,1,2019-11-08 07:29:11
31869,1,Risk group (German classification),,,,12400,15191,1,2019-11-08 07:29:11
31868,1,Risk group (German classification),,,,12399,15190,1,2019-11-08 07:29:11
31867,1,Risk group (German classification),,,,12398,15189,1,2019-11-08 07:29:11
31866,1,Risk group (German classification),,,,12397,15188,1,2019-11-08 07:29:11
31865,1,Risk group (German classification),,,,12396,15187,1,2019-11-08 07:29:11
31864,1,Risk group (German classification),,,,12395,15186,1,2019-11-08 07:29:11
31863,1,Risk group (German classification),,,,12394,15185,1,2019-11-08 07:29:11
31862,1,Risk group (German classification),,,,12393,15184,1,2019-11-08 07:29:11
31861,1,Risk group (German classification),,,,12392,15183,1,2019-11-08 07:29:11
31860,1,Risk group (German classification),,,,12391,15182,1,2019-11-08 07:29:11
31859,1,Risk group (German classification),,,,12390,15181,1,2019-11-08 07:29:11
31858,1,Risk group (German classification),,,,12389,15180,1,2019-11-08 07:29:11
31857,1,Risk group (German classification),,,,12388,15179,1,2019-11-08 07:29:11
31856,1,Risk group (German classification),,,,12387,15178,1,2019-11-08 07:29:11
31855,1,Risk group (German classification),,,,12386,15177,1,2019-11-08 07:29:11
31854,1,Risk group (German classification),,,,12385,15176,1,2019-11-08 07:29:11
31853,1,Risk group (German classification),,,,12384,15175,1,2019-11-08 07:29:11
31852,1,Risk group (German classification),,,,12383,15174,1,2019-11-08 07:29:11
31851,1,Risk group (German classification),,,,12382,15173,1,2019-11-08 07:29:11
31850,1,Risk group (German classification),,,,12381,15172,1,2019-11-08 07:29:11
31849,1,Risk group (German classification),,,,12380,15171,1,2019-11-08 07:29:11
31848,1,Risk group (German classification),,,,12379,15170,1,2019-11-08 07:29:11
31847,1,Risk group (German classification),,,,12378,15169,1,2019-11-08 07:29:11
31846,1,Risk group (German classification),,,,12377,15168,1,2019-11-08 07:29:11
31845,1,Risk group (German classification),,,,12376,15167,1,2019-11-08 07:29:11
31844,1,Risk group (German classification),,,,12375,15166,1,2019-11-08 07:29:11
31843,1,Risk group (German classification),,,,12374,15165,1,2019-11-08 07:29:11
31842,1,Risk group (German classification),,,,12373,15164,1,2019-11-08 07:29:11
31841,1,Risk group (German classification),,,,12372,15163,1,2019-11-08 07:29:11
31840,1,Risk group (German classification),,,,12371,15162,1,2019-11-08 07:29:11
31839,1,Risk group (German classification),,,,12370,15161,1,2019-11-08 07:29:11
31838,1,Risk group (German classification),,,,12369,15160,1,2019-11-08 07:29:11
31837,1,Risk group (German classification),,,,12368,15159,1,2019-11-08 07:29:11
31836,1,Risk group (German classification),,,,12367,15158,1,2019-11-08 07:29:11
31835,1,Risk group (German classification),,,,12366,15157,1,2019-11-08 07:29:11
31834,1,Risk group (German classification),,,,12365,15156,1,2019-11-08 07:29:11
31833,1,Risk group (German classification),,,,12364,15155,1,2019-11-08 07:29:11
31832,1,Risk group (German classification),,,,12363,15154,1,2019-11-08 07:29:11
31831,1,Risk group (German classification),,,,12362,15153,1,2019-11-08 07:29:11
31830,1,Risk group (German classification),,,,12361,15152,1,2019-11-08 07:29:11
31829,1,Risk group (German classification),,,,12360,15151,1,2019-11-08 07:29:11
31828,1,Risk group (German classification),,,,12359,15150,1,2019-11-08 07:29:11
31827,1,Risk group (German classification),,,,12358,15149,1,2019-11-08 07:29:11
31826,1,Risk group (German classification),,,,12357,15148,1,2019-11-08 07:29:11
31825,1,Risk group (German classification),,,,12356,15147,1,2019-11-08 07:29:11
31824,1,Risk group (German classification),,,,12355,15146,1,2019-11-08 07:29:11
31823,1,Risk group (German classification),,,,12354,15145,1,2019-11-08 07:29:11
31822,1,Risk group (German classification),,,,12353,15144,1,2019-11-08 07:29:11
31821,1,Risk group (German classification),,,,12352,15143,1,2019-11-08 07:29:11
31820,1,Risk group (German classification),,,,12351,15142,1,2019-11-08 07:29:11
31819,1,Risk group (German classification),,,,12350,15141,1,2019-11-08 07:29:11
31818,1,Risk group (German classification),,,,12349,15140,1,2019-11-08 07:29:11
31817,1,Risk group (German classification),,,,12348,15139,1,2019-11-08 07:29:11
31816,1,Risk group (German classification),,,,12347,15138,1,2019-11-08 07:29:11
31815,1,Risk group (German classification),,,,12346,15137,1,2019-11-08 07:29:11
31814,1,Risk group (German classification),,,,12345,15136,1,2019-11-08 07:29:11
31813,1,Risk group (German classification),,,,12344,15135,1,2019-11-08 07:29:11
31812,1,Risk group (German classification),,,,12343,15134,1,2019-11-08 07:29:11
31811,1,Risk group (German classification),,,,12342,15133,1,2019-11-08 07:29:11
31810,1,Risk group (German classification),,,,12341,15132,1,2019-11-08 07:29:11
31809,1,Risk group (German classification),,,,12340,15131,1,2019-11-08 07:29:11
31808,1,Risk group (German classification),,,,12339,15130,1,2019-11-08 07:29:11
31807,1,Risk group (German classification),,,,12338,15129,1,2019-11-08 07:29:11
31806,1,Risk group (German classification),,,,12337,15128,1,2019-11-08 07:29:11
31805,1,Risk group (German classification),,,,12336,15127,1,2019-11-08 07:29:11
31804,1,Risk group (German classification),,,,12335,15126,1,2019-11-08 07:29:11
31803,1,Risk group (German classification),,,,12334,15125,1,2019-11-08 07:29:11
31802,1,Risk group (German classification),,,,12333,15124,1,2019-11-08 07:29:11
31801,1,Risk group (German classification),,,,12332,15123,1,2019-11-08 07:29:11
31800,1,Risk group (German classification),,,,12331,15122,1,2019-11-08 07:29:11
31799,1,Risk group (German classification),,,,12330,15121,1,2019-11-08 07:29:11
31798,1,Risk group (German classification),,,,12329,15120,1,2019-11-08 07:29:11
31797,1,Risk group (German classification),,,,12328,15119,1,2019-11-08 07:29:11
31796,1,Risk group (German classification),,,,12327,15118,1,2019-11-08 07:29:11
31795,1,Risk group (German classification),,,,12326,15117,1,2019-11-08 07:29:11
31794,1,Risk group (German classification),,,,12325,15116,1,2019-11-08 07:29:11
31793,1,Risk group (German classification),,,,12324,15115,1,2019-11-08 07:29:11
31792,1,Risk group (German classification),,,,12323,15114,1,2019-11-08 07:29:11
31791,1,Risk group (German classification),,,,12322,15113,1,2019-11-08 07:29:11
31790,1,Risk group (German classification),,,,12321,15112,1,2019-11-08 07:29:11
31789,1,Risk group (German classification),,,,12320,15111,1,2019-11-08 07:29:11
31788,1,Risk group (German classification),,,,12319,15110,1,2019-11-08 07:29:11
31787,1,Risk group (German classification),,,,12318,15109,1,2019-11-08 07:29:11
31786,1,Risk group (German classification),,,,12317,15108,1,2019-11-08 07:29:11
31785,1,Risk group (German classification),,,,12316,15107,1,2019-11-08 07:29:11
31784,1,Risk group (German classification),,,,12315,15106,1,2019-11-08 07:29:11
31783,1,Risk group (German classification),,,,12314,15105,1,2019-11-08 07:29:11
31782,1,Risk group (German classification),,,,12313,15104,1,2019-11-08 07:29:11
31781,1,Risk group (German classification),,,,12312,15103,1,2019-11-08 07:29:11
31780,1,Risk group (German classification),,,,12311,15102,1,2019-11-08 07:29:11
31779,1,Risk group (German classification),,,,12310,15101,1,2019-11-08 07:29:11
31778,1,Risk group (German classification),,,,12309,15100,1,2019-11-08 07:29:11
31777,1,Risk group (German classification),,,,12308,15099,1,2019-11-08 07:29:11
31776,1,Risk group (German classification),,,,12307,15098,1,2019-11-08 07:29:11
31775,1,Risk group (German classification),,,,12306,15097,1,2019-11-08 07:29:11
31774,1,Risk group (German classification),,,,12305,15096,1,2019-11-08 07:29:11
31773,1,Risk group (German classification),,,,12304,15095,1,2019-11-08 07:29:11
31772,1,Risk group (German classification),,,,12303,15094,1,2019-11-08 07:29:11
31771,1,Risk group (German classification),,,,12302,15093,1,2019-11-08 07:29:11
31770,1,Risk group (German classification),,,,12301,15092,1,2019-11-08 07:29:11
31769,1,Risk group (German classification),,,,12300,15091,1,2019-11-08 07:29:11
31768,1,Risk group (German classification),,,,12299,15090,1,2019-11-08 07:29:11
31767,1,Risk group (German classification),,,,12298,15089,1,2019-11-08 07:29:11
31766,1,Risk group (German classification),,,,12297,15088,1,2019-11-08 07:29:11
31765,1,Risk group (German classification),,,,12296,15087,1,2019-11-08 07:29:11
31764,1,Risk group (German classification),,,,12295,15086,1,2019-11-08 07:29:11
31763,1,Risk group (German classification),,,,12294,15085,1,2019-11-08 07:29:11
31762,1,Risk group (German classification),,,,12293,15084,1,2019-11-08 07:29:11
31761,1,Risk group (German classification),,,,12292,15083,1,2019-11-08 07:29:11
31760,1,Risk group (German classification),,,,12291,15082,1,2019-11-08 07:29:11
31759,1,Risk group (German classification),,,,12290,15081,1,2019-11-08 07:29:11
31758,1,Risk group (German classification),,,,12289,15080,1,2019-11-08 07:29:11
31757,1,Risk group (German classification),,,,12288,15079,1,2019-11-08 07:29:11
31756,1,Risk group (German classification),,,,12287,15078,1,2019-11-08 07:29:11
31755,1,Risk group (German classification),,,,12286,15077,1,2019-11-08 07:29:11
31754,1,Risk group (German classification),,,,12285,15076,1,2019-11-08 07:29:11
31753,1,Risk group (German classification),,,,12284,15075,1,2019-11-08 07:29:11
31752,1,Risk group (German classification),,,,12283,15074,1,2019-11-08 07:29:11
31751,1,Risk group (German classification),,,,12282,15073,1,2019-11-08 07:29:11
31750,1,Risk group (German classification),,,,12281,15072,1,2019-11-08 07:29:11
31749,1,Risk group (German classification),,,,12280,15071,1,2019-11-08 07:29:11
31748,1,Risk group (German classification),,,,12279,15070,1,2019-11-08 07:29:11
31747,1,Risk group (German classification),,,,12278,15069,1,2019-11-08 07:29:11
31746,1,Risk group (German classification),,,,12277,15068,1,2019-11-08 07:29:11
31745,1,Risk group (German classification),,,,12276,15067,1,2019-11-08 07:29:11
31744,1,Risk group (German classification),,,,12275,15066,1,2019-11-08 07:29:11
31743,1,Risk group (German classification),,,,12274,15065,1,2019-11-08 07:29:11
31742,1,Risk group (German classification),,,,12273,15064,1,2019-11-08 07:29:11
31741,1,Risk group (German classification),,,,12272,15063,1,2019-11-08 07:29:11
31740,1,Risk group (German classification),,,,12271,15062,1,2019-11-08 07:29:11
31739,1,Risk group (German classification),,,,12270,15061,1,2019-11-08 07:29:11
31738,1,Risk group (German classification),,,,12269,15060,1,2019-11-08 07:29:11
31737,1,Risk group (German classification),,,,12268,15059,1,2019-11-08 07:29:11
31736,1,Risk group (German classification),,,,12267,15058,1,2019-11-08 07:29:11
31735,1,Risk group (German classification),,,,12266,15057,1,2019-11-08 07:29:11
31734,1,Risk group (German classification),,,,12265,15056,1,2019-11-08 07:29:11
31733,1,Risk group (German classification),,,,12264,15055,1,2019-11-08 07:29:11
31732,1,Risk group (German classification),,,,12263,15054,1,2019-11-08 07:29:11
31731,1,Risk group (German classification),,,,12262,15053,1,2019-11-08 07:29:11
31730,1,Risk group (German classification),,,,12261,15052,1,2019-11-08 07:29:11
31729,1,Risk group (German classification),,,,12260,15051,1,2019-11-08 07:29:11
31728,1,Risk group (German classification),,,,12259,15050,1,2019-11-08 07:29:11
31727,1,Risk group (German classification),,,,12258,15049,1,2019-11-08 07:29:11
31726,1,Risk group (German classification),,,,12257,15048,1,2019-11-08 07:29:11
31725,1,Risk group (German classification),,,,12256,15047,1,2019-11-08 07:29:11
31724,1,Risk group (German classification),,,,12255,15046,1,2019-11-08 07:29:11
31723,1,Risk group (German classification),,,,12254,15045,1,2019-11-08 07:29:11
31722,1,Risk group (German classification),,,,12253,15044,1,2019-11-08 07:29:11
31721,1,Risk group (German classification),,,,12252,15043,1,2019-11-08 07:29:11
31720,1,Risk group (German classification),,,,12251,15042,1,2019-11-08 07:29:11
31719,1,Risk group (German classification),,,,12250,15041,1,2019-11-08 07:29:11
31718,1,Risk group (German classification),,,,12249,15040,1,2019-11-08 07:29:11
31717,1,Risk group (German classification),,,,12248,15039,1,2019-11-08 07:29:11
31716,1,Risk group (German classification),,,,12247,15038,1,2019-11-08 07:29:11
31715,1,Risk group (German classification),,,,12246,15037,1,2019-11-08 07:29:11
31714,1,Risk group (German classification),,,,12245,15036,1,2019-11-08 07:29:11
31713,1,Risk group (German classification),,,,12244,15035,1,2019-11-08 07:29:11
31712,1,Risk group (German classification),,,,12243,15034,1,2019-11-08 07:29:11
31711,1,Risk group (German classification),,,,12242,15033,1,2019-11-08 07:29:11
31710,1,Risk group (German classification),,,,12241,15032,1,2019-11-08 07:29:11
31709,1,Risk group (German classification),,,,12240,15031,1,2019-11-08 07:29:11
31708,1,Risk group (German classification),,,,12239,15030,1,2019-11-08 07:29:11
31707,1,Risk group (German classification),,,,12238,15029,1,2019-11-08 07:29:11
31706,1,Risk group (German classification),,,,12237,15028,1,2019-11-08 07:29:11
31705,1,Risk group (German classification),,,,12236,15027,1,2019-11-08 07:29:11
31704,1,Risk group (German classification),,,,12235,15026,1,2019-11-08 07:29:11
31703,1,Risk group (German classification),,,,12234,15025,1,2019-11-08 07:29:11
31702,1,Risk group (German classification),,,,12233,15024,1,2019-11-08 07:29:11
31701,1,Risk group (German classification),,,,12232,15023,1,2019-11-08 07:29:11
31700,1,Risk group (German classification),,,,12231,15022,1,2019-11-08 07:29:11
31699,1,Risk group (German classification),,,,12230,15021,1,2019-11-08 07:29:11
31698,1,Risk group (German classification),,,,12229,15020,1,2019-11-08 07:29:11
31697,1,Risk group (German classification),,,,12228,15019,1,2019-11-08 07:29:11
31696,1,Risk group (German classification),,,,12227,15018,1,2019-11-08 07:29:11
31695,1,Risk group (German classification),,,,12226,15017,1,2019-11-08 07:29:11
31694,1,Risk group (German classification),,,,12225,15016,1,2019-11-08 07:29:11
31693,1,Risk group (German classification),,,,12224,15015,1,2019-11-08 07:29:11
31692,1,Risk group (German classification),,,,12223,15014,1,2019-11-08 07:29:11
31691,1,Risk group (German classification),,,,12222,15013,1,2019-11-08 07:29:11
31690,1,Risk group (German classification),,,,12221,15012,1,2019-11-08 07:29:11
31689,1,Risk group (German classification),,,,12220,15011,1,2019-11-08 07:29:11
31688,1,Risk group (German classification),,,,12219,15010,1,2019-11-08 07:29:11
31687,1,Risk group (German classification),,,,12218,15009,1,2019-11-08 07:29:11
31686,1,Risk group (German classification),,,,12217,15008,1,2019-11-08 07:29:11
31685,1,Risk group (German classification),,,,12216,15007,1,2019-11-08 07:29:11
31684,1,Risk group (German classification),,,,12215,15006,1,2019-11-08 07:29:11
31683,1,Risk group (German classification),,,,12214,15005,1,2019-11-08 07:29:11
31682,1,Risk group (German classification),,,,12213,15004,1,2019-11-08 07:29:11
31681,1,Risk group (German classification),,,,12212,15003,1,2019-11-08 07:29:11
31680,1,Risk group (German classification),,,,12211,15002,1,2019-11-08 07:29:11
31679,1,Risk group (German classification),,,,12210,15001,1,2019-11-08 07:29:11
31678,1,Risk group (German classification),,,,12209,15000,1,2019-11-08 07:29:11
31677,1,Risk group (German classification),,,,12208,14999,1,2019-11-08 07:29:11
31676,1,Risk group (German classification),,,,12207,14998,1,2019-11-08 07:29:11
31675,1,Risk group (German classification),,,,12206,14997,1,2019-11-08 07:29:11
31674,1,Risk group (German classification),,,,12205,14996,1,2019-11-08 07:29:11
31673,1,Risk group (German classification),,,,12204,14995,1,2019-11-08 07:29:11
31672,1,Risk group (German classification),,,,12203,14994,1,2019-11-08 07:29:11
31671,1,Risk group (German classification),,,,12202,14993,1,2019-11-08 07:29:11
31670,1,Risk group (German classification),,,,12201,14992,1,2019-11-08 07:29:11
31669,1,Risk group (German classification),,,,12200,14991,1,2019-11-08 07:29:11
31668,1,Risk group (German classification),,,,12199,14990,1,2019-11-08 07:29:11
31667,1,Risk group (German classification),,,,12198,14989,1,2019-11-08 07:29:11
31666,1,Risk group (German classification),,,,12197,14988,1,2019-11-08 07:29:11
31665,1,Risk group (German classification),,,,12196,14987,1,2019-11-08 07:29:11
31664,1,Risk group (German classification),,,,12195,14986,1,2019-11-08 07:29:11
31663,1,Risk group (German classification),,,,12194,14985,1,2019-11-08 07:29:11
31662,1,Risk group (German classification),,,,12193,14984,1,2019-11-08 07:29:11
31661,1,Risk group (German classification),,,,12192,14983,1,2019-11-08 07:29:11
31660,1,Risk group (German classification),,,,12191,14982,1,2019-11-08 07:29:11
31659,1,Risk group (German classification),,,,12190,14981,1,2019-11-08 07:29:11
31658,1,Risk group (German classification),,,,12189,14980,1,2019-11-08 07:29:11
31657,1,Risk group (German classification),,,,12188,14979,1,2019-11-08 07:29:11
31656,1,Risk group (German classification),,,,12187,14978,1,2019-11-08 07:29:11
31655,1,Risk group (German classification),,,,12186,14977,1,2019-11-08 07:29:11
31654,1,Risk group (German classification),,,,12185,14976,1,2019-11-08 07:29:11
31653,1,Risk group (German classification),,,,12184,14975,1,2019-11-08 07:29:11
31652,1,Risk group (German classification),,,,12183,14974,1,2019-11-08 07:29:11
31651,1,Risk group (German classification),,,,12182,14973,1,2019-11-08 07:29:11
31650,1,Risk group (German classification),,,,12181,14972,1,2019-11-08 07:29:11
31649,1,Risk group (German classification),,,,12180,14971,1,2019-11-08 07:29:11
31648,1,Risk group (German classification),,,,12179,14970,1,2019-11-08 07:29:11
31647,1,Risk group (German classification),,,,12178,14969,1,2019-11-08 07:29:11
31646,1,Risk group (German classification),,,,12177,14968,1,2019-11-08 07:29:11
31645,1,Risk group (German classification),,,,12176,14967,1,2019-11-08 07:29:11
31644,1,Risk group (German classification),,,,12175,14966,1,2019-11-08 07:29:11
31643,1,Risk group (German classification),,,,12174,14965,1,2019-11-08 07:29:11
31642,1,Risk group (German classification),,,,12173,14964,1,2019-11-08 07:29:11
31641,1,Risk group (German classification),,,,12172,14963,1,2019-11-08 07:29:11
31640,1,Risk group (German classification),,,,12171,14962,1,2019-11-08 07:29:11
31639,1,Risk group (German classification),,,,12170,14961,1,2019-11-08 07:29:11
31638,1,Risk group (German classification),,,,12169,14960,1,2019-11-08 07:29:11
31637,1,Risk group (German classification),,,,12168,14959,1,2019-11-08 07:29:11
31636,1,Risk group (German classification),,,,12167,14958,1,2019-11-08 07:29:11
31635,1,Risk group (German classification),,,,12166,14957,1,2019-11-08 07:29:11
31634,1,Risk group (German classification),,,,12165,14956,1,2019-11-08 07:29:11
31633,1,Risk group (German classification),,,,12164,14955,1,2019-11-08 07:29:11
31632,1,Risk group (German classification),,,,12163,14954,1,2019-11-08 07:29:11
31631,1,Risk group (German classification),,,,12162,14953,1,2019-11-08 07:29:11
31630,1,Risk group (German classification),,,,12161,14952,1,2019-11-08 07:29:11
31629,1,Risk group (German classification),,,,12160,14951,1,2019-11-08 07:29:11
31628,1,Risk group (German classification),,,,12159,14950,1,2019-11-08 07:29:11
31627,1,Risk group (German classification),,,,12158,14949,1,2019-11-08 07:29:11
31626,1,Risk group (German classification),,,,12157,14948,1,2019-11-08 07:29:11
31625,1,Risk group (German classification),,,,12156,14947,1,2019-11-08 07:29:11
31624,1,Risk group (German classification),,,,12155,14946,1,2019-11-08 07:29:11
31623,1,Risk group (German classification),,,,12154,14945,1,2019-11-08 07:29:11
31622,1,Risk group (German classification),,,,12153,14944,1,2019-11-08 07:29:11
31621,1,Risk group (German classification),,,,12152,14943,1,2019-11-08 07:29:11
31620,1,Risk group (German classification),,,,12151,14942,1,2019-11-08 07:29:11
31619,1,Risk group (German classification),,,,12150,14941,1,2019-11-08 07:29:11
31618,1,Risk group (German classification),,,,12149,14940,1,2019-11-08 07:29:11
31617,1,Risk group (German classification),,,,12148,14939,1,2019-11-08 07:29:11
31616,1,Risk group (German classification),,,,12147,14938,1,2019-11-08 07:29:11
31615,1,Risk group (German classification),,,,12146,14937,1,2019-11-08 07:29:11
31614,1,Risk group (German classification),,,,12145,14936,1,2019-11-08 07:29:11
31613,1,Risk group (German classification),,,,12144,14935,1,2019-11-08 07:29:11
31612,1,Risk group (German classification),,,,12143,14934,1,2019-11-08 07:29:11
31611,1,Risk group (German classification),,,,12142,14933,1,2019-11-08 07:29:11
31610,1,Risk group (German classification),,,,12141,14932,1,2019-11-08 07:29:11
31609,1,Risk group (German classification),,,,12140,14931,1,2019-11-08 07:29:11
31608,1,Risk group (German classification),,,,12139,14930,1,2019-11-08 07:29:11
31607,1,Risk group (German classification),,,,12138,14929,1,2019-11-08 07:29:11
31606,1,Risk group (German classification),,,,12137,14928,1,2019-11-08 07:29:11
31605,1,Risk group (German classification),,,,12136,14927,1,2019-11-08 07:29:11
31604,1,Risk group (German classification),,,,12135,14926,1,2019-11-08 07:29:11
31603,1,Risk group (German classification),,,,12134,14925,1,2019-11-08 07:29:11
31602,1,Risk group (German classification),,,,12133,14924,1,2019-11-08 07:29:11
31601,1,Risk group (German classification),,,,12132,14923,1,2019-11-08 07:29:11
31600,1,Risk group (German classification),,,,12131,14922,1,2019-11-08 07:29:11
31599,1,Risk group (German classification),,,,12130,14921,1,2019-11-08 07:29:11
31598,1,Risk group (German classification),,,,12129,14920,1,2019-11-08 07:29:11
31597,1,Risk group (German classification),,,,12128,14919,1,2019-11-08 07:29:11
31596,1,Risk group (German classification),,,,12127,14918,1,2019-11-08 07:29:11
31595,1,Risk group (German classification),,,,12126,14917,1,2019-11-08 07:29:11
31594,1,Risk group (German classification),,,,12125,14916,1,2019-11-08 07:29:11
31593,1,Risk group (German classification),,,,12124,14915,1,2019-11-08 07:29:11
31592,1,Risk group (German classification),,,,12123,14914,1,2019-11-08 07:29:11
31591,1,Risk group (German classification),,,,12122,14913,1,2019-11-08 07:29:11
31590,1,Risk group (German classification),,,,12121,14912,1,2019-11-08 07:29:11
31589,1,Risk group (German classification),,,,12120,14911,1,2019-11-08 07:29:11
31588,1,Risk group (German classification),,,,12119,14910,1,2019-11-08 07:29:11
31587,1,Risk group (German classification),,,,12118,14909,1,2019-11-08 07:29:11
31586,1,Risk group (German classification),,,,12117,14908,1,2019-11-08 07:29:11
31585,1,Risk group (German classification),,,,12116,14907,1,2019-11-08 07:29:11
31584,1,Risk group (German classification),,,,12115,14906,1,2019-11-08 07:29:11
31583,1,Risk group (German classification),,,,12114,14905,1,2019-11-08 07:29:11
31582,1,Risk group (German classification),,,,12113,14904,1,2019-11-08 07:29:11
31581,1,Risk group (German classification),,,,12112,14903,1,2019-11-08 07:29:11
31580,1,Risk group (German classification),,,,12111,14902,1,2019-11-08 07:29:11
31579,1,Risk group (German classification),,,,12110,14901,1,2019-11-08 07:29:11
31578,1,Risk group (German classification),,,,12109,14900,1,2019-11-08 07:29:11
31577,1,Risk group (German classification),,,,12108,14899,1,2019-11-08 07:29:11
31576,1,Risk group (German classification),,,,12107,14898,1,2019-11-08 07:29:11
31575,1,Risk group (German classification),,,,12106,14897,1,2019-11-08 07:29:11
31574,1,Risk group (German classification),,,,12105,14896,1,2019-11-08 07:29:11
31573,1,Risk group (German classification),,,,12104,14895,1,2019-11-08 07:29:11
31572,1,Risk group (German classification),,,,12103,14894,1,2019-11-08 07:29:11
31571,1,Risk group (German classification),,,,12102,14893,1,2019-11-08 07:29:11
31570,1,Risk group (German classification),,,,12101,14892,1,2019-11-08 07:29:11
31569,1,Risk group (German classification),,,,12100,14891,1,2019-11-08 07:29:11
31568,1,Risk group (German classification),,,,12099,14890,1,2019-11-08 07:29:11
31567,1,Risk group (German classification),,,,12098,14889,1,2019-11-08 07:29:11
31566,1,Risk group (German classification),,,,12097,14888,1,2019-11-08 07:29:11
31565,1,Risk group (German classification),,,,12096,14887,1,2019-11-08 07:29:11
31564,1,Risk group (German classification),,,,12095,14886,1,2019-11-08 07:29:11
31563,1,Risk group (German classification),,,,12094,14885,1,2019-11-08 07:29:11
31562,1,Risk group (German classification),,,,12093,14884,1,2019-11-08 07:29:11
31561,1,Risk group (German classification),,,,12092,14883,1,2019-11-08 07:29:11
31560,1,Risk group (German classification),,,,12091,14881,1,2019-11-08 07:29:11
31559,1,Risk group (German classification),,,,12090,14880,1,2019-11-08 07:29:11
31558,1,Risk group (German classification),,,,12089,14879,1,2019-11-08 07:29:11
31557,1,Risk group (German classification),,,,12088,14878,1,2019-11-08 07:29:11
31556,1,Risk group (German classification),,,,12087,14877,1,2019-11-08 07:29:11
31555,1,Risk group (German classification),,,,12086,14875,1,2019-11-08 07:29:11
31554,1,Risk group (German classification),,,,12085,14874,1,2019-11-08 07:29:11
31553,1,Risk group (German classification),,,,12084,14873,1,2019-11-08 07:29:11
31552,1,Risk group (German classification),,,,12083,14872,1,2019-11-08 07:29:11
31551,1,Risk group (German classification),,,,12082,14871,1,2019-11-08 07:29:11
31550,1,Risk group (German classification),,,,12081,14870,1,2019-11-08 07:29:11
31549,1,Risk group (German classification),,,,12080,14869,1,2019-11-08 07:29:11
31548,1,Risk group (German classification),,,,12079,14868,1,2019-11-08 07:29:11
31547,1,Risk group (German classification),,,,12078,14867,1,2019-11-08 07:29:11
31546,1,Risk group (German classification),,,,12077,14866,1,2019-11-08 07:29:11
31545,1,Risk group (German classification),,,,12076,14865,1,2019-11-08 07:29:11
31544,1,Risk group (German classification),,,,12075,14864,1,2019-11-08 07:29:11
31543,1,Risk group (German classification),,,,12074,14863,1,2019-11-08 07:29:11
31542,1,Risk group (German classification),,,,12073,14862,1,2019-11-08 07:29:11
31541,1,Risk group (German classification),,,,12072,14861,1,2019-11-08 07:29:11
31540,1,Risk group (German classification),,,,12071,14860,1,2019-11-08 07:29:11
31539,1,Risk group (German classification),,,,12070,14773,1,2019-11-08 07:29:11
31538,1,Risk group (German classification),,,,12069,14772,1,2019-11-08 07:29:11
31537,1,Risk group (German classification),,,,12068,14771,1,2019-11-08 07:29:11
31536,1,Risk group (German classification),,,,12067,14770,1,2019-11-08 07:29:11
31535,1,Risk group (German classification),,,,12066,5518,1,2019-11-08 07:29:11
31534,1,Risk group (German classification),,,,12065,5517,1,2019-11-08 07:29:11
31533,1,Risk group (German classification),,,,12064,5516,1,2019-11-08 07:29:11
31532,1,Risk group (German classification),,,,12063,5475,1,2019-11-08 07:29:11
31531,1,Risk group (German classification),,,,12062,5420,1,2019-11-08 07:29:11
31530,1,Risk group (German classification),,,,12061,729,1,2019-11-08 07:29:11
31529,1,Risk group (German classification),,,,13629,5417,1,2019-11-08 07:29:11
