temp,test_type,ability,temperature_range,ID_strains
30-37,optimum,positive,mesophilic,5689
30-37,optimum,positive,mesophilic,1301
30-37,optimum,positive,mesophilic,23736
30-37,optimum,positive,mesophilic,5545
30-37,optimum,positive,mesophilic,1514
30-37,optimum,positive,mesophilic,384
30-37,optimum,positive,mesophilic,11650
30-37,optimum,positive,mesophilic,7791
30-37,optimum,positive,mesophilic,1409
30-37,optimum,positive,mesophilic,133656
30-37,optimum,positive,mesophilic,134254
30-37,optimum,positive,mesophilic,16429
30-37,optimum,positive,mesophilic,11074
30-37,optimum,positive,mesophilic,16432
30-37,optimum,positive,mesophilic,16431
30-37,optimum,positive,mesophilic,16430
30-37,optimum,positive,mesophilic,17928
30-37,optimum,positive,mesophilic,547
30-37,optimum,positive,mesophilic,7768
30-37,optimum,positive,mesophilic,7515
30-37,optimum,positive,mesophilic,23756
30-37,optimum,positive,mesophilic,17509
30-37,optimum,positive,mesophilic,13130
30-37,optimum,positive,mesophilic,134160
30-37,optimum,positive,mesophilic,8536
30-37,optimum,positive,mesophilic,11890
30-40,optimum,positive,NULL,133686
30-40,optimum,positive,NULL,17485
30-40,optimum,positive,NULL,17181
30-42,optimum,positive,NULL,292
30-42,optimum,positive,NULL,11868
30-45,optimum,positive,NULL,5350
30-45,optimum,positive,NULL,11075
30-64,optimum,positive,NULL,557
30.5,optimum,positive,mesophilic,1976
30.5,optimum,positive,mesophilic,1977
30.5,optimum,positive,mesophilic,13155
30.5,optimum,positive,mesophilic,8581
31-32,optimum,positive,mesophilic,17718
31.5,optimum,positive,mesophilic,8052
31.5,optimum,positive,mesophilic,17857
31.5,optimum,positive,mesophilic,13259
31.5,optimum,positive,mesophilic,1279
31.5,optimum,positive,mesophilic,13486
31.5,optimum,positive,mesophilic,5754
31.5,optimum,positive,mesophilic,13485
31.5,optimum,positive,mesophilic,8519
31.5,optimum,positive,mesophilic,8520
31.5,optimum,positive,mesophilic,8521
31.5,optimum,positive,mesophilic,130612
32-35,optimum,positive,mesophilic,10520
32-35,optimum,positive,mesophilic,4300
32.5,optimum,positive,mesophilic,6000
32.5,optimum,positive,mesophilic,3915
32.5,optimum,positive,mesophilic,11296
32.5,optimum,positive,mesophilic,8207
32.5,optimum,positive,mesophilic,14414
32.5,optimum,positive,mesophilic,6056
32.5,optimum,positive,mesophilic,11324
32.5,optimum,positive,mesophilic,17826
32.5,optimum,positive,mesophilic,134318
32.5,optimum,positive,mesophilic,14021
32.5,optimum,positive,mesophilic,5595
32.5,optimum,positive,mesophilic,23235
32.5,optimum,positive,mesophilic,7661
32.5,optimum,positive,mesophilic,133912
32.5,optimum,positive,mesophilic,134241
32.5,optimum,positive,mesophilic,133692
32.5,optimum,positive,mesophilic,24495
32.5,optimum,positive,mesophilic,1226
32.5,optimum,positive,mesophilic,133472
32.5,optimum,positive,mesophilic,133928
32.5,optimum,positive,mesophilic,23234
32.5,optimum,positive,mesophilic,17905
32.5,optimum,positive,mesophilic,6196
32.5,optimum,positive,mesophilic,6073
32.5,optimum,positive,mesophilic,6074
32.5,optimum,positive,mesophilic,6075
32.5,optimum,positive,mesophilic,133426
32.5,optimum,positive,mesophilic,133427
32.5,optimum,positive,mesophilic,24051
32.5,optimum,positive,mesophilic,471
32.5,optimum,positive,mesophilic,14022
32.5,optimum,positive,mesophilic,6083
32.5,optimum,positive,mesophilic,16500
32.5,optimum,positive,mesophilic,133956
32.5,optimum,positive,mesophilic,5739
32.5,optimum,positive,mesophilic,13657
32.5,optimum,positive,mesophilic,133579
32.5,optimum,positive,mesophilic,3818
32.5,optimum,positive,mesophilic,17906
32.5,optimum,positive,mesophilic,13319
32.5,optimum,positive,mesophilic,13321
32.5,optimum,positive,mesophilic,13318
32.5,optimum,positive,mesophilic,13320
32.5,optimum,positive,mesophilic,13323
32.5,optimum,positive,mesophilic,133963
32.5,optimum,positive,mesophilic,6624
32.5,optimum,positive,mesophilic,11581
32.5,optimum,positive,mesophilic,6042
32.5,optimum,positive,mesophilic,134373
32.5,optimum,positive,mesophilic,134375
32.5,optimum,positive,mesophilic,23120
32.5,optimum,positive,mesophilic,133440
32.5,optimum,positive,mesophilic,23336
32.5,optimum,positive,mesophilic,23149
32.5,optimum,positive,mesophilic,133546
32.5,optimum,positive,mesophilic,133442
32.5,optimum,positive,mesophilic,23885
32.5,optimum,positive,mesophilic,133482
32.5,optimum,positive,mesophilic,24437
32.5,optimum,positive,mesophilic,24770
32.5,optimum,positive,mesophilic,17788
32.5,optimum,positive,mesophilic,133772
32.5,optimum,positive,mesophilic,17011
32.5,optimum,positive,mesophilic,11607
32.5,optimum,positive,mesophilic,13467
32.5,optimum,positive,mesophilic,6043
32.5,optimum,positive,mesophilic,11625
32.5,optimum,positive,mesophilic,4279
32.5,optimum,positive,mesophilic,8526
32.5,optimum,positive,mesophilic,2451
32.5,optimum,positive,mesophilic,3916
32.5,optimum,positive,mesophilic,1255
32.5,optimum,positive,mesophilic,13264
32.5,optimum,positive,mesophilic,16501
32.5,optimum,positive,mesophilic,16499
32.5,optimum,positive,mesophilic,5849
32.5,optimum,positive,mesophilic,10800
32.5,optimum,positive,mesophilic,14163
32.5,optimum,positive,mesophilic,14162
32.5,optimum,positive,mesophilic,13460
32.5,optimum,positive,mesophilic,17623
32.5,optimum,positive,mesophilic,1229
32.5,optimum,positive,mesophilic,16454
32.5,optimum,positive,mesophilic,133593
32.5,optimum,positive,mesophilic,1978
32.5,optimum,positive,mesophilic,8573
32.5,optimum,positive,mesophilic,8574
32.5,optimum,positive,mesophilic,13876
32.5,optimum,positive,mesophilic,11871
32.5,optimum,positive,mesophilic,6169
32.5,optimum,positive,mesophilic,7785
32.5,optimum,positive,mesophilic,11575
32.5,optimum,positive,mesophilic,132874
32.5,optimum,positive,mesophilic,2481
33-35,optimum,positive,mesophilic,1559
33-35,optimum,positive,mesophilic,17897
33-36,optimum,positive,mesophilic,134176
33.5,optimum,positive,mesophilic,6880
33.5,optimum,positive,mesophilic,134286
33.5,optimum,positive,mesophilic,1551
33.5,optimum,positive,mesophilic,2459
33.5,optimum,positive,mesophilic,134347
33.5,optimum,positive,mesophilic,5168
33.5,optimum,positive,mesophilic,11065
33.5,optimum,positive,mesophilic,134098
33.5,optimum,positive,mesophilic,6236
33.5,optimum,positive,mesophilic,396
33.5,optimum,positive,mesophilic,14438
33.5,optimum,positive,mesophilic,13163
33.5,optimum,positive,mesophilic,134227
33.5,optimum,positive,mesophilic,133457
33.5,optimum,positive,mesophilic,134343
33.5,optimum,positive,mesophilic,17369
33.5,optimum,positive,mesophilic,133518
33.5,optimum,positive,mesophilic,24004
33.5,optimum,positive,mesophilic,17505
33.5,optimum,positive,mesophilic,17504
33.5,optimum,positive,mesophilic,133739
33.5,optimum,positive,mesophilic,397
33.5,optimum,positive,mesophilic,5650
33.5,optimum,positive,mesophilic,2100
33.5,optimum,positive,mesophilic,134044
33.5,optimum,positive,mesophilic,133802
33.5,optimum,positive,mesophilic,14255
33.5,optimum,positive,mesophilic,11635
33.5,optimum,positive,mesophilic,133836
33.5,optimum,positive,mesophilic,133877
33.5,optimum,positive,mesophilic,10447
33.5,optimum,positive,mesophilic,23345
33.5,optimum,positive,mesophilic,6062
33.5,optimum,positive,mesophilic,6636
33.5,optimum,positive,mesophilic,134099
33.5,optimum,positive,mesophilic,24311
33.5,optimum,positive,mesophilic,17859
33.5,optimum,positive,mesophilic,134088
33.5,optimum,positive,mesophilic,133698
33.5,optimum,positive,mesophilic,133699
33.5,optimum,positive,mesophilic,133894
33.5,optimum,positive,mesophilic,133798
33.5,optimum,positive,mesophilic,5394
33.5,optimum,positive,mesophilic,17245
33.5,optimum,positive,mesophilic,5734
33.5,optimum,positive,mesophilic,6396
33.5,optimum,positive,mesophilic,133774
33.5,optimum,positive,mesophilic,133920
33.5,optimum,positive,mesophilic,7666
33.5,optimum,positive,mesophilic,134287
33.5,optimum,positive,mesophilic,134328
33.5,optimum,positive,mesophilic,134329
33.5,optimum,positive,mesophilic,23450
33.5,optimum,positive,mesophilic,130228
33.5,optimum,positive,mesophilic,17368
33.5,optimum,positive,mesophilic,133943
33.5,optimum,positive,mesophilic,133554
33.5,optimum,positive,mesophilic,11668
33.5,optimum,positive,mesophilic,133423
33.5,optimum,positive,mesophilic,133828
33.5,optimum,positive,mesophilic,23709
33.5,optimum,positive,mesophilic,134293
33.5,optimum,positive,mesophilic,11655
33.5,optimum,positive,mesophilic,12000
33.5,optimum,positive,mesophilic,13785
33.5,optimum,positive,mesophilic,17456
33.5,optimum,positive,mesophilic,134327
33.5,optimum,positive,mesophilic,2369
33.5,optimum,positive,mesophilic,134331
33.5,optimum,positive,mesophilic,23031
33.5,optimum,positive,mesophilic,134006
33.5,optimum,positive,mesophilic,134055
33.5,optimum,positive,mesophilic,1516
33.5,optimum,positive,mesophilic,133944
33.5,optimum,positive,mesophilic,5746
33.5,optimum,positive,mesophilic,134043
33.5,optimum,positive,mesophilic,133908
33.5,optimum,positive,mesophilic,13878
33.5,optimum,positive,mesophilic,2456
33.5,optimum,positive,mesophilic,7665
33.5,optimum,positive,mesophilic,23198
33.5,optimum,positive,mesophilic,11146
33.5,optimum,positive,mesophilic,24725
33.5,optimum,positive,mesophilic,13517
33.5,optimum,positive,mesophilic,17443
33.5,optimum,positive,mesophilic,133540
33.5,optimum,positive,mesophilic,5229
33.5,optimum,positive,mesophilic,14410
33.5,optimum,positive,mesophilic,6617
33.5,optimum,positive,mesophilic,6619
33.5,optimum,positive,mesophilic,2238
33.5,optimum,positive,mesophilic,5346
33.5,optimum,positive,mesophilic,17950
33.5,optimum,positive,mesophilic,14673
33.5,optimum,positive,mesophilic,7664
33.5,optimum,positive,mesophilic,133674
33.5,optimum,positive,mesophilic,11760
33.5,optimum,positive,mesophilic,8144
33.5,optimum,positive,mesophilic,11578
33.5,optimum,positive,mesophilic,7420
33.5,optimum,positive,mesophilic,7419
33.5,optimum,positive,mesophilic,134216
33.5,optimum,positive,mesophilic,11630
33.5,optimum,positive,mesophilic,11631
33.5,optimum,positive,mesophilic,272
33.5,optimum,positive,mesophilic,11579
33.5,optimum,positive,mesophilic,2460
33.5,optimum,positive,mesophilic,134116
33.5,optimum,positive,mesophilic,13491
33.5,optimum,positive,mesophilic,134235
33.5,optimum,positive,mesophilic,11645
33.8,optimum,positive,mesophilic,133508
34-37,optimum,positive,mesophilic,131756
34.5,optimum,positive,mesophilic,133820
34.5,optimum,positive,mesophilic,13124
35-37,optimum,positive,mesophilic,11852
35-37,optimum,positive,mesophilic,5396
35-40,optimum,positive,NULL,134170
35-40,optimum,positive,NULL,455
35-40,optimum,positive,NULL,133506
35-40,optimum,positive,NULL,1244
35-40,optimum,positive,NULL,1253
35-42,optimum,positive,NULL,134051
35-45,optimum,positive,NULL,4255
35-48,optimum,positive,NULL,6397
35.5,optimum,positive,mesophilic,17015
36.5,optimum,positive,mesophilic,133777
36.5,optimum,positive,mesophilic,1767
37-40,optimum,positive,NULL,11220
37-40,optimum,positive,NULL,134340
37-40,optimum,positive,NULL,134335
37-40,optimum,positive,NULL,11219
37-40,optimum,positive,NULL,11221
37-40,optimum,positive,NULL,11222
37-40,optimum,positive,NULL,5947
37-40,optimum,positive,NULL,5875
37-41,optimum,positive,NULL,5088
37-42,optimum,positive,NULL,17003
37-44,optimum,positive,NULL,5012
37-45,optimum,positive,NULL,13516
37-46,optimum,positive,NULL,17797
37.5,optimum,positive,mesophilic,13759
37.5,optimum,positive,mesophilic,133913
37.5,optimum,positive,mesophilic,131161
37.5,optimum,positive,mesophilic,133775
37.5,optimum,positive,mesophilic,1546
37.5,optimum,positive,mesophilic,11930
37.5,optimum,positive,mesophilic,12524
37.5,optimum,positive,mesophilic,23739
37.5,optimum,positive,mesophilic,4178
37.5,optimum,positive,mesophilic,133803
37.5,optimum,positive,mesophilic,16638
37.5,optimum,positive,mesophilic,16991
37.5,optimum,positive,mesophilic,17700
37.5,optimum,positive,mesophilic,17699
37.5,optimum,positive,mesophilic,13889
37.5,optimum,positive,mesophilic,4350
37.5,optimum,positive,mesophilic,4352
37.5,optimum,positive,mesophilic,4349
38-39,optimum,positive,mesophilic,2872
38.5,optimum,positive,mesophilic,2278
38.5,optimum,positive,mesophilic,133619
38.5,optimum,positive,mesophilic,12503
38.5,optimum,positive,mesophilic,133446
38.5,optimum,positive,mesophilic,1285
38.5,optimum,positive,mesophilic,17858
38.5,optimum,positive,mesophilic,24744
38.5,optimum,positive,mesophilic,134095
38.5,optimum,positive,mesophilic,16687
38.5,optimum,positive,mesophilic,133566
38.5,optimum,positive,mesophilic,6064
38.5,optimum,positive,mesophilic,2139
38.5,optimum,positive,mesophilic,24156
38.5,optimum,positive,mesophilic,2245
39.5,optimum,positive,mesophilic,24089
39.5,optimum,positive,mesophilic,134012
39.5,optimum,positive,mesophilic,133906
39.5,optimum,positive,mesophilic,24159
39.5,optimum,positive,mesophilic,2140
39.5,optimum,positive,mesophilic,14415
4.0-42,optimum,positive,NULL,14088
40-42,optimum,positive,thermophilic,7770
40-42,optimum,positive,thermophilic,5952
40-42,optimum,positive,thermophilic,133607
40-45,optimum,positive,thermophilic,1865
40-45,optimum,positive,thermophilic,430
40-50,optimum,positive,thermophilic,7001
40-50,optimum,positive,thermophilic,134164
40.5,optimum,positive,thermophilic,2342
41-45,optimum,positive,thermophilic,134202
41.5,optimum,positive,thermophilic,2855
42-45,optimum,positive,thermophilic,24077
42.5,optimum,positive,thermophilic,11437
42.5,optimum,positive,thermophilic,133127
42.5,optimum,positive,thermophilic,24088
42.5,optimum,positive,thermophilic,133459
42.5,optimum,positive,thermophilic,133804
43.5,optimum,positive,thermophilic,506
43.5,optimum,positive,thermophilic,24301
44-47,optimum,positive,thermophilic,134219
45-48,optimum,positive,thermophilic,5951
45-50,optimum,positive,thermophilic,16798
45-50,optimum,positive,thermophilic,428
45-50,optimum,positive,thermophilic,134201
45-50,optimum,positive,thermophilic,433
47.5,optimum,positive,thermophilic,24716
47.5,optimum,positive,thermophilic,24081
47.5,optimum,positive,thermophilic,16632
47.5,optimum,positive,thermophilic,23456
47.5,optimum,positive,thermophilic,17879
50-55,optimum,positive,thermophilic,11909
50-55,optimum,positive,thermophilic,429
50-55,optimum,positive,thermophilic,432
50-55,optimum,positive,thermophilic,431
50-55,optimum,positive,thermophilic,17884
52.5,optimum,positive,thermophilic,24287
52.5,optimum,positive,thermophilic,11163
52.5,optimum,positive,thermophilic,23327
56.5,optimum,positive,thermophilic,18136
56.5,optimum,positive,thermophilic,2870
57.5,optimum,positive,thermophilic,17043
57.5,optimum,positive,thermophilic,2853
57.5,optimum,positive,thermophilic,23186
57.5,optimum,positive,thermophilic,133487
57.5,optimum,positive,thermophilic,133878
58-60,optimum,positive,thermophilic,17981
58.5,optimum,positive,thermophilic,133999
58.5,optimum,positive,thermophilic,24785
61.5,optimum,positive,thermophilic,16851
62.5,optimum,positive,thermophilic,24797
62.5,optimum,positive,thermophilic,4187
62.5,optimum,positive,thermophilic,23331
62.5,optimum,positive,thermophilic,16751
65-70,optimum,positive,thermophilic,17820
67.5,optimum,positive,thermophilic,16733
67.5,optimum,positive,thermophilic,16890
69-72,optimum,positive,thermophilic,16849
7.5,optimum,positive,psychrophilic,6661
7.5,optimum,positive,psychrophilic,6660
72.5,optimum,positive,thermophilic,782
72.5,optimum,positive,thermophilic,510
75-80,optimum,positive,hyperthermophilic,17038
37,growth,positive,mesophilic,134377
37,growth,positive,mesophilic,134378
30,growth,positive,mesophilic,134379
30,growth,positive,mesophilic,134380
30,growth,positive,mesophilic,134381
37,growth,positive,mesophilic,134382
37,growth,positive,mesophilic,134383
30,growth,positive,mesophilic,379
30,growth,positive,mesophilic,134384
30,growth,positive,mesophilic,134385
30,growth,positive,mesophilic,134386
30,growth,positive,mesophilic,134387
30,growth,positive,mesophilic,134388
30,growth,positive,mesophilic,134389
30,growth,positive,mesophilic,134390
30,growth,positive,mesophilic,134391
30,growth,positive,mesophilic,14225
25,growth,positive,mesophilic,12908
37,growth,positive,mesophilic,134392
37,growth,positive,mesophilic,134393
37,growth,positive,mesophilic,134394
37,growth,positive,mesophilic,134395
37,growth,positive,mesophilic,134396
30,growth,positive,mesophilic,134397
30,growth,positive,mesophilic,134398
30,growth,positive,mesophilic,134399
30,growth,positive,mesophilic,16987
37,growth,positive,mesophilic,8219
37,growth,positive,mesophilic,134400
37,growth,positive,mesophilic,134401
25,growth,positive,mesophilic,8027
37,growth,positive,mesophilic,134402
22,growth,positive,psychrophilic,11374
30,growth,positive,mesophilic,134403
37,growth,positive,mesophilic,14614
37,growth,positive,mesophilic,172
25,growth,positive,mesophilic,133657
30,growth,positive,mesophilic,89
30,growth,positive,mesophilic,13918
37,growth,positive,mesophilic,134404
37,growth,positive,mesophilic,134405
37,growth,positive,mesophilic,134406
37,growth,positive,mesophilic,12658
37,growth,positive,mesophilic,134407
30,growth,positive,mesophilic,15586
30,growth,positive,mesophilic,17421
30,growth,positive,mesophilic,134408
37,growth,positive,mesophilic,134409
37,growth,positive,mesophilic,134410
37,growth,positive,mesophilic,134411
30,growth,positive,mesophilic,134412
30,growth,positive,mesophilic,13112
30,growth,positive,mesophilic,134413
30,growth,positive,mesophilic,134414
37,growth,positive,mesophilic,134415
37,growth,positive,mesophilic,1604
37,growth,positive,mesophilic,134416
37,growth,positive,mesophilic,134417
37,growth,positive,mesophilic,134418
30,growth,positive,mesophilic,134419
30,growth,positive,mesophilic,134420
30,growth,positive,mesophilic,5028
37,growth,positive,mesophilic,130214
37,growth,positive,mesophilic,17006
30,growth,positive,mesophilic,16967
30,growth,positive,mesophilic,134421
30,growth,positive,mesophilic,1911
37,growth,positive,mesophilic,8625
30,growth,positive,mesophilic,130449
30,growth,positive,mesophilic,134422
30,growth,positive,mesophilic,134423
37,growth,positive,mesophilic,134424
30,growth,positive,mesophilic,6028
25,growth,positive,mesophilic,13044
30,growth,positive,mesophilic,134425
30,growth,positive,mesophilic,134426
30,growth,positive,mesophilic,134427
30,growth,positive,mesophilic,134428
30,growth,positive,mesophilic,134429
30,growth,positive,mesophilic,134430
30,growth,positive,mesophilic,8259
30,growth,positive,mesophilic,134431
37,growth,positive,mesophilic,14831
30,growth,positive,mesophilic,14669
37,growth,positive,mesophilic,134432
30,growth,positive,mesophilic,11729
30,growth,positive,mesophilic,1145
37,growth,positive,mesophilic,134433
30,growth,positive,mesophilic,134434
37,growth,positive,mesophilic,134435
45,growth,positive,thermophilic,16340
30,growth,positive,mesophilic,134436
30,growth,positive,mesophilic,134437
30,growth,positive,mesophilic,134438
30,growth,positive,mesophilic,134439
37,growth,positive,mesophilic,134440
37,growth,positive,mesophilic,134441
37,growth,positive,mesophilic,134442
30,growth,positive,mesophilic,134443
25,growth,positive,mesophilic,134444
22,growth,positive,psychrophilic,134445
37,growth,positive,mesophilic,17796
37,growth,positive,mesophilic,134446
45,growth,positive,thermophilic,3855
30,growth,positive,mesophilic,134447
37,growth,positive,mesophilic,5272
30,growth,positive,mesophilic,134448
30,growth,positive,mesophilic,24043
30,growth,positive,mesophilic,24045
30,growth,positive,mesophilic,5210
30,growth,positive,mesophilic,8054
37,growth,positive,mesophilic,97
25,growth,positive,mesophilic,134449
37,growth,positive,mesophilic,134450
30,growth,positive,mesophilic,134451
25,growth,positive,mesophilic,13802
25,growth,positive,mesophilic,14150
37,growth,positive,mesophilic,134452
30,growth,positive,mesophilic,134453
30,growth,positive,mesophilic,134454
30,growth,positive,mesophilic,134455
37,growth,positive,mesophilic,1592
30,growth,positive,mesophilic,134180
25,growth,positive,mesophilic,5627
37,growth,positive,mesophilic,1682
30,growth,positive,mesophilic,134456
30,growth,positive,mesophilic,15233
30,growth,positive,mesophilic,6869
25,growth,positive,mesophilic,24024
37,growth,positive,mesophilic,134457
30,growth,positive,mesophilic,134458
30,growth,positive,mesophilic,134459
30,growth,positive,mesophilic,134460
37,growth,positive,mesophilic,134461
30,growth,positive,mesophilic,134462
37,growth,positive,mesophilic,8622
37,growth,positive,mesophilic,8623
37,growth,positive,mesophilic,134463
30,growth,positive,mesophilic,134464
37,growth,positive,mesophilic,5235
25,growth,positive,mesophilic,22904
30,growth,positive,mesophilic,134465
30,growth,positive,mesophilic,134466
37,growth,positive,mesophilic,134467
30,growth,positive,mesophilic,134468
55,growth,positive,thermophilic,16811
25,growth,positive,mesophilic,2406
30,growth,positive,mesophilic,134469
30,growth,positive,mesophilic,134470
30,growth,positive,mesophilic,134471
30,growth,positive,mesophilic,134472
30,growth,positive,mesophilic,134473
30,growth,positive,mesophilic,134474
37,growth,positive,mesophilic,14636
30,growth,positive,mesophilic,134475
30,growth,positive,mesophilic,13540
22,growth,positive,psychrophilic,134476
37,growth,positive,mesophilic,24283
60,growth,positive,thermophilic,16717
30,growth,positive,mesophilic,134477
30,growth,positive,mesophilic,17317
37,growth,positive,mesophilic,134478
25,growth,positive,mesophilic,17241
25,growth,positive,mesophilic,134479
37,growth,positive,mesophilic,134480
37,growth,positive,mesophilic,145
25,growth,positive,mesophilic,5531
30,growth,positive,mesophilic,134481
37,growth,positive,mesophilic,134482
25,growth,positive,mesophilic,134276
30,growth,positive,mesophilic,134483
30,growth,positive,mesophilic,4379
30,growth,positive,mesophilic,496
37,growth,positive,mesophilic,134484
30,growth,positive,mesophilic,11
30,growth,positive,mesophilic,134485
30,growth,positive,mesophilic,134486
30,growth,positive,mesophilic,134487
37,growth,positive,mesophilic,134488
25,growth,positive,mesophilic,134489
30,growth,positive,mesophilic,134490
37,growth,positive,mesophilic,134491
30,growth,positive,mesophilic,134492
30,growth,positive,mesophilic,134493
25,growth,positive,mesophilic,134494
30,growth,positive,mesophilic,1948
30,growth,positive,mesophilic,134495
37,growth,positive,mesophilic,134496
37,growth,positive,mesophilic,134497
25,growth,positive,mesophilic,134498
37,growth,positive,mesophilic,8624
37,growth,positive,mesophilic,134499
30,growth,positive,mesophilic,134500
37,growth,positive,mesophilic,134501
37,growth,positive,mesophilic,14813
30,growth,positive,mesophilic,3207
25,growth,positive,mesophilic,5647
30,growth,positive,mesophilic,134502
30,growth,positive,mesophilic,14859
30,growth,positive,mesophilic,10768
25,growth,positive,mesophilic,12615
37,growth,positive,mesophilic,134503
30,growth,positive,mesophilic,134504
30,growth,positive,mesophilic,11029
25,growth,positive,mesophilic,11994
37,growth,positive,mesophilic,14810
30,growth,positive,mesophilic,4918
30,growth,positive,mesophilic,134505
30,growth,positive,mesophilic,134506
37,growth,positive,mesophilic,134507
37,growth,positive,mesophilic,134508
37,growth,positive,mesophilic,134509
37,growth,positive,mesophilic,134510
37,growth,positive,mesophilic,134511
37,growth,positive,mesophilic,134512
37,growth,positive,mesophilic,134513
37,growth,positive,mesophilic,134514
37,growth,positive,mesophilic,134515
37,growth,positive,mesophilic,134516
37,growth,positive,mesophilic,134517
37,growth,positive,mesophilic,134518
25,growth,positive,mesophilic,7249
30,growth,positive,mesophilic,2970
5,growth,positive,psychrophilic,134519
5,growth,positive,psychrophilic,134520
37,growth,positive,mesophilic,1856
37,growth,positive,mesophilic,11751
30,growth,positive,mesophilic,11037
30,growth,positive,mesophilic,1224
37,growth,positive,mesophilic,134521
37,growth,positive,mesophilic,134522
30,growth,positive,mesophilic,1225
30,growth,positive,mesophilic,1252
30,growth,positive,mesophilic,15257
30,growth,positive,mesophilic,24438
30,growth,positive,mesophilic,13084
37,growth,positive,mesophilic,6459
30,growth,positive,mesophilic,16362
25,growth,positive,mesophilic,5616
37,growth,positive,mesophilic,3215
30,growth,positive,mesophilic,17093
30,growth,positive,mesophilic,354
30,growth,positive,mesophilic,134523
30,growth,positive,mesophilic,134524
37,growth,positive,mesophilic,17122
