ID_culture_pH,pH,test_type,ability,ID_strains
2343,06-08,growth,positive,23457
2344,06-08,growth,positive,24534
2345,06-08,growth,positive,133846
2346,06-08,growth,positive,23765
2347,06-08,growth,positive,24051
2348,06-08,growth,positive,13655
2349,06-08,growth,positive,133860
2350,06-08,growth,positive,24800
2351,06-08,growth,positive,133876
2352,06-08,growth,positive,130533
2353,06-08,growth,positive,133898
2354,06-08,growth,positive,133906
2355,06-08,growth,positive,133908
2356,06-08,growth,positive,133934
2357,06-08,growth,positive,24335
2358,06-08,growth,positive,133971
2359,06-08,growth,positive,133978
2360,06-08,growth,positive,24761
2361,06-08,growth,positive,134073
2362,06-08,growth,positive,5847
2363,06-08,growth,positive,5846
2364,06-08,growth,positive,6112
2365,06-08,growth,positive,134117
2366,06-08,growth,positive,7227
2367,06-08,growth,positive,11598
2368,06-08,growth,positive,7426
2369,06-08,growth,positive,3812
2370,06-08,growth,positive,17506
2371,06-08,growth,positive,17628
2372,06-08,growth,positive,7428
2373,06-08,growth,positive,17980
2374,06-08,growth,positive,11365
2375,06-08,growth,positive,134171
2376,06-08,growth,positive,17484
2377,06-08,growth,positive,1243
2378,06-08,growth,positive,134190
2379,06-08,growth,positive,5504
2380,06-08,growth,positive,5546
2381,06-08,growth,positive,5545
2382,06-08,growth,positive,17513
2383,06-08,growth,positive,134206
2384,06-08,growth,positive,134207
2385,06-08,growth,positive,13631
2386,06-08,growth,positive,23879
2387,06-08,growth,positive,5549
2388,06-08,growth,positive,2232
2389,06-08,growth,positive,5564
2390,06-08,growth,positive,5565
2391,06-08,growth,positive,12701
2392,06-08,growth,positive,24011
2393,06-08,growth,positive,24491
2394,06-08,growth,positive,131163
2395,06-08,growth,positive,7183
2396,06-08,growth,positive,134270
2397,06-08,growth,positive,1868
2398,06-08,growth,positive,6236
2399,06-08,growth,positive,18028
2400,06-08,growth,positive,18029
2401,06-08,growth,positive,134297
2402,06-08,growth,positive,134298
2403,06-08,growth,positive,134299
2404,06-08,growth,positive,5655
2405,06-08,growth,positive,5653
2406,06-08,growth,positive,6220
2407,06-08,growth,positive,11232
2408,06-08,growth,positive,1539
2409,06-08,growth,positive,11447
2410,06-08,growth,positive,134320
2411,06-08,growth,positive,134323
2412,06-08,growth,positive,1982
2413,06-08,growth,positive,1281
2414,06-08,growth,positive,134333
2415,06-08,growth,positive,13846
2416,06-08,growth,positive,134337
2417,06-08,growth,positive,13750
2418,06-08,growth,positive,11159
2419,06-08,growth,positive,134339
2420,06-08,growth,positive,130621
2421,06-08,growth,positive,134342
2422,06-08,growth,positive,13398
2423,06-08,growth,positive,10526
2424,06-08,growth,positive,14113
2425,06-08,growth,positive,13847
2426,06-08,growth,positive,134376
2427,06-09,growth,positive,13173
2428,06-09,growth,positive,130339
2429,06-09,growth,positive,13734
2430,06-09,growth,positive,3895
2431,06-09,growth,positive,133450
2432,06-09,growth,positive,17838
2433,06-09,growth,positive,1774
2434,06-09,growth,positive,11263
2435,06-09,growth,positive,10620
2436,06-09,growth,positive,133465
2437,06-09,growth,positive,17737
2438,06-09,growth,positive,7759
2439,06-09,growth,positive,133488
2440,06-09,growth,positive,13906
2441,06-09,growth,positive,16464
2442,06-09,growth,positive,18064
2443,06-09,growth,positive,7844
2444,06-09,growth,positive,5705
2445,06-09,growth,positive,5706
2446,06-09,growth,positive,16566
2447,06-09,growth,positive,1681
2448,06-09,growth,positive,13319
2449,06-09,growth,positive,13321
2450,06-09,growth,positive,13318
2451,06-09,growth,positive,13320
2452,06-09,growth,positive,13854
2453,06-09,growth,positive,133533
2454,06-09,growth,positive,7634
2455,06-09,growth,positive,133535
2456,06-09,growth,positive,14084
2457,06-09,growth,positive,13845
2458,06-09,growth,positive,13323
2459,06-09,growth,positive,1298
2460,06-09,growth,positive,5970
2461,06-09,growth,positive,1775
2462,06-09,growth,positive,11336
2463,06-09,growth,positive,11337
2464,06-09,growth,positive,11452
2465,06-09,growth,positive,23740
2466,06-09,growth,positive,133571
2467,06-09,growth,positive,6152
2468,06-09,growth,positive,11650
2469,06-09,growth,positive,7625
2470,06-09,growth,positive,11453
2471,06-09,growth,positive,133583
2472,06-09,growth,positive,1301
2473,06-09,growth,positive,17859
2474,06-09,growth,positive,10510
2475,06-09,growth,positive,14297
2476,06-09,growth,positive,16479
2477,06-09,growth,positive,1493
2478,06-09,growth,positive,2904
2479,06-09,growth,positive,16473
2480,06-09,growth,positive,16474
2481,06-09,growth,positive,16472
2482,06-09,growth,positive,13404
2483,06-09,growth,positive,6222
2484,06-09,growth,positive,14264
2485,06-09,growth,positive,17500
2486,06-09,growth,positive,7666
2487,06-09,growth,positive,133621
2488,06-09,growth,positive,23736
2489,06-09,growth,positive,11655
2490,06-09,growth,positive,133629
2491,06-09,growth,positive,13660
2492,06-09,growth,positive,133630
2493,06-09,growth,positive,133636
2494,06-09,growth,positive,2524
2495,06-09,growth,positive,5649
2496,06-09,growth,positive,17779
2497,06-09,growth,positive,13861
2498,06-09,growth,positive,23341
2499,06-09,growth,positive,133648
2500,06-09,growth,positive,5596
2501,06-09,growth,positive,133652
2502,06-09,growth,positive,14152
2503,06-09,growth,positive,13648
2504,06-09,growth,positive,133684
2505,06-09,growth,positive,133690
2506,06-09,growth,positive,11266
2507,06-09,growth,positive,133706
2508,06-09,growth,positive,133708
2509,06-09,growth,positive,23576
2510,06-09,growth,positive,133711
2511,06-09,growth,positive,10831
2512,06-09,growth,positive,11048
2513,06-09,growth,positive,13879
2514,06-09,growth,positive,130849
2515,06-09,growth,positive,14132
2516,06-09,growth,positive,133740
2517,06-09,growth,positive,23153
2518,06-09,growth,positive,133742
2519,06-09,growth,positive,293
2520,06-09,growth,positive,22967
2521,06-09,growth,positive,14272
2522,06-09,growth,positive,17449
2523,06-09,growth,positive,133753
2524,06-09,growth,positive,22978
2525,06-09,growth,positive,16500
2526,06-09,growth,positive,17842
2527,06-09,growth,positive,16503
2528,06-09,growth,positive,12608
2529,06-09,growth,positive,14131
2530,06-09,growth,positive,14130
2531,06-09,growth,positive,2874
2532,06-09,growth,positive,11157
2533,06-09,growth,positive,23114
2534,06-09,growth,positive,133792
2535,06-09,growth,positive,130530
2536,06-09,growth,positive,5746
2537,06-09,growth,positive,133800
2538,06-09,growth,positive,133805
2539,06-09,growth,positive,133806
2540,06-09,growth,positive,23259
2541,06-09,growth,positive,13487
2542,06-09,growth,positive,133823
2543,06-09,growth,positive,133827
2544,06-09,growth,positive,23228
2545,06-09,growth,positive,133831
2546,06-09,growth,positive,133850
2547,06-09,growth,positive,13656
2548,06-09,growth,positive,133861
2549,06-09,growth,positive,133862
2550,06-09,growth,positive,22925
2551,06-09,growth,positive,24523
2552,06-09,growth,positive,23281
2553,06-09,growth,positive,133872
2554,06-09,growth,positive,130771
2555,06-09,growth,positive,133874
2556,06-09,growth,positive,23121
2557,06-09,growth,positive,133894
2558,06-09,growth,positive,133895
2559,06-09,growth,positive,133896
2560,06-09,growth,positive,133899
2561,06-09,growth,positive,133907
2562,06-09,growth,positive,130671
2563,06-09,growth,positive,133921
2564,06-09,growth,positive,24287
2565,06-09,growth,positive,133973
2566,06-09,growth,positive,134004
2567,06-09,growth,positive,24212
2568,06-09,growth,positive,24508
2569,06-09,growth,positive,134079
2570,06-09,growth,positive,134081
2571,06-09,growth,positive,134084
2572,06-09,growth,positive,4261
2573,06-09,growth,positive,4260
2574,06-09,growth,positive,5887
2575,06-09,growth,positive,2342
2576,06-09,growth,positive,1860
2577,06-09,growth,positive,556
2578,06-09,growth,positive,7608
2579,06-09,growth,positive,7604
2580,06-09,growth,positive,17463
2581,06-09,growth,positive,12585
2582,06-09,growth,positive,3863
2583,06-09,growth,positive,11071
2584,06-09,growth,positive,12589
2585,06-09,growth,positive,2832
2586,06-09,growth,positive,7857
2587,06-09,growth,positive,7858
2588,06-09,growth,positive,7427
2589,06-09,growth,positive,134166
2590,06-09,growth,positive,11870
2591,06-09,growth,positive,2961
2592,06-09,growth,positive,11218
2593,06-09,growth,positive,11219
2594,06-09,growth,positive,11221
2595,06-09,growth,positive,11222
2596,06-09,growth,positive,11220
2597,06-09,growth,positive,134175
2598,06-09,growth,positive,134187
2599,06-09,growth,positive,11868
2600,06-09,growth,positive,5969
2601,06-09,growth,positive,3886
2602,06-09,growth,positive,13748
2603,06-09,growth,positive,17445
2604,06-09,growth,positive,23234
2605,06-09,growth,positive,2999
2606,06-09,growth,positive,11126
2607,06-09,growth,positive,134229
2608,06-09,growth,positive,134230
2609,06-09,growth,positive,14432
2610,06-09,growth,positive,12582
2611,06-09,growth,positive,134242
2612,06-09,growth,positive,16427
2613,06-09,growth,positive,14128
2614,06-09,growth,positive,17664
2615,06-09,growth,positive,134262
2616,06-09,growth,positive,134263
2617,06-09,growth,positive,134267
2618,06-09,growth,positive,134268
2619,06-09,growth,positive,7432
2620,06-09,growth,positive,13667
2621,06-09,growth,positive,462
2622,06-09,growth,positive,6280
2623,06-09,growth,positive,7796
2624,06-09,growth,positive,5734
2625,06-09,growth,positive,6064
2626,06-09,growth,positive,3834
2627,06-09,growth,positive,134311
2628,06-09,growth,positive,10430
2629,06-09,growth,positive,11624
2630,06-09,growth,positive,134319
2631,06-09,growth,positive,2870
2632,06-09,growth,positive,134324
2633,06-09,growth,positive,11250
2634,06-09,growth,positive,134326
2635,06-09,growth,positive,2348
2636,06-09,growth,positive,11262
2637,06-09,growth,positive,5571
2638,06-09,growth,positive,6197
2639,06-09,growth,positive,5722
2640,06-09,growth,positive,134357
2641,06-09,growth,positive,134358
2642,06-09,growth,positive,6097
2643,06-09,growth,positive,23052
2644,06-09,growth,positive,13858
2645,06-09,growth,positive,134372
2646,06-09,growth,positive,5735
2647,06-10,growth,positive,133426
2648,06-10,growth,positive,133427
2649,06-10,growth,positive,133432
2650,06-10,growth,positive,14437
2651,06-10,growth,positive,23019
2652,06-10,growth,positive,6319
2653,06-10,growth,positive,6073
2654,06-10,growth,positive,133456
2655,06-10,growth,positive,13852
2656,06-10,growth,positive,13851
2657,06-10,growth,positive,17764
2658,06-10,growth,positive,17905
2659,06-10,growth,positive,1870
2660,06-10,growth,positive,1490
2661,06-10,growth,positive,133520
2662,06-10,growth,positive,133530
2663,06-10,growth,positive,7281
2664,06-10,growth,positive,133539
2665,06-10,growth,positive,18133
2666,06-10,growth,positive,17666
2667,06-10,growth,positive,133557
2668,06-10,growth,positive,11148
2669,06-10,growth,positive,133565
2670,06-10,growth,positive,7454
2671,06-10,growth,positive,133581
2672,06-10,growth,positive,11298
2673,06-10,growth,positive,13405
2674,06-10,growth,positive,1303
2675,06-10,growth,positive,13856
2676,06-10,growth,positive,133612
2677,06-10,growth,positive,3766
2678,06-10,growth,positive,133641
2679,06-10,growth,positive,13254
2680,06-10,growth,positive,24484
2681,06-10,growth,positive,5744
2682,06-10,growth,positive,1537
2683,06-10,growth,positive,17716
2684,06-10,growth,positive,7475
2685,06-10,growth,positive,24519
2686,06-10,growth,positive,6042
2687,06-10,growth,positive,11966
2688,06-10,growth,positive,24012
2689,06-10,growth,positive,23577
2690,06-10,growth,positive,22907
2691,06-10,growth,positive,16494
2692,06-10,growth,positive,11441
2693,06-10,growth,positive,7330
2694,06-10,growth,positive,17367
2695,06-10,growth,positive,23200
2696,06-10,growth,positive,24669
2697,06-10,growth,positive,23449
2698,06-10,growth,positive,2375
2699,06-10,growth,positive,133760
2700,06-10,growth,positive,14269
2701,06-10,growth,positive,133767
2702,06-10,growth,positive,133775
2703,06-10,growth,positive,130633
2704,06-10,growth,positive,3935
2705,06-10,growth,positive,133796
2706,06-10,growth,positive,133798
2707,06-10,growth,positive,133819
2708,06-10,growth,positive,133824
2709,06-10,growth,positive,2386
2710,06-10,growth,positive,130655
2711,06-10,growth,positive,24796
2712,06-10,growth,positive,132137
2713,06-10,growth,positive,133863
2714,06-10,growth,positive,23180
2715,06-10,growth,positive,13227
2716,06-10,growth,positive,130271
2717,06-10,growth,positive,133912
2718,06-10,growth,positive,23302
2719,06-10,growth,positive,133933
2720,06-10,growth,positive,24048
2721,06-10,growth,positive,24663
2722,06-10,growth,positive,133994
2723,06-10,growth,positive,23796
2724,06-10,growth,positive,134049
2725,06-10,growth,positive,134058
2726,06-10,growth,positive,18120
2727,06-10,growth,positive,17470
2728,06-10,growth,positive,6044
2729,06-10,growth,positive,7597
2730,06-10,growth,positive,13790
2731,06-10,growth,positive,134096
2732,06-10,growth,positive,5557
2733,06-10,growth,positive,134134
2734,06-10,growth,positive,134141
2735,06-10,growth,positive,6048
2736,06-10,growth,positive,5718
2737,06-10,growth,positive,1245
2738,06-10,growth,positive,134161
2739,06-10,growth,positive,11272
2740,06-10,growth,positive,13902
2741,06-10,growth,positive,134170
2742,06-10,growth,positive,296
2743,06-10,growth,positive,3829
2744,06-10,growth,positive,23232
2745,06-10,growth,positive,7255
2746,06-10,growth,positive,1519
2747,06-10,growth,positive,5681
2748,06-10,growth,positive,6051
2749,06-10,growth,positive,6050
2750,06-10,growth,positive,7617
2751,06-10,growth,positive,14104
2752,06-10,growth,positive,134254
2753,06-10,growth,positive,8209
2754,06-10,growth,positive,17958
2755,06-10,growth,positive,5660
2756,06-10,growth,positive,134294
2757,06-10,growth,positive,134300
2758,06-10,growth,positive,134301
2759,06-10,growth,positive,24081
2760,06-10,growth,positive,16445
2761,06-10,growth,positive,16444
2762,06-10,growth,positive,16446
2763,06-10,growth,positive,17712
2764,06-10,growth,positive,11330
2765,06-10,growth,positive,7620
2766,06-10,growth,positive,134334
2767,06-10,growth,positive,17739
2768,06-10,growth,positive,11135
2769,06-10,growth,positive,2243
2770,06-10,growth,positive,11635
2771,06-10,growth,positive,17904
2772,06-10,growth,positive,6060
2773,06-10,growth,positive,559
2774,06-10,growth,positive,7439
2775,06-10,growth,positive,5694
2776,06-11,growth,positive,7345
2777,06-11,growth,positive,133435
2778,06-11,growth,positive,133449
2779,06-11,growth,positive,133457
2780,06-11,growth,positive,7845
2781,06-11,growth,positive,8593
2782,06-11,growth,positive,14296
2783,06-11,growth,positive,14438
2784,06-11,growth,positive,11669
2785,06-11,growth,positive,6056
2786,06-11,growth,positive,16471
2787,06-11,growth,positive,17915
2788,06-11,growth,positive,7506
2789,06-11,growth,positive,11239
2790,06-11,growth,positive,17916
2791,06-11,growth,positive,7453
2792,06-11,growth,positive,130527
2793,06-11,growth,positive,6284
2794,06-11,growth,positive,16476
2795,06-11,growth,positive,5595
2796,06-11,growth,positive,3917
2797,06-11,growth,positive,6036
2798,06-11,growth,positive,8019
2799,06-11,growth,positive,6283
2800,06-11,growth,positive,133719
2801,06-11,growth,positive,133757
2802,06-11,growth,positive,11967
2803,06-11,growth,positive,23124
2804,06-11,growth,positive,2377
2805,06-11,growth,positive,2376
2806,06-11,growth,positive,133818
2807,06-11,growth,positive,5826
2808,06-11,growth,positive,24313
2809,06-11,growth,positive,24314
2810,06-11,growth,positive,23164
2811,06-11,growth,positive,130440
2812,06-11,growth,positive,23832
2813,06-11,growth,positive,24675
2814,06-11,growth,positive,134020
2815,06-11,growth,positive,134021
2816,06-11,growth,positive,134093
2817,06-11,growth,positive,4434
2818,06-11,growth,positive,17443
2819,06-11,growth,positive,11113
2820,06-11,growth,positive,13193
2821,06-11,growth,positive,1236
2822,06-11,growth,positive,5561
2823,06-11,growth,positive,11961
2824,06-11,growth,positive,7618
2825,06-11,growth,positive,7436
2826,06-11,growth,positive,7435
2827,06-11,growth,positive,7499
2828,06-11,growth,positive,134279
2829,06-11,growth,positive,130419
2830,06-11,growth,positive,7518
2831,06-11,growth,positive,134302
2832,06-11,growth,positive,7303
2833,06-11,growth,positive,7332
2834,06-11,growth,positive,12010
2835,06-12,growth,positive,133475
2836,06-12,growth,positive,24182
