ID_enzymes,enzyme,activity,ec_number,exoenzyme,production,ID_strains
28992,alpha-galactosidase,-,3.2.1.22,NULL,NULL,140758
28993,beta-galactosidase,-,3.2.1.23,NULL,NULL,140758
28994,alpha-glucosidase,-,3.2.1.20,NULL,NULL,140758
28995,beta-glucosidase,-,3.2.1.21,NULL,NULL,140758
28996,alpha-mannosidase,-,3.2.1.24,NULL,NULL,140758
28997,alpha-fucosidase,-,3.2.1.51,NULL,NULL,140758
28998,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,140758
28999,"lysine decarboxylase",-,4.1.1.18,NULL,NULL,140758
29000,"ornithine decarboxylase",-,4.1.1.17,NULL,NULL,140758
29001,urease,-,3.5.1.5,NULL,NULL,140758
29002,"tryptophan deaminase",-,4.1.99.1,NULL,NULL,140758
29003,gelatinase,-,NULL,NULL,NULL,140758
29004,beta-glucosidase,+,3.2.1.21,NULL,NULL,140759
29005,protease,+,NULL,NULL,NULL,140759
29006,beta-galactosidase,+,3.2.1.23,NULL,NULL,140759
29007,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,140759
29008,urease,-,3.5.1.5,NULL,NULL,140759
29009,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,140759
29010,"esterase (C 4)",+,NULL,NULL,NULL,140759
29011,"esterase Lipase (C 8)",+,NULL,NULL,NULL,140759
29012,"leucine arylamidase",+,3.4.11.1,NULL,NULL,140759
29013,"valine arylamidase",+,NULL,NULL,NULL,140759
29014,"cystine arylamidase",+,3.4.11.3,NULL,NULL,140759
29015,alpha-chymotrypsin,+,3.4.21.1,NULL,NULL,140759
29016,"acid phosphatase",+,3.1.3.2,NULL,NULL,140759
29017,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,140759
29018,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,140759
29019,"lipase (C 14)",-,NULL,NULL,NULL,140759
29020,trypsin,-,3.4.21.4,NULL,NULL,140759
29021,alpha-galactosidase,-,3.2.1.22,NULL,NULL,140759
29022,beta-glucuronidase,-,3.2.1.31,NULL,NULL,140759
29023,alpha-glucosidase,-,3.2.1.20,NULL,NULL,140759
29024,beta-glucosidase,-,3.2.1.21,NULL,NULL,140759
29025,alpha-mannosidase,-,3.2.1.24,NULL,NULL,140759
29026,alpha-fucosidase,-,3.2.1.51,NULL,NULL,140759
29027,catalase,+,1.11.1.6,NULL,NULL,140760
29028,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,140760
29029,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,140760
29030,"esterase (C 4)",+,NULL,NULL,NULL,140760
29031,"esterase Lipase (C 8)",+,NULL,NULL,NULL,140760
29032,"leucine arylamidase",+,3.4.11.1,NULL,NULL,140760
29033,"valine arylamidase",+,NULL,NULL,NULL,140760
29034,"acid phosphatase",+,3.1.3.2,NULL,NULL,140760
29035,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,140760
29036,"lipase (C 14)",-,NULL,NULL,NULL,140760
29037,"cystine arylamidase",-,3.4.11.3,NULL,NULL,140760
29038,trypsin,-,3.4.21.4,NULL,NULL,140760
29039,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,140760
29040,alpha-galactosidase,-,3.2.1.22,NULL,NULL,140760
29041,beta-glucuronidase,-,3.2.1.31,NULL,NULL,140760
29042,alpha-glucosidase,-,3.2.1.20,NULL,NULL,140760
29043,beta-glucosidase,-,3.2.1.21,NULL,NULL,140760
29044,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,140760
29045,alpha-mannosidase,-,3.2.1.24,NULL,NULL,140760
29046,alpha-fucosidase,-,3.2.1.51,NULL,NULL,140760
29047,"tryptophan deaminase",-,4.1.99.1,NULL,NULL,140760
29048,urease,-,3.5.1.5,NULL,NULL,140760
29049,beta-galactosidase,-,3.2.1.23,NULL,NULL,140760
29050,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,140760
29051,catalase,+,1.11.1.6,NULL,NULL,140761
29052,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,140761
29053,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,140761
29054,"esterase Lipase (C 8)",+,NULL,NULL,NULL,140761
29055,"valine arylamidase",+,NULL,NULL,NULL,140761
29056,"leucine arylamidase",+,3.4.11.1,NULL,NULL,140761
29057,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,140761
29058,"acid phosphatase",+,3.1.3.2,NULL,NULL,140761
29059,beta-galactosidase,+,3.2.1.23,NULL,NULL,140761
29060,alpha-glucosidase,+,3.2.1.20,NULL,NULL,140761
29061,N-acetyl-beta-glucosaminidase,+/-,3.2.1.52,NULL,NULL,140761
29062,"esterase (C 4)",+/-,NULL,NULL,NULL,140761
29063,"cystine arylamidase",+/-,3.4.11.3,NULL,NULL,140761
29064,"lipase (C 14)",-,NULL,NULL,NULL,140761
29065,trypsin,-,3.4.21.4,NULL,NULL,140761
29066,chymotrypsin,-,3.4.4.5,NULL,NULL,140761
29067,alpha-galactosidase,-,3.2.1.22,NULL,NULL,140761
29068,beta-glucuronidase,-,3.2.1.31,NULL,NULL,140761
29069,beta-glucosidase,-,3.2.1.21,NULL,NULL,140761
29070,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,140761
29071,urease,-,3.5.1.5,NULL,NULL,140761
29072,alpha-mannosidase,-,3.2.1.24,NULL,NULL,140761
29073,beta-D-fucosidase,-,3.2.1.38,NULL,NULL,140761
29074,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,140762
29075,"esterase Lipase (C 8)",+,NULL,NULL,NULL,140762
29076,"leucine arylamidase",+,3.4.11.1,NULL,NULL,140762
29077,"acid phosphatase",+,3.1.3.2,NULL,NULL,140762
29078,beta-galactosidase,+,3.2.1.23,NULL,NULL,140762
29079,"ornithine decarboxylase",+,4.1.1.17,NULL,NULL,140762
29080,urease,-,3.5.1.5,NULL,NULL,140762
29081,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,140762
29082,"lysine decarboxylase",-,4.1.1.18,NULL,NULL,140762
29083,"tryptophan deaminase",-,4.1.99.1,NULL,NULL,140762
29084,"esterase (C 4)",-,NULL,NULL,NULL,140762
29085,"lipase (C 14)",-,NULL,NULL,NULL,140762
29086,"valine arylamidase",-,NULL,NULL,NULL,140762
29087,"cystine arylamidase",-,3.4.11.3,NULL,NULL,140762
29088,trypsin,-,3.4.21.4,NULL,NULL,140762
29089,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,140762
29090,naphthol-AS-BI-phosphohydrolase,-,NULL,NULL,NULL,140762
29091,alpha-galactosidase,-,3.2.1.22,NULL,NULL,140762
29092,beta-glucuronidase,-,3.2.1.31,NULL,NULL,140762
29093,beta-glucosidase,-,3.2.1.21,NULL,NULL,140762
29094,alpha-glucosidase,-,3.2.1.20,NULL,NULL,140762
29095,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,140762
29096,alpha-mannosidase,-,3.2.1.24,NULL,NULL,140762
29097,alpha-fucosidase,-,3.2.1.51,NULL,NULL,140762
29098,catalase,+,1.11.1.6,NULL,NULL,140762
29099,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,140762
29100,catalase,+,1.11.1.6,NULL,NULL,140763
29101,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,140763
29102,"esterase (C 4)",+,NULL,NULL,NULL,140763
29103,"esterase Lipase (C 8)",+,NULL,NULL,NULL,140763
29104,"lipase (C 14)",+,NULL,NULL,NULL,140763
29105,"valine arylamidase",+,NULL,NULL,NULL,140763
29106,"cystine arylamidase",+,3.4.11.3,NULL,NULL,140763
29107,"acid phosphatase",+,3.1.3.2,NULL,NULL,140763
29108,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,140763
29109,alpha-galactosidase,+,3.2.1.22,NULL,NULL,140763
29110,"alkaline phosphatase",-,3.1.3.1,NULL,NULL,140763
29111,"leucine arylamidase",-,3.4.11.1,NULL,NULL,140763
29112,trypsin,-,3.4.21.4,NULL,NULL,140763
29113,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,140763
29114,beta-galactosidase,-,3.2.1.23,NULL,NULL,140763
29115,beta-glucuronidase,-,3.2.1.31,NULL,NULL,140763
29116,alpha-glucosidase,-,3.2.1.20,NULL,NULL,140763
29117,beta-glucosidase,-,3.2.1.21,NULL,NULL,140763
29118,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,140763
29119,alpha-mannosidase,-,3.2.1.24,NULL,NULL,140763
29120,alpha-fucosidase,-,3.2.1.51,NULL,NULL,140763
29121,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,140763
29122,urease,-,3.5.1.5,NULL,NULL,140763
29123,catalase,+,1.11.1.6,NULL,NULL,140764
29124,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,140764
29125,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,140764
29126,"esterase (C 4)",+,NULL,NULL,NULL,140764
29127,"esterase Lipase (C 8)",+,NULL,NULL,NULL,140764
29128,"leucine arylamidase",+,3.4.11.1,NULL,NULL,140764
29129,"valine arylamidase",+,NULL,NULL,NULL,140764
29130,"cystine arylamidase",+,3.4.11.3,NULL,NULL,140764
29131,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,140764
29132,"acid phosphatase",+,3.1.3.2,NULL,NULL,140764
29133,"2-nitrophenyl beta-D-galactopyranoside",-,3.2.1.52,NULL,NULL,140764
29134,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,140764
29135,alpha-fucosidase,-,3.2.1.51,NULL,NULL,140764
29136,alpha-galactosidase,-,3.2.1.22,NULL,NULL,140764
29137,alpha-glucosidase,-,3.2.1.20,NULL,NULL,140764
29138,alpha-mannosidase,-,3.2.1.24,NULL,NULL,140764
29139,beta-galactosidase,-,3.2.1.23,NULL,NULL,140764
29140,beta-glucosidase,-,3.2.1.21,NULL,NULL,140764
29141,beta-glucuronidase,-,3.2.1.31,NULL,NULL,140764
29142,"lipase (C 14)",-,NULL,NULL,NULL,140764
29143,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,140764
29144,trypsin,-,3.4.21.4,NULL,NULL,140764
29145,catalase,+,1.11.1.6,NULL,NULL,140765
29146,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,140765
29147,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,140765
29148,"esterase Lipase (C 8)",+,NULL,NULL,NULL,140765
29149,"leucine arylamidase",+,3.4.11.1,NULL,NULL,140765
29150,"acid phosphatase",+,3.1.3.2,NULL,NULL,140765
29151,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,140765
29152,alpha-glucosidase,+,3.2.1.20,NULL,NULL,140765
29153,"esterase (C 4)",+/-,NULL,NULL,NULL,140765
29154,"valine arylamidase",+/-,NULL,NULL,NULL,140765
29155,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,140765
29156,"lipase (C 14)",-,NULL,NULL,NULL,140765
29157,"cystine arylamidase",-,3.4.11.3,NULL,NULL,140765
29158,chymotrypsin,-,3.4.4.5,NULL,NULL,140765
29159,alpha-galactosidase,-,3.2.1.22,NULL,NULL,140765
29160,beta-galactosidase,-,3.2.1.23,NULL,NULL,140765
29161,beta-glucuronidase,-,3.2.1.31,NULL,NULL,140765
29162,beta-glucosidase,-,3.2.1.21,NULL,NULL,140765
29163,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,140765
29164,alpha-mannosidase,-,3.2.1.24,NULL,NULL,140765
29165,beta-D-fucosidase,-,3.2.1.38,NULL,NULL,140765
29166,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,140767
29167,"acid phosphatase",+,3.1.3.2,NULL,NULL,140767
29168,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,140767
29169,"cystine arylamidase",+,3.4.11.3,NULL,NULL,140767
29170,alpha-glucosidase,+,3.2.1.20,NULL,NULL,140767
29171,"leucine arylamidase",+,3.4.11.1,NULL,NULL,140767
29172,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,140767
29173,"valine arylamidase",+,NULL,NULL,NULL,140767
29174,"esterase (C 4)",+/-,NULL,NULL,NULL,140767
29175,"esterase Lipase (C 8)",+/-,NULL,NULL,NULL,140767
29176,"lipase (C 14)",+/-,NULL,NULL,NULL,140767
29177,beta-glucosidase,+/-,3.2.1.21,NULL,NULL,140767
29178,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,140767
29179,alpha-fucosidase,-,3.2.1.51,NULL,NULL,140767
29180,alpha-galactosidase,-,3.2.1.22,NULL,NULL,140767
29181,beta-galactosidase,-,3.2.1.23,NULL,NULL,140767
29182,beta-glucuronidase,-,3.2.1.31,NULL,NULL,140767
29183,alpha-mannosidase,-,3.2.1.24,NULL,NULL,140767
29184,trypsin,-,3.4.21.4,NULL,NULL,140767
29185,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,140767
29186,catalase,+,1.11.1.6,NULL,NULL,140768
29187,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,140768
29188,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,140768
29189,"lysine decarboxylase",-,4.1.1.18,NULL,NULL,140768
29190,"ornithine decarboxylase",-,4.1.1.17,NULL,NULL,140768
29191,"tryptophan deaminase",-,4.1.99.1,NULL,NULL,140768
29192,gelatinase,+,NULL,NULL,NULL,140768
29193,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,140768
29194,"esterase (C 4)",+,NULL,NULL,NULL,140768
29195,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,140768
29196,"esterase Lipase (C 8)",-,NULL,NULL,NULL,140768
29197,"lipase (C 14)",-,NULL,NULL,NULL,140768
29198,"leucine arylamidase",-,3.4.11.1,NULL,NULL,140768
29199,"valine arylamidase",-,NULL,NULL,NULL,140768
29200,"cystine arylamidase",-,3.4.11.3,NULL,NULL,140768
29201,trypsin,-,3.4.21.4,NULL,NULL,140768
29202,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,140768
29203,"acid phosphatase",-,3.1.3.2,NULL,NULL,140768
29204,naphthol-AS-BI-phosphohydrolase,-,NULL,NULL,NULL,140768
29205,alpha-galactosidase,-,3.2.1.22,NULL,NULL,140768
29206,beta-galactosidase,-,3.2.1.23,NULL,NULL,140768
29207,beta-glucuronidase,-,3.2.1.31,NULL,NULL,140768
29208,alpha-glucosidase,-,3.2.1.20,NULL,NULL,140768
29209,beta-glucosidase,-,3.2.1.21,NULL,NULL,140768
29210,alpha-mannosidase,-,3.2.1.24,NULL,NULL,140768
29211,alpha-fucosidase,-,3.2.1.51,NULL,NULL,140768
29212,"esterase (C 4)",+,NULL,NULL,NULL,140769
29213,"esterase Lipase (C 8)",+,NULL,NULL,NULL,140769
29214,"leucine arylamidase",+,3.4.11.1,NULL,NULL,140769
29215,"valine arylamidase",+,NULL,NULL,NULL,140769
29216,"cystine arylamidase",+,3.4.11.3,NULL,NULL,140769
29217,"acid phosphatase",+,3.1.3.2,NULL,NULL,140769
29218,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,140769
29219,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,140769
29220,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,140770
29221,catalase,+,1.11.1.6,NULL,NULL,140770
29222,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,140770
29223,"esterase (C 4)",+,NULL,NULL,NULL,140770
29224,"esterase Lipase (C 8)",+,NULL,NULL,NULL,140770
29225,"leucine arylamidase",+,3.4.11.1,NULL,NULL,140770
29226,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,140770
29227,"lipase (C 14)",-,NULL,NULL,NULL,140770
29228,"valine arylamidase",-,NULL,NULL,NULL,140770
29229,"cystine arylamidase",-,3.4.11.3,NULL,NULL,140770
29230,trypsin,-,3.4.21.4,NULL,NULL,140770
29231,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,140770
29232,"acid phosphatase",-,3.1.3.2,NULL,NULL,140770
29233,alpha-galactosidase,-,3.2.1.22,NULL,NULL,140770
29234,beta-galactosidase,-,3.2.1.23,NULL,NULL,140770
29235,beta-glucuronidase,-,3.2.1.31,NULL,NULL,140770
29236,alpha-glucosidase,-,3.2.1.20,NULL,NULL,140770
29237,beta-glucosidase,-,3.2.1.21,NULL,NULL,140770
29238,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,140770
29239,alpha-mannosidase,-,3.2.1.24,NULL,NULL,140770
29240,alpha-fucosidase,-,3.2.1.51,NULL,NULL,140770
29241,catalase,+,1.11.1.6,NULL,NULL,140772
29242,catalase,+,1.11.1.6,NULL,NULL,140773
29243,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,140773
29244,beta-glucosidase,+,3.2.1.21,NULL,NULL,140773
29245,beta-galactosidase,+,3.2.1.23,NULL,NULL,140773
29246,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,140773
29247,"acid phosphatase",+,3.1.3.2,NULL,NULL,140773
29248,"esterase (C 4)",+,NULL,NULL,NULL,140773
29249,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,140773
29250,"esterase Lipase (C 8)",-,NULL,NULL,NULL,140773
29251,"lipase (C 14)",-,NULL,NULL,NULL,140773
29252,"leucine arylamidase",-,3.4.11.1,NULL,NULL,140773
29253,"valine arylamidase",-,NULL,NULL,NULL,140773
29254,"cystine arylamidase",-,3.4.11.3,NULL,NULL,140773
29255,trypsin,-,3.4.21.4,NULL,NULL,140773
29256,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,140773
29257,alpha-galactosidase,-,3.2.1.22,NULL,NULL,140773
29258,beta-glucuronidase,-,3.2.1.31,NULL,NULL,140773
29259,alpha-glucosidase,-,3.2.1.20,NULL,NULL,140773
29260,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,140773
29261,alpha-mannosidase,-,3.2.1.24,NULL,NULL,140773
29262,alpha-fucosidase,-,3.2.1.51,NULL,NULL,140773
29263,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,140773
29264,urease,-,3.5.1.5,NULL,NULL,140773
29265,gelatinase,-,NULL,NULL,NULL,140773
29266,catalase,+,1.11.1.6,NULL,NULL,140774
29267,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,140774
29268,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,140774
29269,urease,-,3.5.1.5,NULL,NULL,140774
29270,gelatinase,-,NULL,NULL,NULL,140774
29271,"lipase (C 14)",-,NULL,NULL,NULL,140774
29272,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,140774
29273,alpha-galactosidase,-,3.2.1.22,NULL,NULL,140774
29274,beta-glucuronidase,-,3.2.1.31,NULL,NULL,140774
29275,alpha-glucosidase,-,3.2.1.20,NULL,NULL,140774
29276,beta-glucosidase,-,3.2.1.21,NULL,NULL,140774
29277,alpha-mannosidase,-,3.2.1.24,NULL,NULL,140774
29278,alpha-fucosidase,-,3.2.1.51,NULL,NULL,140774
29279,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,140774
29280,"esterase (C 4)",+,NULL,NULL,NULL,140774
29281,"esterase Lipase (C 8)",+,NULL,NULL,NULL,140774
29282,"leucine arylamidase",+,3.4.11.1,NULL,NULL,140774
29283,"valine arylamidase",+,NULL,NULL,NULL,140774
29284,"cystine arylamidase",+,3.4.11.3,NULL,NULL,140774
29285,trypsin,+,3.4.21.4,NULL,NULL,140774
29286,"acid phosphatase",+,3.1.3.2,NULL,NULL,140774
29287,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,140774
29288,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,140774
29289,beta-galactosidase,+,3.2.1.23,NULL,NULL,140774
29290,catalase,-,1.11.1.6,NULL,NULL,140775
29291,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,140776
29292,"esterase (C 4)",+,NULL,NULL,NULL,140776
29293,"esterase Lipase (C 8)",+,NULL,NULL,NULL,140776
29294,"leucine arylamidase",+,3.4.11.1,NULL,NULL,140776
29295,"lipase (C 14)",+,NULL,NULL,NULL,140776
29296,"acid phosphatase",+,3.1.3.2,NULL,NULL,140776
29297,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,140776
29298,"valine arylamidase",+,NULL,NULL,NULL,140776
29299,"cystine arylamidase",-,3.4.11.3,NULL,NULL,140776
29300,trypsin,-,3.4.21.4,NULL,NULL,140776
29301,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,140776
29302,alpha-galactosidase,-,3.2.1.22,NULL,NULL,140776
29303,beta-galactosidase,-,3.2.1.23,NULL,NULL,140776
29304,beta-glucuronidase,-,3.2.1.31,NULL,NULL,140776
29305,alpha-glucosidase,-,3.2.1.20,NULL,NULL,140776
29306,beta-glucosidase,-,3.2.1.21,NULL,NULL,140776
29307,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,140776
29308,alpha-mannosidase,-,3.2.1.24,NULL,NULL,140776
29309,alpha-fucosidase,-,3.2.1.51,NULL,NULL,140776
29310,catalase,+,1.11.1.6,NULL,NULL,140776
29311,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,140777
29312,catalase,+,1.11.1.6,NULL,NULL,140777
29313,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,140777
29314,urease,-,3.5.1.5,NULL,NULL,140777
29315,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,140777
29316,"esterase (C 4)",+,NULL,NULL,NULL,140777
29317,"esterase Lipase (C 8)",+,NULL,NULL,NULL,140777
29318,"leucine arylamidase",+,3.4.11.1,NULL,NULL,140777
29319,"valine arylamidase",+,NULL,NULL,NULL,140777
29320,"acid phosphatase",+,3.1.3.2,NULL,NULL,140777
29321,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,140777
29322,beta-galactosidase,+,3.2.1.23,NULL,NULL,140777
29323,alpha-glucosidase,+,3.2.1.20,NULL,NULL,140777
29324,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,140777
29325,"lipase (C 14)",-,NULL,NULL,NULL,140777
29326,"cystine arylamidase",-,3.4.11.3,NULL,NULL,140777
29327,trypsin,-,3.4.21.4,NULL,NULL,140777
29328,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,140777
29329,alpha-galactosidase,-,3.2.1.22,NULL,NULL,140777
29330,beta-glucosidase,-,3.2.1.21,NULL,NULL,140777
29331,beta-glucuronidase,-,3.2.1.31,NULL,NULL,140777
29332,catalase,+,1.11.1.6,NULL,NULL,140778
29333,"esterase (C 4)",+,NULL,NULL,NULL,140778
29334,"leucine arylamidase",+,3.4.11.1,NULL,NULL,140778
29335,"valine arylamidase",+,NULL,NULL,NULL,140778
29336,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,140778
29337,beta-galactosidase,+,3.2.1.23,NULL,NULL,140778
29338,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,140778
29339,"acid phosphatase",+,3.1.3.2,NULL,NULL,140778
29340,"cytochrome oxidase",+/-,1.9.3.1,NULL,NULL,140778
29341,DNase,+/-,NULL,NULL,NULL,140778
29342,"esterase Lipase (C 8)",+/-,NULL,NULL,NULL,140778
29343,alpha-glucosidase,+/-,3.2.1.20,NULL,NULL,140778
29344,urease,-,3.5.1.5,NULL,NULL,140778
29345,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,140778
29346,"lysine decarboxylase",-,4.1.1.18,NULL,NULL,140778
29347,"ornithine decarboxylase",-,4.1.1.17,NULL,NULL,140778
29348,"lipase (C 14)",-,NULL,NULL,NULL,140778
29349,"cystine arylamidase",-,3.4.11.3,NULL,NULL,140778
29350,trypsin,-,3.4.21.4,NULL,NULL,140778
29351,chymotrypsin,-,3.4.4.5,NULL,NULL,140778
29352,alpha-galactosidase,-,3.2.1.22,NULL,NULL,140778
29353,beta-glucuronidase,-,3.2.1.31,NULL,NULL,140778
29354,beta-glucosidase,-,3.2.1.21,NULL,NULL,140778
29355,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,140778
29356,alpha-mannosidase,-,3.2.1.24,NULL,NULL,140778
29357,alpha-fucosidase,-,3.2.1.51,NULL,NULL,140778
29358,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,140779
29359,"esterase (C 4)",+,NULL,NULL,NULL,140779
29360,"esterase Lipase (C 8)",+,NULL,NULL,NULL,140779
29361,"leucine arylamidase",+,3.4.11.1,NULL,NULL,140779
29362,"cystine arylamidase",+,3.4.11.3,NULL,NULL,140779
29363,trypsin,+,3.4.21.4,NULL,NULL,140779
29364,"acid phosphatase",+,3.1.3.2,NULL,NULL,140779
29365,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,140779
29366,alpha-galactosidase,+,3.2.1.22,NULL,NULL,140779
29367,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,140779
29368,catalase,-,1.11.1.6,NULL,NULL,140779
29369,"alkaline phosphatase",-,3.1.3.1,NULL,NULL,140779
29370,"lipase (C 14)",-,NULL,NULL,NULL,140779
29371,"valine arylamidase",-,NULL,NULL,NULL,140779
29372,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,140779
29373,beta-galactosidase,-,3.2.1.23,NULL,NULL,140779
29374,beta-glucuronidase,-,3.2.1.31,NULL,NULL,140779
29375,alpha-glucosidase,-,3.2.1.20,NULL,NULL,140779
29376,beta-glucosidase,-,3.2.1.21,NULL,NULL,140779
29377,alpha-mannosidase,-,3.2.1.24,NULL,NULL,140779
29378,alpha-fucosidase,-,3.2.1.51,NULL,NULL,140779
29379,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,140780
29380,"esterase (C 4)",+,NULL,NULL,NULL,140780
29381,"esterase Lipase (C 8)",+,NULL,NULL,NULL,140780
29382,"leucine arylamidase",+,3.4.11.1,NULL,NULL,140780
29383,"acid phosphatase",+,3.1.3.2,NULL,NULL,140780
29384,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,140780
29385,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,140780
29386,catalase,+,1.11.1.6,NULL,NULL,140780
29387,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,140780
29388,"esterase (C 4)",+,NULL,NULL,NULL,8570
29389,"esterase Lipase (C 8)",+,NULL,NULL,NULL,8570
29390,"lipase (C 14)",+,NULL,NULL,NULL,8570
29391,"leucine arylamidase",+,3.4.11.1,NULL,NULL,8570
29392,"valine arylamidase",+,NULL,NULL,NULL,8570
29393,"cystine arylamidase",+,3.4.11.3,NULL,NULL,8570
29394,"acid phosphatase",+,3.1.3.2,NULL,NULL,8570
29395,alpha-glucosidase,+,3.2.1.20,NULL,NULL,8570
29396,beta-glucosidase,+,3.2.1.21,NULL,NULL,8570
29397,alpha-mannosidase,+,3.2.1.24,NULL,NULL,8570
29398,"alkaline phosphatase",-,3.1.3.1,NULL,NULL,8570
29399,trypsin,-,3.4.21.4,NULL,NULL,8570
29400,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,8570
29401,naphthol-AS-BI-phosphohydrolase,-,NULL,NULL,NULL,8570
29402,alpha-galactosidase,-,3.2.1.22,NULL,NULL,8570
29403,beta-glucuronidase,-,3.2.1.31,NULL,NULL,8570
29404,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,8570
29405,alpha-fucosidase,-,3.2.1.51,NULL,NULL,8570
29406,beta-galactosidase,+/-,3.2.1.23,NULL,NULL,8570
29407,"esterase (C 4)",+,NULL,NULL,NULL,140781
