ID_cell_morphology,cell_len,cell_len_unit,cell_width,cell_shape,motility,flagellum_arrangement,gram_stain,ID_strains
4538,NULL,NULL,NULL,NULL,1,NULL,negative,10509
4539,0.55,µm,2,rod-shaped,1,NULL,negative,13639
4540,0.5-0.6,µm,1.0-1.2,rod-shaped,0,NULL,negative,133682
4541,2.25,µm,0.9,rod-shaped,0,NULL,negative,133857
4542,0.35,µm,2.5,rod-shaped,0,NULL,negative,5479
4543,1.7,µm,0.45,rod-shaped,1,NULL,negative,133464
4544,0.9,µm,0.7,ovoid-shaped,0,NULL,negative,133456
4545,1,µm,0.35,rod-shaped,0,NULL,negative,133521
4546,1.5-3,µm,0.5-0.8,rod-shaped,1,NULL,negative,134085
4547,1-2.5,µm,0.4-0.8,rod-shaped,1,NULL,negative,134086
4548,1.4-2,µm,0.5-0.6,rod-shaped,0,NULL,negative,17470
4549,0.6,µm,0.5,ovoid-shaped,0,NULL,positive,7634
4550,1.5,µm,0.75,rod-shaped,0,NULL,negative,17785
4551,2.8,µm,0.3,rod-shaped,0,NULL,negative,133458
4552,1.25,µm,0.75,rod-shaped,1,NULL,negative,133605
4553,1-1.6,µm,0.5-0.6,rod-shaped,1,NULL,negative,133579
4555,1,µm,0.5,rod-shaped,0,NULL,negative,133522
4556,1.8,µm,0.7,rod-shaped,0,NULL,negative,133418
4557,NULL,NULL,NULL,NULL,0,NULL,positive,13267
4558,NULL,NULL,NULL,rod-shaped,0,NULL,negative,11756
4559,NULL,NULL,0.5,coccus-shaped,0,NULL,positive,6304
4560,1.2,µm,0.5,rod-shaped,0,NULL,negative,17520
4561,1.45,µm,0.4,rod-shaped,0,NULL,negative,24039
4562,1.4,µm,0.58,rod-shaped,1,NULL,negative,14164
4563,5.5,µm,0.6,rod-shaped,0,NULL,negative,24514
4564,2.6,µm,0.8,rod-shaped,0,NULL,negative,13778
4565,4.5,µm,0.35,rod-shaped,0,NULL,positive,17656
4566,2.5,µm,0.6,rod-shaped,0,NULL,positive,17655
4567,1.2-2.4,µm,0.7-1.2,NULL,1,NULL,negative,13858
4568,0.65,µm,1.55,rod-shaped,1,NULL,negative,2957
4569,2,µm,1,rod-shaped,0,NULL,negative,5180
4570,01-06,µm,01-06,rod-shaped,0,NULL,variable,17127
4571,2,µm,0.55,rod-shaped,1,NULL,negative,133452
4572,1.175,µm,0.625,rod-shaped,0,NULL,positive,7355
4573,0.975,µm,2,ovoid-shaped,0,NULL,negative,2909
4574,2.05,µm,0.55,rod-shaped,0,NULL,negative,5705
4575,1.8,µm,0.6,rod-shaped,0,NULL,negative,5706
4576,1.8-2.5,µm,0.4-0.8,rod-shaped,0,NULL,negative,134376
4577,1.8-3.5,µm,0.7-1,rod-shaped,1,NULL,positive,1409
4578,2.5-4.0,µm,0.3-0.4,rod-shaped,0,NULL,negative,133453
4579,3.1,µm,0.7,rod-shaped,0,NULL,positive,133423
4580,NULL,NULL,NULL,rod-shaped,0,NULL,negative,3822
4581,3.5,µm,0.8,rod-shaped,0,NULL,negative,3810
4582,NULL,NULL,NULL,NULL,1,NULL,positive,11440
4583,1.4-15,µm,0.2-0.4,spiral-shaped,1,NULL,negative,11277
4584,NULL,NULL,NULL,rod-shaped,0,NULL,positive,4261
4585,NULL,NULL,NULL,rod-shaped,0,NULL,positive,4260
4586,0.7,µm,2.45,rod-shaped,0,NULL,negative,17448
4587,1.9,µm,0.4,rod-shaped,0,NULL,negative,17495
4588,0.9,µm,0.5,rod-shaped,0,NULL,positive,3067
4589,2.5,µm,0.8,rod-shaped,1,NULL,positive,24783
4590,7,µm,0.45,rod-shaped,1,NULL,positive,11439
4591,3,µm,0.65,rod-shaped,1,NULL,positive,11639
4592,2.5,µm,0.6,rod-shaped,1,NULL,positive,24280
4593,NULL,NULL,NULL,NULL,0,NULL,positive,16460
4594,0.55,µm,0.85,rod-shaped,1,NULL,negative,133509
4595,3.25,µm,0.55,rod-shaped,1,NULL,negative,3845
4596,2.5-4.2,µm,0.8-1,rod-shaped,1,NULL,positive,2523
4597,1.2-1.5,µm,NULL,coccus-shaped,0,NULL,positive,2871
4598,NULL,NULL,NULL,rod-shaped,NULL,NULL,positive,11238
4599,0.85,µm,3.5,rod-shaped,NULL,NULL,negative,12513
4600,2,µm,0.4,rod-shaped,0,NULL,negative,133516
4601,NULL,NULL,NULL,NULL,0,NULL,positive,13512
4602,NULL,NULL,NULL,NULL,NULL,NULL,positive,17015
4603,1.65,µm,0.4,rod-shaped,1,NULL,negative,5574
4604,2.75,µm,0.7,rod-shaped,0,NULL,negative,133427
4605,22.5,µm,NULL,rod-shaped,NULL,NULL,negative,17797
4606,NULL,NULL,NULL,NULL,NULL,NULL,positive,8033
4607,NULL,NULL,0.5,coccus-shaped,0,NULL,variable,133433
4608,1.6,µm,1.6,coccus-shaped,0,NULL,positive,3893
4609,0.6-0.8,µm,0.3-0.4,rod-shaped,0,NULL,negative,133565
4610,3.25,µm,0.3,rod-shaped,1,gliding,negative,133479
4611,NULL,NULL,NULL,NULL,NULL,NULL,positive,17014
4612,2.15,µm,0.65,rod-shaped,0,NULL,negative,130623
4613,2.05,µm,0.65,rod-shaped,0,NULL,negative,133431
4614,NULL,NULL,NULL,coccus-shaped,1,NULL,positive,5823
4615,NULL,NULL,NULL,NULL,NULL,NULL,positive,13511
4616,NULL,NULL,NULL,NULL,NULL,NULL,positive,11161
4617,NULL,NULL,NULL,NULL,0,NULL,positive,17889
4618,0.9-1.5,µm,0.7-0.9,ovoid-shaped,1,NULL,positive,6860
4619,1.1-1.3,µm,0.6-0.8,rod-shaped,1,NULL,negative,133432
4620,0.35,µm,0.5,NULL,0,NULL,positive,11251
4621,0.55,µm,0.8,NULL,0,NULL,positive,11252
4622,1.8-2.6,µm,0.5-0.7,rod-shaped,0,NULL,negative,5728
4623,1.75,µm,0.5,rod-shaped,1,gliding,negative,5503
4624,3.25,µm,0.65,rod-shaped,1,NULL,negative,133444
4625,6.6,µm,0.95,rod-shaped,1,NULL,negative,16698
4626,NULL,NULL,NULL,rod-shaped,1,NULL,positive,18064
4627,10-12,µm,0.3-0.4,rod-shaped,1,NULL,negative,14337
4628,0.85,µm,1.1,rod-shaped,0,NULL,positive,3920
4629,NULL,NULL,0.55,coccus-shaped,0,NULL,positive,18084
4630,1,µm,0.5,rod-shaped,0,NULL,positive,1870
4631,1-3.2,µm,0.3-0.5,rod-shaped,0,NULL,positive,193
4632,NULL,NULL,NULL,rod-shaped,0,NULL,positive,10826
4633,11,µm,0.75,rod-shaped,0,NULL,positive,6690
4634,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,134045
4635,0.7,µm,0.35,rod-shaped,1,NULL,negative,11307
4636,NULL,NULL,NULL,NULL,NULL,NULL,positive,16626
4637,NULL,NULL,NULL,NULL,NULL,NULL,positive,16627
4638,NULL,NULL,NULL,NULL,NULL,NULL,positive,13510
4639,2.25,µm,0.6,rod-shaped,1,NULL,negative,13852
4640,2.7,µm,0.8,rod-shaped,1,NULL,negative,13851
4641,1.1,µm,0.2,rod-shaped,1,NULL,negative,2100
4642,2.25,µm,0.4,rod-shaped,0,NULL,negative,5614
4643,1.6,µm,0.5,rod-shaped,1,NULL,negative,24762
4644,2,µm,0.45,rod-shaped,1,NULL,negative,130533
4645,1.35,µm,0.35,rod-shaped,1,NULL,negative,132144
4646,0.9-4,µm,0.5-1,ovoid-shaped,0,NULL,negative,5707
4647,NULL,NULL,NULL,NULL,0,NULL,positive,17109
4648,1.5,µm,0.5,rod-shaped,1,gliding,positive,133442
4650,NULL,NULL,0.7,coccus-shaped,NULL,NULL,positive,18006
4651,NULL,NULL,NULL,NULL,NULL,NULL,positive,16456
4652,NULL,NULL,NULL,NULL,1,NULL,positive,7843
4653,NULL,NULL,NULL,NULL,1,NULL,positive,7842
4654,1.73,µm,0.96,rod-shaped,1,NULL,negative,133446
4655,NULL,NULL,NULL,rod-shaped,1,NULL,negative,17254
4656,4,µm,0.75,rod-shaped,1,NULL,negative,17955
4657,NULL,NULL,NULL,coccus-shaped,1,NULL,positive,6319
4658,7,µm,1.25,rod-shaped,NULL,NULL,negative,17791
4659,NULL,NULL,NULL,rod-shaped,1,NULL,positive,6880
4660,NULL,NULL,NULL,NULL,0,NULL,positive,13306
4661,NULL,NULL,NULL,NULL,0,NULL,positive,13307
4662,NULL,NULL,NULL,NULL,0,NULL,positive,13305
4663,1.75,µm,0.75,rod-shaped,1,NULL,negative,24484
4664,3,µm,1.3,rod-shaped,1,NULL,negative,6077
4665,NULL,NULL,NULL,rod-shaped,1,NULL,NULL,11641
4666,NULL,NULL,NULL,rod-shaped,1,NULL,NULL,11640
4667,NULL,NULL,NULL,NULL,NULL,NULL,positive,8052
4668,1.3,µm,0.9,ovoid-shaped,1,NULL,positive,2373
4669,1.5,µm,1,rod-shaped,0,NULL,negative,14298
4670,11.5,µm,0.4,rod-shaped,0,NULL,negative,133488
4671,1,µm,0.5,rod-shaped,0,NULL,positive,7771
4672,7.5,µm,0.5,ovoid-shaped,1,NULL,positive,2873
4673,NULL,NULL,NULL,rod-shaped,1,NULL,positive,11645
4674,2,µm,0.65,rod-shaped,1,NULL,negative,133470
4675,1.5,µm,0.4,rod-shaped,1,NULL,negative,133471
4676,1.5-2,µm,0.5-0.8,rod-shaped,1,NULL,negative,14297
4677,01-02,µm,0.2-0.3,rod-shaped,1,NULL,negative,133580
4678,3.5,µm,0.65,rod-shaped,0,NULL,positive,23763
4679,3.5,µm,0.65,rod-shaped,0,NULL,positive,1571
4680,0.6,µm,1.65,rod-shaped,0,NULL,positive,11236
4681,0.9,µm,NULL,coccus-shaped,0,NULL,positive,14413
4682,3.1,µm,0.65,rod-shaped,0,NULL,negative,14115
4683,1.3-4.5,µm,0.5-0.6,rod-shaped,1,NULL,negative,1677
4684,1.35,µm,0.85,rod-shaped,1,NULL,negative,133440
4685,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,5092
4686,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,5091
4687,2.5,µm,0.75,rod-shaped,1,NULL,negative,18136
4688,NULL,NULL,NULL,spiral-shaped,NULL,NULL,positive,16012
4689,1.75,µm,0.7,rod-shaped,1,NULL,negative,10512
4690,0.7-1,µm,0.4-0.5,rod-shaped,1,NULL,negative,133568
4691,NULL,NULL,NULL,rod-shaped,1,NULL,negative,133556
4692,1.75,µm,0.5,rod-shaped,1,NULL,negative,133466
4693,1.2,µm,0.5,rod-shaped,1,NULL,negative,133467
4694,1.8-3.0,µm,0.7-0.8,rod-shaped,1,NULL,positive,133457
4695,NULL,NULL,NULL,coccus-shaped,0,NULL,positive,6284
4696,2.95,µm,0.45,rod-shaped,1,NULL,negative,17457
4697,3,µm,0.45,rod-shaped,1,NULL,negative,17458
4698,NULL,NULL,NULL,NULL,0,NULL,positive,8559
4699,1.45,µm,0.7,rod-shaped,0,NULL,negative,133448
4700,0.55,µm,1.5,rod-shaped,1,NULL,negative,13175
4701,2-2.5,µm,0.8-1.1,rod-shaped,1,NULL,positive,1300
4702,NULL,NULL,1.45,coccus-shaped,0,NULL,positive,3897
4703,NULL,NULL,1.7,coccus-shaped,0,NULL,positive,3898
4704,01-03,µm,0.2-0.4,spiral-shaped,1,NULL,negative,133481
4705,1.7,µm,0.4,rod-shaped,1,NULL,negative,17952
4706,2.6,µm,0.4,rod-shaped,1,NULL,negative,6137
4707,NULL,NULL,NULL,NULL,0,NULL,positive,16998
4708,2.3,µm,0.65,spiral-shaped,1,NULL,negative,133443
4709,5.35,µm,1.6,rod-shaped,0,NULL,negative,17084
4710,4.85,µm,1.55,rod-shaped,0,NULL,negative,17083
4711,8,µm,NULL,rod-shaped,0,NULL,negative,133599
4712,NULL,NULL,NULL,rod-shaped,NULL,NULL,positive,10824
4713,2.4,µm,1.05,rod-shaped,1,NULL,negative,133449
4714,NULL,NULL,NULL,rod-shaped,NULL,NULL,positive,5850
4715,1.15,µm,1.75,ovoid-shaped,1,NULL,negative,133454
4716,1.25,µm,0.4,rod-shaped,NULL,NULL,negative,5807
4717,2,µm,0.5,rod-shaped,1,NULL,negative,2098
4718,2-3.7,µm,0.5-0.7,rod-shaped,1,NULL,negative,4383
4719,0.8-1,µm,0.2-0.3,rod-shaped,1,gliding,negative,133551
4720,0.8-1.25,µm,0.18-0.20,rod-shaped,0,NULL,negative,133595
4721,0.5-0.8,µm,0.2-0.3,rod-shaped,0,NULL,negative,133596
4722,1.45,µm,0.385,rod-shaped,1,NULL,negative,133833
4723,1.2,µm,0.35,rod-shaped,1,NULL,negative,133834
4724,2.6,µm,1.3,rod-shaped,0,NULL,negative,14192
4725,3.5,µm,1,rod-shaped,0,NULL,negative,14027
4726,3.6-7,µm,1.1-2,rod-shaped,1,NULL,negative,14000
4727,1.5,µm,0.55,rod-shaped,0,NULL,positive,133577
4728,NULL,NULL,NULL,coccus-shaped,0,NULL,negative,133531
4729,3.75,µm,0.4,rod-shaped,1,NULL,negative,10524
4730,3,µm,0.4,rod-shaped,1,NULL,negative,17461
4731,1.5,µm,0.4,rod-shaped,0,NULL,negative,133455
4732,2,µm,0.35,rod-shaped,1,NULL,negative,14261
4733,NULL,NULL,NULL,NULL,NULL,NULL,positive,16458
4734,2.95,µm,0.45,rod-shaped,0,NULL,negative,17452
4735,3.5,µm,0.3,rod-shaped,0,NULL,negative,24721
4736,1.8-2.5,µm,0.5-0.8,NULL,NULL,NULL,negative,6151
4737,0.4-0.9,µm,0.3-0.6,coccus-shaped,1,NULL,negative,18135
4738,NULL,NULL,NULL,NULL,1,NULL,positive,11263
4739,NULL,NULL,NULL,rod-shaped,1,NULL,negative,133651
4740,5,µm,0.6,rod-shaped,0,NULL,negative,16733
4741,NULL,NULL,NULL,NULL,NULL,NULL,positive,11160
4742,NULL,NULL,0.65,coccus-shaped,0,NULL,positive,14673
4743,5.5,µm,0.4,rod-shaped,1,NULL,negative,133741
4744,0.8-1,µm,0.4-0.6,rod-shaped,1,NULL,positive,17631
4745,3.15,µm,0.5,rod-shaped,1,NULL,positive,11772
4746,2.95,µm,0.4,rod-shaped,0,NULL,negative,5806
4747,4,µm,0.6,rod-shaped,0,NULL,negative,17750
4748,7,µm,0.65,rod-shaped,0,NULL,negative,17751
4749,1.25,µm,0.5,rod-shaped,1,NULL,negative,133475
4750,6,µm,1.5,rod-shaped,1,NULL,negative,17775
4751,0.8-2.4,µm,0.3-0.6,rod-shaped,1,NULL,negative,6238
4752,0.45,µm,0.9,rod-shaped,0,NULL,negative,133889
4753,1,µm,1,rod-shaped,1,NULL,negative,133547
4754,1.1,µm,0.4,rod-shaped,0,NULL,negative,133493
4755,1.7,µm,0.7,rod-shaped,0,NULL,negative,133490
4756,1.95,µm,0.45,rod-shaped,1,gliding,negative,133461
4757,3.25,µm,0.65,rod-shaped,0,NULL,positive,14025
4758,1.45,µm,0.4,rod-shaped,0,NULL,negative,133460
4759,2.6,µm,0.8,rod-shaped,0,NULL,negative,13854
4760,0.9,µm,0.4,rod-shaped,1,NULL,negative,17788
4761,2.55,µm,0.85,rod-shaped,1,NULL,positive,11647
4762,1.75,µm,0.55,rod-shaped,1,NULL,NULL,13751
4763,1.75,µm,0.6,rod-shaped,1,NULL,NULL,133763
4764,1.0-3.0,µm,0.5,rod-shaped,1,NULL,negative,17624
4765,1.35,µm,0.35,rod-shaped,0,NULL,negative,133527
4766,2,µm,0.3,rod-shaped,0,NULL,negative,16732
4767,2.15,µm,1,rod-shaped,0,NULL,negative,14195
4768,15.65,µm,0.55,rod-shaped,1,gliding,negative,14140
4769,1.2,µm,0.53,rod-shaped,1,NULL,negative,13172
4770,2.75,µm,0.7,rod-shaped,1,NULL,negative,11335
4771,2.7,µm,0.75,rod-shaped,1,NULL,negative,11334
4772,0.85,µm,0.65,ovoid-shaped,NULL,NULL,positive,16461
4773,0.75,µm,0.65,NULL,NULL,NULL,positive,16462
4774,NULL,NULL,NULL,NULL,NULL,NULL,positive,5846
4775,2-6,µm,1,rod-shaped,1,NULL,negative,442
4776,3.5,µm,0.75,NULL,0,NULL,positive,2271
4777,1.2-3.5,µm,0.3-0.7,rod-shaped,1,NULL,positive,23740
4778,1.3,µm,0.85,rod-shaped,0,NULL,negative,133491
4779,1.6,µm,0.8,rod-shaped,1,NULL,negative,133533
4780,1.95,µm,0.85,rod-shaped,1,NULL,negative,3030
4781,NULL,NULL,NULL,rod-shaped,1,NULL,negative,133619
4782,NULL,NULL,NULL,rod-shaped,0,NULL,negative,17499
4783,NULL,NULL,NULL,rod-shaped,NULL,NULL,NULL,8581
4784,1.55,µm,0.7,rod-shaped,0,NULL,positive,7785
4785,1-2.5,µm,0.3-0.6,rod-shaped,1,NULL,negative,130527
4786,NULL,NULL,NULL,rod-shaped,0,NULL,positive,12586
4787,0.5-0.6,µm,0.4-0.5,rod-shaped,0,NULL,positive,133534
4788,5,µm,1.25,rod-shaped,1,NULL,positive,1297
4789,2.75,µm,0.35,spiral-shaped,1,NULL,negative,133789
4790,0.9,µm,0.4,rod-shaped,0,NULL,positive,1843
4791,1,µm,2.55,rod-shaped,0,NULL,negative,5704
4792,NULL,NULL,0.2,rod-shaped,0,NULL,positive,8031
4793,5.15,µm,0.3,rod-shaped,1,NULL,positive,549
4794,0.7-3.5,µm,0.2-0.4,rod-shaped,1,NULL,negative,133497
4795,4.9,µm,0.55,rod-shaped,1,NULL,variable,1513
4796,4.4,µm,0.3,rod-shaped,0,NULL,negative,133496
4797,18,µm,0.35,rod-shaped,0,NULL,negative,133537
4798,11,µm,0.55,rod-shaped,1,gliding,negative,133503
4799,2.5,µm,0.425,rod-shaped,0,NULL,negative,13849
4800,1.45,µm,0.45,rod-shaped,0,NULL,positive,6311
4801,1.5,µm,1.5,ovoid-shaped,1,NULL,negative,133561
4802,NULL,NULL,NULL,ovoid-shaped,1,NULL,negative,133592
4803,NULL,NULL,1.25,coccus-shaped,0,NULL,negative,133566
4804,NULL,NULL,NULL,ovoid-shaped,1,NULL,negative,133607
4805,3,µm,0.35,rod-shaped,0,NULL,negative,133485
4806,1.9,µm,0.45,rod-shaped,1,NULL,negative,13176
4807,01-02,µm,0.5,rod-shaped,0,NULL,negative,443
4808,1.05,µm,0.6,rod-shaped,1,NULL,negative,133504
4809,1.4-2.2,µm,0.4-0.5,rod-shaped,1,NULL,negative,133689
4810,0.75,µm,0.45,rod-shaped,1,NULL,positive,7346
4811,0.6-0.7,µm,0.3-0.4,rod-shaped,1,NULL,positive,7452
4812,NULL,NULL,NULL,NULL,0,NULL,positive,13400
4813,2.7,µm,0.65,rod-shaped,NULL,NULL,negative,133489
4814,NULL,NULL,NULL,rod-shaped,NULL,NULL,NULL,16457
4815,3.0-5.0,µm,0.5-0.6,rod-shaped,0,NULL,positive,1293
4816,2.3,µm,0.45,rod-shaped,0,NULL,negative,133892
4817,1.5,µm,0.95,rod-shaped,0,NULL,negative,13660
4818,NULL,NULL,NULL,ovoid-shaped,1,NULL,negative,133594
4819,1.5,µm,NULL,rod-shaped,NULL,NULL,negative,133591
4820,0.55,µm,0.55,coccus-shaped,0,NULL,positive,3917
4821,0.5,µm,3.5,rod-shaped,1,NULL,variable,133620
4822,03-06,µm,0.5,rod-shaped,1,NULL,positive,1301
4823,1.15,µm,0.65,ovoid-shaped,0,NULL,negative,133574
4824,NULL,NULL,NULL,coccus-shaped,0,NULL,positive,23112
4825,2.6,µm,0.75,NULL,0,NULL,positive,12659
4826,1,µm,0.55,rod-shaped,0,NULL,negative,17071
4827,0.9,µm,1.1,rod-shaped,0,NULL,positive,3235
4828,2.5,µm,0.5,rod-shaped,0,NULL,negative,134065
4829,2.6,µm,0.61,rod-shaped,1,gliding,negative,133500
4830,01-02,µm,0.9,rod-shaped,1,NULL,negative,17340
4831,1.4-3.5,µm,0.3-0.5,rod-shaped,1,NULL,positive,11453
4832,1.5-4,µm,0.3-0.5,rod-shaped,1,NULL,positive,133583
4833,1-1.5,µm,0.5-0.7,rod-shaped,1,NULL,negative,17355
4834,3,µm,0.75,rod-shaped,1,NULL,negative,24746
4835,2,µm,0.8-1,rod-shaped,1,NULL,negative,14085
4836,NULL,NULL,NULL,rod-shaped,NULL,NULL,NULL,8583
4837,2.5,µm,1,rod-shaped,1,NULL,negative,24551
4838,NULL,NULL,NULL,spiral-shaped,0,NULL,positive,16566
4839,5,µm,0.6,rod-shaped,0,NULL,positive,16999
4840,NULL,NULL,NULL,NULL,NULL,NULL,positive,17823
4841,NULL,NULL,NULL,rod-shaped,0,NULL,NULL,3231
4842,2.9,µm,1.15,rod-shaped,1,NULL,negative,7193
4843,NULL,NULL,0.6,coccus-shaped,0,NULL,positive,14414
4844,1.7,µm,1.1,rod-shaped,1,NULL,negative,498
4845,1.95,µm,0.85,rod-shaped,1,NULL,negative,499
4846,6,µm,0.9,rod-shaped,1,NULL,negative,17205
4847,2.15,µm,0.85,rod-shaped,1,NULL,positive,23759
4848,1.5,µm,0.4,rod-shaped,1,NULL,negative,133601
4849,2,µm,0.4,rod-shaped,0,NULL,negative,133514
4850,1-2.5,µm,0.4-0.6,rod-shaped,1,NULL,negative,23270
4851,NULL,NULL,NULL,coccus-shaped,0,NULL,positive,17886
4852,1.4,µm,0.45,rod-shaped,1,NULL,negative,13868
4853,NULL,NULL,1.75,coccus-shaped,0,NULL,positive,14438
4854,NULL,NULL,NULL,rod-shaped,0,NULL,positive,3237
4855,0.45,µm,1.85,rod-shaped,0,NULL,negative,14260
4856,1.9,µm,0.65,rod-shaped,1,NULL,negative,133761
4857,NULL,NULL,NULL,NULL,0,NULL,positive,23320
4858,NULL,NULL,NULL,coccus-shaped,0,NULL,positive,133628
4859,NULL,NULL,NULL,NULL,0,NULL,positive,8045
4860,NULL,NULL,NULL,ovoid-shaped,0,NULL,positive,12607
4861,0.9,µm,0.9,coccus-shaped,0,NULL,positive,7760
4862,0.65,µm,1.25,rod-shaped,0,NULL,positive,13472
4863,1.8,µm,0.5,rod-shaped,1,NULL,negative,6222
4864,1.3,µm,0.7,rod-shaped,1,NULL,negative,463
4865,0.8-1.2,µm,0.8-1.2,coccus-shaped,1,NULL,negative,13857
4866,1.65,µm,0.5,rod-shaped,NULL,NULL,negative,133513
4867,2.28,µm,0.71,rod-shaped,1,NULL,negative,13671
4868,NULL,NULL,NULL,NULL,NULL,NULL,positive,8017
4869,NULL,NULL,NULL,NULL,0,NULL,positive,16530
4870,1.5,µm,0.4,rod-shaped,0,NULL,negative,133515
4871,0.45,µm,2.65,rod-shaped,1,NULL,negative,24516
4872,0.6,µm,1,coccus-shaped,1,NULL,variable,24327
4873,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,5247
4874,2,µm,0.5,rod-shaped,1,NULL,negative,11369
4875,NULL,NULL,NULL,NULL,NULL,NULL,positive,23322
4876,2,µm,0.6,rod-shaped,1,NULL,negative,133557
4877,2.45,µm,0.8,rod-shaped,1,NULL,negative,10516
4878,2.15,µm,0.4,rod-shaped,1,gliding,negative,5589
4879,4.75,µm,0.3,rod-shaped,NULL,NULL,negative,5595
4880,2.25,µm,0.4,rod-shaped,0,NULL,negative,5744
4881,0.85,µm,4.9,NULL,1,NULL,variable,1551
4882,1.1,µm,0.4,rod-shaped,0,NULL,negative,14024
4883,1.3,µm,0.35,rod-shaped,0,NULL,negative,14023
4884,NULL,NULL,0.5-1,coccus-shaped,0,NULL,positive,133543
4885,4.5,µm,0.5,rod-shaped,0,NULL,negative,13833
4886,NULL,NULL,NULL,rod-shaped,NULL,NULL,positive,3236
4887,NULL,NULL,NULL,rod-shaped,0,NULL,positive,24455
4888,NULL,NULL,NULL,rod-shaped,0,NULL,negative,13657
4889,NULL,NULL,NULL,coccus-shaped,0,NULL,positive,14676
4890,NULL,NULL,0.5,rod-shaped,0,NULL,negative,133508
4891,1.42-3.37,µm,0.58-0.84,ovoid-shaped,1,NULL,negative,130624
4892,2.3,µm,0.45,rod-shaped,1,gliding,negative,5603
4893,1.1,µm,0.2,rod-shaped,NULL,NULL,negative,6086
4894,NULL,NULL,NULL,NULL,0,NULL,NULL,16571
4895,NULL,NULL,NULL,NULL,0,NULL,positive,16748
4896,0.5,µm,1.6,rod-shaped,0,NULL,positive,11145
4897,0.45,µm,3,rod-shaped,0,NULL,positive,6289
4898,1.2,µm,0.6,ovoid-shaped,0,NULL,positive,3234
4899,0.65,µm,0.3,rod-shaped,0,NULL,positive,24248
4900,1.8-2.5,µm,0.8-1,rod-shaped,1,NULL,negative,24433
4901,3.5,µm,0.25,rod-shaped,NULL,NULL,negative,133540
4902,1.6,µm,0.8,rod-shaped,1,NULL,negative,14166
4903,0.8-3,µm,0.4-1,ovoid-shaped,0,NULL,positive,16585
4904,0.8-3,µm,0.4-1,ovoid-shaped,0,NULL,positive,16584
4905,2,µm,1.05,rod-shaped,1,NULL,negative,6072
4906,1.75,µm,1,rod-shaped,0,NULL,negative,133623
4907,1.5,µm,0.7,rod-shaped,0,NULL,negative,133624
4908,3.5-8.0,µm,0.7-1.1,rod-shaped,1,NULL,positive,23770
4909,NULL,NULL,NULL,rod-shaped,1,NULL,positive,23549
4910,NULL,NULL,0.4-0.6,coccus-shaped,0,NULL,positive,23290
4911,0.8,µm,0.3,rod-shaped,0,NULL,negative,13861
4912,01-03,µm,0.8-1,ovoid-shaped,0,NULL,NULL,133683
4913,5,µm,0.9,rod-shaped,1,NULL,positive,566
4914,NULL,NULL,NULL,coccus-shaped,0,NULL,positive,23888
4915,1.3,µm,0.45,rod-shaped,NULL,NULL,negative,14296
4916,NULL,NULL,NULL,NULL,0,NULL,positive,13318
4917,NULL,NULL,NULL,NULL,0,NULL,positive,13320
4918,NULL,NULL,NULL,NULL,0,NULL,positive,13323
4919,4,µm,4,rod-shaped,0,NULL,negative,133856
4920,1.2,µm,0.5,rod-shaped,0,NULL,negative,133520
4921,1.9,µm,0.6,rod-shaped,1,NULL,negative,14022
4922,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,133621
4923,NULL,NULL,0.3,ovoid-shaped,0,NULL,negative,11757
4924,NULL,NULL,NULL,NULL,NULL,NULL,positive,23310
4925,8.25,µm,2,rod-shaped,NULL,NULL,negative,24518
4926,5,µm,0.9,rod-shaped,1,NULL,positive,133999
4927,4,µm,0.9,rod-shaped,1,NULL,positive,1540
4928,4.25,µm,1,rod-shaped,1,NULL,negative,23861
4929,1.5,µm,0.4,rod-shaped,0,NULL,negative,17911
4930,NULL,NULL,0.3-0.5,NULL,0,NULL,positive,6246
4931,2,µm,1.25,rod-shaped,1,NULL,negative,16679
4932,2.5,µm,0.8,rod-shaped,1,NULL,positive,1299
4933,NULL,NULL,NULL,rod-shaped,0,NULL,positive,13516
4934,0.275,µm,0.175,rod-shaped,0,NULL,positive,7508
4935,1.55,µm,0.8,coccus-shaped,0,NULL,positive,3931
4936,1.75,µm,0.65,rod-shaped,0,NULL,positive,24114
4937,1.25,µm,0.4,rod-shaped,1,NULL,negative,133549
4938,0.8-1.8,µm,0.4-0.9,rod-shaped,1,NULL,negative,13855
4939,NULL,NULL,1,coccus-shaped,1,NULL,negative,17666
4940,0.4,µm,2.35,rod-shaped,1,NULL,negative,2320
4941,01-02,µm,0.4-0.5,rod-shaped,1,NULL,positive,6881
4942,NULL,NULL,NULL,NULL,0,NULL,positive,10621
4943,NULL,NULL,NULL,ovoid-shaped,0,NULL,negative,132684
4944,1.5,µm,0.85,rod-shaped,1,NULL,negative,13759
4945,1.1,µm,0.6,rod-shaped,1,NULL,negative,13729
4946,1.65,µm,0.6,rod-shaped,1,NULL,negative,10448
4947,01-03,µm,0.5-0.6,rod-shaped,0,NULL,negative,3766
4948,0.8-1,µm,0.5,rod-shaped,1,NULL,negative,133571
4949,0.8-1.8,µm,0.4-0.9,rod-shaped,1,gliding,negative,133539
