PK_IS_link,Cat1_link,Cat2_link,Cat3_link,ID_strains,ID_origin
67043,6,45.0,258.0,149425,0
67044,6,45.0,258.0,149830,0
67045,6,45.0,258.0,150067,0
67046,6,45.0,258.0,150192,0
67047,6,45.0,258.0,151338,0
67048,6,45.0,258.0,152267,0
67049,6,45.0,258.0,152417,0
67050,6,45.0,258.0,152457,0
67051,6,45.0,258.0,152578,0
67052,6,45.0,258.0,155788,0
67053,6,45.0,258.0,155789,0
67054,6,45.0,258.0,155790,0
67055,6,45.0,258.0,155791,0
67056,6,45.0,258.0,155792,0
67057,6,45.0,258.0,155793,0
67058,6,45.0,258.0,155794,0
67059,6,45.0,258.0,155795,0
67060,6,45.0,258.0,143969,0
67061,6,45.0,258.0,145648,0
67062,6,45.0,258.0,146953,0
67063,6,45.0,258.0,147863,0
67064,6,45.0,258.0,148387,0
67065,6,45.0,258.0,142599,0
67066,6,45.0,258.0,153725,0
67067,6,45.0,258.0,156700,0
67068,6,45.0,258.0,150210,0
67069,6,45.0,258.0,152296,0
67070,6,45.0,258.0,154025,0
67071,6,45.0,258.0,155693,0
67072,6,45.0,258.0,149144,0
67073,6,45.0,258.0,155728,0
67074,6,45.0,258.0,155729,0
67075,6,45.0,258.0,152448,0
67076,6,45.0,258.0,156484,0
67077,6,45.0,258.0,156870,0
67078,6,45.0,258.0,152202,0
67079,6,45.0,258.0,152752,0
67080,6,45.0,258.0,148539,0
67081,6,45.0,258.0,149527,0
67082,6,45.0,258.0,149465,0
67083,6,45.0,258.0,142908,0
67084,6,45.0,258.0,141252,0
67085,6,45.0,258.0,141973,0
67086,6,45.0,258.0,150897,0
67087,6,45.0,258.0,150637,0
67088,6,45.0,258.0,154366,0
67089,6,45.0,258.0,152300,0
67090,6,45.0,258.0,154088,0
67091,6,45.0,258.0,145245,0
67092,6,45.0,258.0,145379,0
67093,6,45.0,258.0,146185,0
67094,6,45.0,258.0,149550,0
67095,6,45.0,258.0,149782,0
67096,6,45.0,258.0,150154,0
67097,6,45.0,258.0,144095,0
67098,6,45.0,258.0,151083,0
67099,6,45.0,258.0,150208,0
67100,6,45.0,258.0,149197,0
67101,6,45.0,258.0,150850,0
67102,6,45.0,258.0,147160,0
67103,6,45.0,258.0,145519,0
67104,6,45.0,258.0,150786,0
67105,6,45.0,258.0,149276,0
67106,6,45.0,258.0,150824,0
67107,6,45.0,258.0,150825,0
67108,6,45.0,258.0,150991,0
67109,6,45.0,258.0,146653,0
67110,6,45.0,258.0,147513,0
67111,6,45.0,258.0,151337,0
67112,6,45.0,258.0,151741,0
67113,6,45.0,258.0,152022,0
67114,6,45.0,258.0,152023,0
67115,6,45.0,258.0,148940,0
67116,6,45.0,258.0,148057,0
67117,6,45.0,258.0,147566,0
67118,6,45.0,258.0,149383,0
67119,6,45.0,258.0,150722,0
67120,6,45.0,258.0,148226,0
67121,6,45.0,258.0,151683,0
67122,6,45.0,258.0,152190,0
67123,6,45.0,258.0,147996,0
67124,6,45.0,258.0,147062,0
67125,6,45.0,258.0,145319,0
67126,6,45.0,258.0,144652,0
67127,6,45.0,258.0,148065,0
67128,6,45.0,258.0,150859,0
67129,6,45.0,258.0,150860,0
67130,6,45.0,258.0,149399,0
67131,6,45.0,258.0,156690,0
67132,6,45.0,258.0,149440,0
67133,6,45.0,258.0,149436,0
67134,6,45.0,258.0,149439,0
67135,6,45.0,258.0,149690,0
67136,6,45.0,258.0,148066,0
67137,6,45.0,258.0,143697,0
67138,6,45.0,258.0,145157,0
67139,6,45.0,258.0,152306,0
67140,6,45.0,258.0,141811,0
67141,6,45.0,258.0,150358,0
67142,6,45.0,258.0,150349,0
67143,6,45.0,258.0,149220,0
67144,6,45.0,258.0,150056,0
67145,6,45.0,258.0,151744,0
67146,6,45.0,258.0,149294,0
67147,6,45.0,258.0,145973,0
67148,6,45.0,258.0,150941,0
67149,6,45.0,258.0,150758,0
67150,6,45.0,258.0,149303,0
67151,6,45.0,258.0,150156,0
67152,6,45.0,258.0,148524,0
67153,6,45.0,258.0,149481,0
67154,6,45.0,258.0,149564,0
67155,6,45.0,258.0,149566,0
67156,6,45.0,258.0,150866,0
67157,6,45.0,258.0,145247,0
67158,6,45.0,258.0,149205,0
67159,6,45.0,258.0,152956,0
67160,6,45.0,258.0,148571,0
67161,6,45.0,258.0,143629,0
67162,6,45.0,258.0,154211,0
67163,6,45.0,258.0,145600,0
67164,6,45.0,258.0,147712,0
67165,6,45.0,258.0,147307,0
67166,6,45.0,258.0,142450,0
67167,6,45.0,258.0,148127,0
67168,6,45.0,258.0,150775,0
67169,6,45.0,258.0,148897,0
67170,6,45.0,258.0,150863,0
67171,6,45.0,258.0,151216,0
67172,6,45.0,258.0,146208,0
67173,6,45.0,258.0,149038,0
67174,6,45.0,258.0,147405,0
67175,6,45.0,258.0,143623,0
67176,6,45.0,258.0,143703,0
67177,6,45.0,258.0,144368,0
67178,6,45.0,258.0,150359,0
67179,6,45.0,258.0,147161,0
67180,6,45.0,258.0,149672,0
67181,6,45.0,258.0,151189,0
67182,6,45.0,258.0,152393,0
67183,6,45.0,258.0,148213,0
67184,6,45.0,258.0,149050,0
67185,6,45.0,258.0,143203,0
67186,6,45.0,258.0,145529,0
67187,6,45.0,258.0,146867,0
67188,6,45.0,258.0,147193,0
67189,6,45.0,258.0,155401,0
67190,6,45.0,258.0,153060,0
67191,6,45.0,258.0,148246,0
67192,6,45.0,258.0,151322,0
67193,6,45.0,258.0,145964,0
67194,6,45.0,258.0,148594,0
67195,6,45.0,258.0,149295,0
67196,6,45.0,258.0,146847,0
67197,6,45.0,258.0,145013,0
67198,6,45.0,258.0,150448,0
67199,6,45.0,258.0,150231,0
67200,6,45.0,258.0,150743,0
67201,6,45.0,258.0,144862,0
67202,6,45.0,258.0,143579,0
67203,6,45.0,258.0,152160,0
67204,6,45.0,258.0,149694,0
67205,6,45.0,258.0,149250,0
67206,6,45.0,258.0,141395,0
67207,6,45.0,258.0,150449,0
67208,6,45.0,258.0,148269,0
67209,6,45.0,258.0,148270,0
67210,6,45.0,258.0,148271,0
67211,6,45.0,258.0,148272,0
67212,6,45.0,258.0,148302,0
67213,6,45.0,258.0,149492,0
67214,6,45.0,258.0,152671,0
67215,6,45.0,258.0,154970,0
67216,6,45.0,258.0,149721,0
67217,6,45.0,258.0,144300,0
67218,6,45.0,258.0,149231,0
67219,6,45.0,258.0,141565,0
67220,6,45.0,258.0,143979,0
67221,6,45.0,258.0,144312,0
67222,6,45.0,258.0,144338,0
67223,6,45.0,258.0,144372,0
67224,6,45.0,258.0,145527,0
67225,6,45.0,258.0,145713,0
67226,6,45.0,258.0,146025,0
67227,6,45.0,258.0,146482,0
67228,6,45.0,258.0,147322,0
67229,6,45.0,258.0,147419,0
67230,6,45.0,258.0,149049,0
67231,6,45.0,258.0,149974,0
67232,6,45.0,258.0,150261,0
67233,6,45.0,258.0,150946,0
67234,6,45.0,258.0,151858,0
67235,6,45.0,258.0,151914,0
67236,6,45.0,258.0,152728,0
67237,6,45.0,258.0,153817,0
67238,6,45.0,258.0,155883,0
67239,6,45.0,258.0,156183,0
67240,6,45.0,258.0,156321,0
67241,6,45.0,258.0,157049,0
67242,6,45.0,258.0,147006,0
67243,6,45.0,258.0,153314,0
67244,6,45.0,258.0,155375,0
67245,6,45.0,258.0,155902,0
67246,6,45.0,258.0,148109,0
67247,6,45.0,258.0,150365,0
67248,6,45.0,258.0,153320,0
67249,6,45.0,258.0,153324,0
67250,6,45.0,258.0,153326,0
67251,6,45.0,258.0,153327,0
67252,6,45.0,258.0,154365,0
67253,6,45.0,258.0,154462,0
67254,6,45.0,258.0,155068,0
67255,6,45.0,258.0,149434,0
67256,6,45.0,258.0,143869,0
67257,6,45.0,258.0,144655,0
67258,6,45.0,258.0,141815,0
67259,6,45.0,258.0,152028,0
67260,6,45.0,258.0,152039,0
67261,6,45.0,258.0,152768,0
67262,6,45.0,258.0,148893,0
67263,6,45.0,258.0,147149,0
67264,6,45.0,258.0,150195,0
67265,6,45.0,258.0,144319,0
67266,6,45.0,258.0,150628,0
67267,6,45.0,258.0,150627,0
67268,6,45.0,258.0,151092,0
67269,6,45.0,258.0,150475,0
67270,6,45.0,258.0,147254,0
67271,6,45.0,258.0,145586,0
67272,6,45.0,258.0,148216,0
67273,6,45.0,258.0,146500,0
67274,6,45.0,258.0,151327,0
67275,6,45.0,258.0,150113,0
67276,6,45.0,258.0,144369,0
67277,6,45.0,258.0,151652,0
67278,6,45.0,258.0,151653,0
67279,6,45.0,258.0,156851,0
67280,6,45.0,258.0,150647,0
67281,6,45.0,258.0,146190,0
67282,6,45.0,258.0,146116,0
67283,6,45.0,258.0,141339,0
67284,6,45.0,258.0,141355,0
67285,6,45.0,258.0,142567,0
67286,6,45.0,258.0,144684,0
67287,6,45.0,258.0,148751,0
67288,6,45.0,258.0,150594,0
67289,6,45.0,258.0,149068,0
67290,6,45.0,258.0,141607,0
67291,6,45.0,258.0,141568,0
67292,6,45.0,258.0,149310,0
67293,6,45.0,258.0,141778,0
67294,6,45.0,258.0,151260,0
67295,6,45.0,258.0,146026,0
67296,6,45.0,258.0,141356,0
67297,6,45.0,258.0,141500,0
67298,6,45.0,258.0,141373,0
67299,6,45.0,258.0,146152,0
67300,6,45.0,258.0,149278,0
67301,6,45.0,258.0,148275,0
67302,6,45.0,258.0,144710,0
67303,6,45.0,258.0,148760,0
67304,6,45.0,258.0,149282,0
67305,6,45.0,258.0,154194,0
67306,6,45.0,258.0,149281,0
67307,6,45.0,258.0,147488,0
67308,6,45.0,258.0,149987,0
67309,6,45.0,258.0,146572,0
67310,6,45.0,258.0,148593,0
67311,6,45.0,258.0,149105,0
67312,6,45.0,258.0,147222,0
67313,6,45.0,258.0,148225,0
67314,6,45.0,258.0,147540,0
67315,6,45.0,258.0,145077,0
67316,6,45.0,258.0,152250,0
67317,6,45.0,258.0,150867,0
67318,6,45.0,258.0,146167,0
67319,6,45.0,258.0,151246,0
67320,6,45.0,258.0,152513,0
67321,6,45.0,258.0,146871,0
67322,6,45.0,258.0,150104,0
67323,6,45.0,258.0,151726,0
67324,6,45.0,258.0,150875,0
67325,6,45.0,258.0,151343,0
67326,6,45.0,258.0,149494,0
67327,6,45.0,258.0,141374,0
67328,6,45.0,258.0,144497,0
67329,6,45.0,258.0,144499,0
67330,6,45.0,258.0,151714,0
67331,6,45.0,258.0,147571,0
67332,6,45.0,258.0,147239,0
67333,6,45.0,258.0,146795,0
67334,6,45.0,258.0,153473,0
67335,6,45.0,258.0,146907,0
67336,6,45.0,258.0,149565,0
67337,6,45.0,258.0,150209,0
67338,6,45.0,258.0,147279,0
67339,6,45.0,258.0,147326,0
67340,6,45.0,258.0,147340,0
67341,6,45.0,258.0,147347,0
67342,6,45.0,258.0,148330,0
67343,6,45.0,258.0,149066,0
67344,6,45.0,258.0,149209,0
67345,6,45.0,258.0,149865,0
67346,6,45.0,258.0,150413,0
67347,6,45.0,258.0,150744,0
67348,6,45.0,258.0,150920,0
67349,6,45.0,258.0,152179,0
67350,6,45.0,258.0,150269,0
67351,6,45.0,258.0,144493,0
67352,6,45.0,258.0,149983,0
67353,6,45.0,258.0,146808,0
67354,6,45.0,258.0,148072,0
67355,6,45.0,258.0,148525,0
67356,6,45.0,258.0,150405,0
67357,6,45.0,258.0,150224,0
67358,6,45.0,258.0,146144,0
67359,6,45.0,258.0,151154,0
67360,6,45.0,258.0,151917,0
67361,6,45.0,258.0,156720,0
67362,6,45.0,258.0,146235,0
67363,6,45.0,258.0,145798,0
67364,6,45.0,258.0,147526,0
67365,6,45.0,258.0,150745,0
67366,6,45.0,258.0,146664,0
67367,6,45.0,258.0,150360,0
67368,6,45.0,258.0,145780,0
67369,6,45.0,258.0,153140,0
67370,6,45.0,258.0,147528,0
67371,6,45.0,258.0,155705,0
67372,6,45.0,258.0,145981,0
67373,6,45.0,258.0,146036,0
67374,6,45.0,258.0,146650,0
67375,6,45.0,258.0,149178,0
67376,6,45.0,258.0,150806,0
67377,6,45.0,258.0,148364,0
67378,6,45.0,258.0,149087,0
67379,6,45.0,258.0,149427,0
67380,6,45.0,258.0,148808,0
67381,6,45.0,258.0,141854,0
67382,6,45.0,258.0,143093,0
67383,6,45.0,258.0,148721,0
67384,6,45.0,258.0,150938,0
67385,6,45.0,258.0,155043,0
67386,6,45.0,258.0,154918,0
67387,6,45.0,258.0,152649,0
67388,6,45.0,258.0,149065,0
67389,6,45.0,258.0,156466,0
67390,6,45.0,258.0,156469,0
67391,6,45.0,258.0,157078,0
67392,6,45.0,258.0,145095,0
67393,6,45.0,258.0,151609,0
67394,6,45.0,258.0,156152,0
67395,6,45.0,259.0,143676,0
67396,6,45.0,259.0,141195,0
67397,6,45.0,259.0,156984,0
67398,6,45.0,259.0,145095,0
67399,6,45.0,259.0,155284,0
67400,6,45.0,259.0,141308,0
67401,6,45.0,259.0,141367,0
67402,6,45.0,259.0,141572,0
67403,6,45.0,259.0,141611,0
67404,6,45.0,259.0,141625,0
67405,6,45.0,259.0,141786,0
67406,6,45.0,259.0,141792,0
67407,6,45.0,259.0,141875,0
67408,6,45.0,259.0,141946,0
67409,6,45.0,259.0,142612,0
67410,6,45.0,259.0,143259,0
67411,6,45.0,259.0,143291,0
67412,6,45.0,259.0,143326,0
67413,6,45.0,259.0,143564,0
67414,6,45.0,259.0,143624,0
67415,6,45.0,259.0,143659,0
67416,6,45.0,259.0,143671,0
67417,6,45.0,259.0,143687,0
67418,6,45.0,259.0,143835,0
67419,6,45.0,259.0,143849,0
67420,6,45.0,259.0,144358,0
67421,6,45.0,259.0,144407,0
67422,6,45.0,259.0,144435,0
67423,6,45.0,259.0,144596,0
67424,6,45.0,259.0,144851,0
67425,6,45.0,259.0,144967,0
67426,6,45.0,259.0,144970,0
67427,6,45.0,259.0,145306,0
67428,6,45.0,259.0,145362,0
67429,6,45.0,259.0,145423,0
67430,6,45.0,259.0,145585,0
67431,6,45.0,259.0,145663,0
67432,6,45.0,259.0,145765,0
67433,6,45.0,259.0,145839,0
67434,6,45.0,259.0,145951,0
67435,6,45.0,259.0,146007,0
67436,6,45.0,259.0,146030,0
67437,6,45.0,259.0,146309,0
67438,6,45.0,259.0,146311,0
67439,6,45.0,259.0,146541,0
67440,6,45.0,259.0,146634,0
67441,6,45.0,259.0,146672,0
67442,6,45.0,259.0,146745,0
67443,6,45.0,259.0,146881,0
67444,6,45.0,259.0,146904,0
67445,6,45.0,259.0,147030,0
67446,6,45.0,259.0,147053,0
67447,6,45.0,259.0,147072,0
67448,6,45.0,259.0,147246,0
67449,6,45.0,259.0,147368,0
67450,6,45.0,259.0,147379,0
67451,6,45.0,259.0,147420,0
67452,6,45.0,259.0,147457,0
67453,6,45.0,259.0,147458,0
67454,6,45.0,259.0,147490,0
67455,6,45.0,259.0,147556,0
67456,6,45.0,259.0,147567,0
67457,6,45.0,259.0,147648,0
67458,6,45.0,259.0,147794,0
67459,6,45.0,259.0,147885,0
67460,6,45.0,259.0,147973,0
67461,6,45.0,259.0,147974,0
67462,6,45.0,259.0,147975,0
67463,6,45.0,259.0,147983,0
67464,6,45.0,259.0,148038,0
67465,6,45.0,259.0,148136,0
67466,6,45.0,259.0,148338,0
67467,6,45.0,259.0,148349,0
67468,6,45.0,259.0,148459,0
67469,6,45.0,259.0,148504,0
67470,6,45.0,259.0,148534,0
67471,6,45.0,259.0,148597,0
67472,6,45.0,259.0,148617,0
67473,6,45.0,259.0,149008,0
67474,6,45.0,259.0,149057,0
67475,6,45.0,259.0,149121,0
67476,6,45.0,259.0,149122,0
67477,6,45.0,259.0,149275,0
67478,6,45.0,259.0,149577,0
67479,6,45.0,259.0,149608,0
67480,6,45.0,259.0,150238,0
67481,6,45.0,259.0,150426,0
67482,6,45.0,259.0,150430,0
67483,6,45.0,259.0,150506,0
67484,6,45.0,259.0,150544,0
67485,6,45.0,259.0,150781,0
67486,6,45.0,259.0,150799,0
67487,6,45.0,259.0,150800,0
67488,6,45.0,259.0,150801,0
67489,6,45.0,259.0,150929,0
67490,6,45.0,259.0,151059,0
67491,6,45.0,259.0,151088,0
67492,6,45.0,259.0,151134,0
67493,6,45.0,259.0,151220,0
67494,6,45.0,259.0,151358,0
67495,6,45.0,259.0,151938,0
67496,6,45.0,259.0,152105,0
67497,6,45.0,259.0,152115,0
67498,6,45.0,259.0,152376,0
67499,6,45.0,259.0,153488,0
67500,6,45.0,259.0,154899,0
67501,6,45.0,259.0,156132,0
67502,6,45.0,259.0,156977,0
67503,6,45.0,259.0,148734,0
67504,6,45.0,259.0,144071,0
67505,6,45.0,259.0,143600,0
67506,6,45.0,259.0,147522,0
67507,6,45.0,259.0,146034,0
67508,6,45.0,259.0,142495,0
67509,6,45.0,259.0,141725,0
67510,6,45.0,259.0,149738,0
67511,6,45.0,259.0,153914,0
67512,6,45.0,259.0,141408,0
67513,6,45.0,259.0,151639,0
67514,6,45.0,259.0,153716,0
67515,6,45.0,259.0,141586,0
67516,6,45.0,259.0,149739,0
67517,6,45.0,259.0,154440,0
67518,6,45.0,259.0,141742,0
67519,6,45.0,259.0,142864,0
67520,6,45.0,259.0,141345,0
67521,6,45.0,259.0,141710,0
67522,6,45.0,259.0,156220,0
67523,6,45.0,259.0,142674,0
67524,6,45.0,259.0,147843,0
67525,6,45.0,259.0,144792,0
67526,6,45.0,259.0,154018,0
67527,6,45.0,259.0,152810,0
67528,6,45.0,259.0,151005,0
67529,6,45.0,259.0,153505,0
67530,6,45.0,259.0,154574,0
67531,6,45.0,259.0,156199,0
67532,6,45.0,259.0,145415,0
67533,6,45.0,259.0,154203,0
67534,6,45.0,259.0,141587,0
67535,6,45.0,259.0,146334,0
67536,6,45.0,259.0,154563,0
67537,6,45.0,259.0,146632,0
67538,6,45.0,259.0,154417,0
67539,6,45.0,259.0,154644,0
67540,6,45.0,259.0,146117,0
67541,6,45.0,259.0,150571,0
67542,6,45.0,259.0,146168,0
67543,6,45.0,259.0,141610,0
67544,6,45.0,259.0,141426,0
67545,6,45.0,259.0,156287,0
67546,6,45.0,259.0,143220,0
67547,6,45.0,259.0,153360,0
67548,6,45.0,259.0,148744,0
67549,6,45.0,259.0,149441,0
67550,6,45.0,259.0,145854,0
67551,6,45.0,259.0,155951,0
67552,6,45.0,259.0,141342,0
67553,6,45.0,259.0,141349,0
67554,6,45.0,259.0,141348,0
67555,6,45.0,259.0,150513,0
67556,6,45.0,259.0,143873,0
67557,6,45.0,259.0,156360,0
67558,6,45.0,259.0,151061,0
67559,6,45.0,259.0,156240,0
67560,6,45.0,259.0,156239,0
67561,6,45.0,259.0,155167,0
67562,6,45.0,259.0,152915,0
67563,6,45.0,259.0,156238,0
67564,6,45.0,259.0,154436,0
67565,6,45.0,259.0,154697,0
67566,6,45.0,259.0,144365,0
67567,6,45.0,259.0,153862,0
67568,6,45.0,259.0,143089,0
67569,6,45.0,259.0,143563,0
67570,6,45.0,259.0,144337,0
67571,6,45.0,259.0,144607,0
67572,6,45.0,259.0,141840,0
67573,6,45.0,259.0,145683,0
67574,6,45.0,259.0,145392,0
67575,6,45.0,259.0,142850,0
67576,6,45.0,259.0,144855,0
67577,6,45.0,259.0,151939,0
67578,6,45.0,259.0,153224,0
67579,6,45.0,259.0,153225,0
67580,6,45.0,259.0,150112,0
67581,6,45.0,259.0,141718,0
67582,6,45.0,259.0,145982,0
67583,6,45.0,259.0,151303,0
67584,6,45.0,259.0,149489,0
67585,6,45.0,259.0,146313,0
67586,6,45.0,259.0,145882,0
67587,6,45.0,259.0,147079,0
67588,6,45.0,259.0,149249,0
67589,6,45.0,259.0,141944,0
67590,6,45.0,259.0,141831,0
67591,6,45.0,259.0,141429,0
67592,6,45.0,259.0,141386,0
67593,6,45.0,259.0,141393,0
67594,6,45.0,259.0,141191,0
67595,6,45.0,259.0,144194,0
67596,6,45.0,259.0,144480,0
67597,6,45.0,259.0,149367,0
67598,6,45.0,259.0,141633,0
67599,6,45.0,259.0,148605,0
67600,6,45.0,259.0,145575,0
67601,6,45.0,259.0,145578,0
67602,6,45.0,259.0,145571,0
67603,6,45.0,259.0,145572,0
67604,6,45.0,259.0,145646,0
67605,6,45.0,259.0,145576,0
67606,6,45.0,259.0,145577,0
67607,6,45.0,259.0,156495,0
67608,6,45.0,259.0,144896,0
67609,6,45.0,259.0,150616,0
67610,6,45.0,259.0,141684,0
67611,6,45.0,259.0,143833,0
67612,6,45.0,259.0,152884,0
67613,6,45.0,259.0,149064,0
67614,6,45.0,259.0,152037,0
67615,6,45.0,259.0,157090,0
67616,6,45.0,259.0,157091,0
67617,6,45.0,259.0,157113,0
67618,6,45.0,259.0,156741,0
67619,6,45.0,259.0,156709,0
67620,6,45.0,259.0,157171,0
67621,6,45.0,259.0,141409,0
67622,6,45.0,259.0,157067,0
67623,6,45.0,259.0,141315,0
67624,6,45.0,259.0,143333,0
67625,6,45.0,259.0,147130,0
67626,6,45.0,259.0,150280,0
67627,6,45.0,259.0,153315,0
67628,6,45.0,259.0,145842,0
67629,6,45.0,259.0,157175,0
67630,6,45.0,261.0,146733,0
67631,6,45.0,261.0,146734,0
67632,6,45.0,261.0,146735,0
67633,6,45.0,261.0,146736,0
67634,6,45.0,261.0,151268,0
67635,6,45.0,261.0,152033,0
67636,6,45.0,261.0,152071,0
67637,6,45.0,261.0,150249,0
67638,6,45.0,261.0,150262,0
67639,6,45.0,261.0,150285,0
67640,6,45.0,261.0,157063,0
67641,6,45.0,261.0,148112,0
67642,6,45.0,261.0,147252,0
67643,6,45.0,261.0,151192,0
67644,6,45.0,261.0,146615,0
67645,6,45.0,261.0,146616,0
67646,6,45.0,261.0,142324,0
67647,6,45.0,261.0,147944,0
67648,6,45.0,261.0,145897,0
67649,6,45.0,261.0,155583,0
67650,6,45.0,261.0,150447,0
67651,6,45.0,261.0,151762,0
67652,6,45.0,261.0,141264,0
67653,6,45.0,261.0,150960,0
67654,6,45.0,261.0,150961,0
67655,6,45.0,261.0,150688,0
67656,6,45.0,261.0,156271,0
67657,6,45.0,261.0,156963,0
67658,6,45.0,261.0,145024,0
67659,6,45.0,261.0,145521,0
67660,6,45.0,261.0,145695,0
67661,6,45.0,261.0,148478,0
67662,6,45.0,261.0,148484,0
67663,6,45.0,261.0,148485,0
67664,6,45.0,261.0,148486,0
67665,6,45.0,261.0,149683,0
67666,6,45.0,261.0,149684,0
67667,6,45.0,261.0,149685,0
67668,6,45.0,261.0,149686,0
67669,6,45.0,261.0,149687,0
67670,6,45.0,261.0,145019,0
67671,6,45.0,261.0,145020,0
67672,6,45.0,261.0,145021,0
67673,6,45.0,261.0,145025,0
67674,6,45.0,261.0,145660,0
67675,6,45.0,261.0,145022,0
67676,6,45.0,261.0,145023,0
67677,6,45.0,261.0,149239,0
67678,6,45.0,261.0,149388,0
67679,6,45.0,261.0,152232,0
67680,6,45.0,261.0,152233,0
67681,6,45.0,261.0,145661,0
67682,6,45.0,261.0,141267,0
67683,6,45.0,261.0,148475,0
67684,6,45.0,261.0,141891,0
67685,6,45.0,261.0,155281,0
67686,6,45.0,261.0,146912,0
67687,6,45.0,261.0,146913,0
67688,6,45.0,261.0,153353,0
67689,6,45.0,261.0,153354,0
67690,6,45.0,261.0,152825,0
67691,6,45.0,263.0,144176,0
67692,6,45.0,263.0,144177,0
67693,6,45.0,263.0,145995,0
67694,6,45.0,263.0,154605,0
67695,6,45.0,263.0,154610,0
67696,6,45.0,263.0,145190,0
67697,6,45.0,264.0,156971,0
67698,6,45.0,264.0,152426,0
67699,6,45.0,264.0,156201,0
67700,6,45.0,264.0,156320,0
67701,6,45.0,264.0,156595,0
67702,6,45.0,264.0,156605,0
67703,6,45.0,264.0,156042,0
67704,6,45.0,264.0,156733,0
67705,6,45.0,264.0,142538,0
67706,6,45.0,264.0,154034,0
67707,6,45.0,264.0,154425,0
67708,6,45.0,264.0,153370,0
67709,6,45.0,264.0,153321,0
67710,6,45.0,264.0,153316,0
67711,6,45.0,264.0,153087,0
67712,6,45.0,264.0,154671,0
67713,6,45.0,264.0,152961,0
67714,6,45.0,264.0,144443,0
67715,6,45.0,264.0,154214,0
67716,6,45.0,264.0,154437,0
67717,6,45.0,264.0,154413,0
67718,6,45.0,264.0,150450,0
67719,6,45.0,264.0,145952,0
67720,6,45.0,264.0,153089,0
67721,6,45.0,264.0,152015,0
67722,6,45.0,264.0,153556,0
67723,6,45.0,265.0,141640,0
67724,6,45.0,265.0,142102,0
67725,6,45.0,265.0,142410,0
67726,6,45.0,265.0,141199,0
67727,6,45.0,265.0,141762,0
67728,6,45.0,265.0,144577,0
67729,6,45.0,265.0,145001,0
67730,6,45.0,265.0,145002,0
67731,6,45.0,265.0,149319,0
67732,6,45.0,265.0,150693,0
67733,6,45.0,265.0,143458,0
67734,6,45.0,265.0,143704,0
67735,6,45.0,265.0,141182,0
67736,6,45.0,265.0,141187,0
67737,6,45.0,265.0,141202,0
67738,6,45.0,265.0,141228,0
67739,6,45.0,265.0,141230,0
67740,6,45.0,265.0,141233,0
67741,6,45.0,265.0,141255,0
67742,6,45.0,265.0,141302,0
67743,6,45.0,265.0,141333,0
67744,6,45.0,265.0,141437,0
67745,6,45.0,265.0,141453,0
67746,6,45.0,265.0,141456,0
67747,6,45.0,265.0,141564,0
67748,6,45.0,265.0,141618,0
67749,6,45.0,265.0,141619,0
67750,6,45.0,265.0,141620,0
67751,6,45.0,265.0,141624,0
67752,6,45.0,265.0,141652,0
67753,6,45.0,265.0,141697,0
67754,6,45.0,265.0,141708,0
67755,6,45.0,265.0,141711,0
67756,6,45.0,265.0,141714,0
67757,6,45.0,265.0,141733,0
67758,6,45.0,265.0,141739,0
67759,6,45.0,265.0,141761,0
67760,6,45.0,265.0,141774,0
67761,6,45.0,265.0,141775,0
67762,6,45.0,265.0,141806,0
67763,6,45.0,265.0,141844,0
67764,6,45.0,265.0,141887,0
67765,6,45.0,265.0,142015,0
67766,6,45.0,265.0,142021,0
67767,6,45.0,265.0,142033,0
67768,6,45.0,265.0,142148,0
67769,6,45.0,265.0,142161,0
67770,6,45.0,265.0,142183,0
67771,6,45.0,265.0,142409,0
67772,6,45.0,265.0,142440,0
67773,6,45.0,265.0,142449,0
67774,6,45.0,265.0,142497,0
67775,6,45.0,265.0,142500,0
67776,6,45.0,265.0,142542,0
67777,6,45.0,265.0,142607,0
67778,6,45.0,265.0,142642,0
67779,6,45.0,265.0,142877,0
67780,6,45.0,265.0,142911,0
67781,6,45.0,265.0,143107,0
67782,6,45.0,265.0,143123,0
67783,6,45.0,265.0,143176,0
67784,6,45.0,265.0,143188,0
67785,6,45.0,265.0,143189,0
67786,6,45.0,265.0,143190,0
67787,6,45.0,265.0,143198,0
67788,6,45.0,265.0,143454,0
67789,6,45.0,265.0,143472,0
67790,6,45.0,265.0,143473,0
67791,6,45.0,265.0,143535,0
67792,6,45.0,265.0,143636,0
67793,6,45.0,265.0,143669,0
67794,6,45.0,265.0,143707,0
67795,6,45.0,265.0,143844,0
67796,6,45.0,265.0,143935,0
67797,6,45.0,265.0,143968,0
67798,6,45.0,265.0,143970,0
67799,6,45.0,265.0,143977,0
67800,6,45.0,265.0,143978,0
67801,6,45.0,265.0,144058,0
67802,6,45.0,265.0,144072,0
67803,6,45.0,265.0,144097,0
67804,6,45.0,265.0,144104,0
67805,6,45.0,265.0,144141,0
67806,6,45.0,265.0,144150,0
67807,6,45.0,265.0,144260,0
67808,6,45.0,265.0,144354,0
67809,6,45.0,265.0,144484,0
67810,6,45.0,265.0,144495,0
67811,6,45.0,265.0,144505,0
67812,6,45.0,265.0,144506,0
67813,6,45.0,265.0,144507,0
67814,6,45.0,265.0,144508,0
67815,6,45.0,265.0,144509,0
67816,6,45.0,265.0,144510,0
67817,6,45.0,265.0,144511,0
