ID_kit_api_ID32E,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,cupule_28,cupule_29,cupule_30,cupule_31,cupule_32,ID_strains,ID_reference,manual_annotation,created_ID32E,modify_in_pgsql_ID32E,ID_tbl_api_ID32E,last_change
1061,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,+,+,+,-,-,+,+,-,+,+,-,-,-,-,+,145599,49458,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1062,+,-,-,-,-,+,-,-,-,+,+,+,-,-,-,-,+,-,+,+,+,+,+,-,-,+,-,+,+,+,-,-,145642,49508,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1063,+,+,-,-,-,+,-,+,+,+,+,+,-,+,-,-,-,+,+,+,+,+,-,+,+,+,+,-,+,-,+,-,145646,49512,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1064,+,-,-,-,-,-,-,+,-,+,-,+,-,-,-,-,+,-,-,+,-,+,-,-,-,+,-,-,-,-,+,-,145649,49515,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1065,+,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,+,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,137703,49536,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1066,-,-,+,+,+,+,+,-,+,+,+,+,+,+,-,+,+,-,+,+,+,+,+,+,+,+,+,+,+,+,-,+,4942,49576,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1067,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-,-,-,-,+,145699,49577,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1068,-,-,-,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,+,+,145704,49583,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1069,-,-,-,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,+,+,145705,49584,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1070,-,-,-,-,-,+,-,-,+,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,145728,49607,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1071,-,-,+,-,-,+,+,-,+,-,-,+,-,-,-,-,+,-,+,+,-,-,-,-,+,+,+,-,-,-,-,-,145730,49609,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1072,-,-,-,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,+,-,-,+,-,-,145731,49610,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1073,+,+,+,-,-,-,-,+,+,-,+,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,-,-,-,-,-,145754,49634,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1074,+,-,+,+,-,+,-,-,-,-,+,+,-,-,-,-,+,-,-,+,-,+,-,-,-,+,-,-,-,-,-,-,145757,49637,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1075,+,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,+,+,-,-,-,-,-,145758,49638,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1076,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,145761,49643,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1077,+,+,+,+,-,+,-,-,-,-,+,+,-,-,-,+,-,-,-,+,-,+,-,-,-,+,-,-,-,-,-,+,145769,49653,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1078,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-,-,-,-,-,+,-,145782,49667,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1079,+,-,-,-,-,+,-,-,-,+,+,+,-,+,-,-,-,-,+,+,+,+,-,-,-,+,-,+,+,-,-,-,145793,49678,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1080,+,-,+,+,-,-,-,-,+,+,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,+,+,+,+,+,-,-,145807,49693,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1081,+,-,+,-,-,+,+,-,-,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,145809,49695,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1082,+,-,+,-,-,+,-,-,-,+,+,+,-,-,+,-,+,-,+,+,+,+,-,-,+,+,+,-,-,-,-,-,145810,49696,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1083,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,145828,49723,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1084,-,-,-,-,-,-,-,+,+,+,+,+,+,-,-,+,-,+,+,+,-,+,+,-,+,+,-,+,+,-,+,-,145831,49726,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1085,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,+,+,+,-,-,-,-,+,-,145837,49732,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1086,+,+,+,-,-,-,+,+,+,-,+,+,-,-,-,-,-,-,-,+,-,+,-,-,+,+,+,-,-,-,-,-,145843,49738,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1087,+,+,+,-,-,-,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,+,-,-,+,+,+,+,-,+,-,-,145863,49761,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1088,+,+,+,-,-,+,+,-,-,-,+,+,-,-,+,+,-,-,+,+,-,+,-,-,+,+,+,-,-,+,-,-,145873,49771,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1089,+,-,-,-,-,+,+,-,-,+,+,+,-,-,-,-,+,-,+,+,-,+,-,-,-,+,+,-,+,+,-,+,145874,49772,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1090,+,+,-,-,-,+,+,-,-,+,+,+,-,-,-,-,+,-,+,+,-,+,-,-,-,+,+,-,+,+,-,+,145875,49773,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1091,+,-,-,-,-,+,-,-,-,-,+,+,-,-,-,-,+,-,+,+,-,+,+,-,-,+,+,-,+,-,-,-,145876,49774,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1092,+,-,-,-,-,+,-,-,-,+,+,+,-,-,-,-,+,-,+,+,-,+,-,-,-,+,+,-,-,-,-,+,145877,49775,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1093,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,+,-,145878,49776,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1094,+,+,-,-,-,+,+,-,-,+,+,+,-,-,-,-,+,-,+,+,-,+,-,-,-,+,+,-,+,+,-,+,145879,49777,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1095,-,-,-,-,-,+,-,-,-,-,+,+,-,-,-,-,+,-,-,+,+,+,-,-,+,-,+,-,-,-,-,-,145880,49778,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1096,+,-,-,-,-,+,+,-,-,+,+,+,-,-,-,-,+,-,+,+,-,+,-,-,-,+,+,-,+,+,-,+,145881,49779,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1097,+,+,-,-,-,+,+,-,-,+,+,+,-,+,-,-,+,-,+,+,+,+,-,-,+,+,+,-,+,+,-,+,145883,49781,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1098,+,+,-,-,-,+,+,-,-,+,+,+,-,+,-,-,+,-,+,+,+,+,-,-,+,+,+,-,+,+,-,+,145884,49782,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1099,-,-,-,-,-,+,+,-,-,+,+,+,-,-,-,-,-,-,+,+,+,+,-,-,+,+,+,-,-,-,-,+,145885,49783,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1100,+,-,+,+,-,+,+,-,+,+,+,+,+,-,-,+,-,-,+,+,+,+,+,-,+,+,+,+,+,-,-,-,145893,49791,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1101,+,-,+,+,-,+,+,-,+,+,+,+,-,-,-,+,-,-,+,+,+,+,+,+,+,+,+,+,+,-,-,+,145896,49794,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1102,-,+,-,-,-,+,-,-,+,+,+,+,-,-,-,+,-,-,+,+,-,+,+,-,-,+,+,-,+,-,-,-,145897,49795,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1103,+,-,+,-,-,+,+,-,-,+,-,+,-,+,-,+,-,-,+,+,+,+,-,-,+,+,+,-,+,+,+,+,145898,49796,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1104,+,-,-,-,-,+,+,-,-,+,+,+,-,+,-,+,+,-,+,+,+,+,-,+,+,+,+,-,+,+,-,-,145899,49797,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1105,+,-,-,-,-,+,+,-,-,+,+,+,-,+,-,+,+,-,+,+,+,+,-,+,+,+,+,-,+,+,-,+,145901,49799,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1106,+,-,+,-,-,+,+,-,-,+,+,+,-,+,-,+,+,+,+,+,+,+,-,+,+,+,+,-,+,-,-,+,145902,49800,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1107,+,-,+,-,-,+,+,-,-,+,+,+,-,+,-,+,+,-,+,+,-,+,-,+,+,+,+,-,+,-,-,+,145903,49801,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1108,+,-,+,-,-,+,+,-,-,+,+,+,-,+,-,+,+,-,+,+,+,+,-,-,+,+,+,-,+,+,-,+,145905,49803,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1109,+,-,+,-,-,+,+,-,-,+,+,-,-,-,-,+,+,-,+,+,+,+,-,-,+,+,+,-,+,-,+,+,145906,49804,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1110,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,+,-,+,-,+,-,-,-,-,-,-,-,145914,49812,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1111,+,-,-,-,+,+,-,+,-,+,+,+,+,+,-,+,-,+,+,+,-,+,+,-,+,+,+,+,-,+,-,+,145915,49813,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1112,+,-,+,-,+,+,-,+,-,+,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,+,-,+,-,+,-,-,145917,49815,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1113,+,-,-,-,+,+,-,+,-,+,+,+,+,+,-,+,-,+,+,+,-,+,+,-,+,+,+,+,-,+,-,+,145919,49817,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1114,+,-,-,-,+,+,-,+,-,+,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,+,+,+,-,+,-,+,145921,49819,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1115,+,-,-,-,-,-,+,-,+,+,+,+,-,+,-,-,-,-,+,+,+,+,-,-,+,+,-,+,+,+,-,+,145923,49821,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1116,-,-,-,-,-,+,+,-,+,+,+,+,-,-,-,+,-,-,+,+,+,+,-,-,+,+,+,-,+,+,-,+,145924,49822,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1117,-,-,-,-,-,-,+,+,+,+,+,+,-,-,-,-,-,-,-,+,+,+,-,-,+,+,-,+,-,-,+,+,145925,49823,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1118,-,-,-,-,-,-,+,-,-,+,+,+,-,-,-,-,-,-,+,+,+,+,-,-,+,+,-,+,+,+,+,+,145926,49824,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1119,-,-,-,-,-,-,-,-,+,+,+,+,+,-,-,+,-,+,+,+,-,+,+,-,+,+,-,+,+,-,+,-,145927,49825,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1120,-,-,+,-,-,-,-,-,+,+,+,+,-,-,-,+,-,-,+,+,+,+,+,-,+,+,-,+,+,-,-,-,145928,49826,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1121,-,-,-,-,-,-,-,-,+,+,+,+,+,-,-,+,-,+,+,+,+,+,+,-,+,+,-,+,+,-,-,-,145929,49827,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1122,+,-,+,-,-,+,+,-,-,-,+,-,+,-,-,-,+,-,+,+,-,+,+,-,-,-,+,-,+,-,-,-,145930,49828,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1123,+,-,-,-,-,+,-,-,+,-,+,+,+,-,-,-,+,-,+,+,-,+,+,-,-,+,+,-,+,-,-,-,145937,49835,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1124,+,-,+,-,-,+,-,-,+,-,+,+,+,-,-,-,+,-,+,+,-,+,+,-,-,+,+,-,+,-,-,-,145943,49841,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1125,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,145944,49842,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,145945,49843,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1127,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,145946,49844,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,145947,49845,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1129,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,145949,49847,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1130,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,145950,49848,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1131,+,-,+,+,-,-,+,+,+,+,+,+,+,-,-,-,-,+,+,+,+,-,-,-,-,+,-,+,-,+,-,+,145951,49849,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1132,-,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,+,+,-,-,+,+,-,+,-,-,-,-,-,+,145954,49852,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1133,-,-,+,-,-,+,+,-,+,+,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,+,+,+,+,-,-,+,145955,49853,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1134,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,+,-,+,-,+,-,-,-,-,-,-,-,145956,49854,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1135,+,+,+,-,-,+,-,-,-,+,+,+,-,-,-,-,-,-,+,+,-,+,-,-,+,+,+,+,+,-,-,-,145957,49855,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1136,+,-,+,-,-,+,+,-,-,+,+,+,-,+,-,+,+,-,+,+,+,+,-,+,+,+,+,-,+,-,-,+,145958,49856,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1137,+,-,+,-,-,+,+,-,-,+,+,+,-,+,-,+,-,+,+,+,+,+,-,+,+,+,+,-,+,+,-,+,145959,49857,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1138,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,+,+,+,+,-,-,-,+,-,+,+,-,+,-,145960,49858,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1139,-,-,-,-,-,+,-,-,+,+,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,+,+,+,+,+,-,-,145964,49862,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1140,-,-,-,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,+,-,-,+,-,-,141180,44101,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1141,+,+,+,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,5129,49868,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1142,+,+,+,-,-,+,+,+,-,-,+,+,-,-,-,-,-,-,-,+,-,+,-,-,+,+,+,-,-,+,-,-,5124,49869,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1143,+,+,+,-,-,-,-,+,-,-,+,+,-,-,+,+,-,-,+,+,-,+,-,-,+,+,+,-,-,+,-,-,5128,49870,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1144,+,+,+,-,-,-,-,+,-,-,+,+,-,-,-,-,-,-,-,+,-,+,-,-,+,+,+,-,-,+,-,-,5123,49871,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1145,+,-,+,-,-,+,+,-,-,-,+,+,-,-,+,-,-,-,-,+,-,+,-,-,+,+,+,-,-,+,-,+,145979,49888,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1146,-,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,10454,49900,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1147,-,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,145988,49901,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1148,+,-,-,-,-,+,+,-,-,+,+,+,-,+,-,+,-,-,+,+,-,+,-,+,+,+,+,-,+,+,-,+,145990,49903,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1149,-,-,-,-,-,+,+,-,+,+,+,+,-,-,-,+,-,-,+,+,+,+,-,-,+,+,+,-,+,+,-,+,145993,49909,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1150,-,-,-,-,-,-,+,-,+,+,-,-,-,-,-,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,-,-,145995,49914,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1151,-,-,-,-,-,-,+,-,+,+,-,-,-,-,-,-,-,+,-,+,+,-,-,-,-,+,-,-,-,-,-,-,145996,49915,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1152,-,-,-,+,-,+,+,-,-,+,+,+,-,-,-,-,+,-,+,+,+,+,+,-,-,+,+,+,+,+,-,-,145997,49917,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1153,-,+,-,-,-,-,+,-,-,-,+,+,+,+,-,-,-,-,+,+,+,+,+,-,-,+,+,+,+,+,-,-,5177,49940,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1154,-,+,-,-,-,-,+,-,-,-,+,+,+,+,-,-,-,-,-,+,+,+,+,-,-,+,-,+,-,+,-,+,146011,49941,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1155,-,+,-,-,-,-,+,-,-,-,-,-,+,+,-,-,-,-,-,+,+,-,+,-,-,+,-,-,-,+,-,+,146012,49942,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1156,-,+,-,-,-,-,+,-,+,-,+,+,+,-,-,-,-,-,-,+,+,+,+,-,-,+,-,+,+,+,-,+,146013,49944,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1157,-,-,-,-,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-,-,-,-,-,146014,49946,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1158,-,-,-,-,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-,-,-,-,-,146015,49947,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1159,-,-,-,-,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-,-,-,-,-,146016,49948,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1160,-,+,-,-,-,-,-,+,-,+,+,+,-,-,-,-,+,+,+,+,-,+,-,-,-,+,-,-,-,-,-,-,238,49964,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1161,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,+,-,+,-,-,-,+,+,-,146055,49989,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1162,-,-,-,-,-,-,-,+,+,+,+,+,-,-,-,-,-,+,+,+,+,+,-,+,-,+,-,-,+,-,-,-,146074,50008,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1163,-,-,-,-,-,-,-,+,+,+,+,+,-,-,-,-,+,+,+,+,-,+,-,-,-,+,-,-,+,-,-,-,146075,50009,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1164,-,+,-,-,-,-,-,+,+,+,+,+,-,-,-,-,+,-,+,+,-,+,-,-,-,+,-,-,+,-,-,-,146076,50010,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1165,-,-,-,-,-,-,-,+,+,+,+,+,-,-,-,-,-,+,+,+,-,+,-,-,-,+,-,-,+,-,-,-,146077,50011,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1166,-,-,-,-,-,-,-,+,+,-,+,+,-,-,-,-,+,-,+,+,+,+,-,-,-,+,-,-,-,-,-,-,146078,50012,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1167,-,-,-,-,-,-,-,+,+,-,+,+,-,-,-,-,+,-,+,+,+,-,-,-,-,+,-,-,-,-,-,-,146079,50013,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1168,-,-,-,-,-,-,-,+,+,-,+,+,-,-,-,-,+,-,+,+,+,+,-,-,-,+,-,-,-,-,-,-,146080,50014,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1169,-,+,-,-,-,-,-,+,-,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,-,-,-,-,+,+,146081,50015,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1170,-,+,-,-,-,-,-,+,-,-,+,+,-,-,-,-,+,-,+,+,-,-,-,+,+,+,-,-,-,-,+,+,146082,50016,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1171,-,+,-,-,-,-,-,-,-,-,+,+,-,+,-,-,+,-,+,+,-,-,-,-,+,+,-,-,-,-,+,+,146083,50017,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1172,-,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,-,+,+,-,-,-,-,+,+,-,-,-,-,+,+,146084,50018,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1173,-,+,-,-,-,-,-,+,+,-,+,+,-,-,-,-,+,-,+,+,-,-,-,-,+,+,-,-,-,-,+,,146085,50019,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1174,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,+,-,-,-,-,+,+,146086,50020,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1175,-,+,-,-,-,-,-,+,-,-,+,+,-,-,-,-,+,-,+,+,-,-,-,-,+,+,-,-,-,-,+,+,146087,50021,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1176,-,+,-,-,-,-,-,+,-,+,+,+,-,-,-,-,+,+,+,+,+,+,-,-,-,+,-,-,+,-,+,-,146088,50022,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1177,-,+,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,+,-,+,-,146089,50023,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1178,-,+,-,-,-,-,-,-,+,-,+,+,-,-,-,-,+,+,+,+,+,+,-,-,-,+,-,-,-,-,+,-,146090,50024,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1179,-,+,-,-,-,-,-,+,+,+,+,+,-,-,-,-,+,-,+,+,+,-,-,-,-,+,-,-,-,-,-,-,146091,50025,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
