ID_kit_api_coryne,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,ID_strains,ID_reference,manual_annotation,created_COR,modify_in_pgsql_COR,ID_tbl_api_COR,last_change
172,-,-,+,-,+,+,+,+,+,+,+,,-,+,-,+,+,+,-,-,,2354,18620,1,2017-07-04 00:00:00,,,2017-08-22 16:29:05
173,-,+,+,-,+,+,+,-,-,+,+,,+,+,-,+,+,+,+,-,,2351,18621,1,2017-07-04 00:00:00,,,2017-08-22 16:29:05
174,-,-,+,-,+,+,+,+,-,+,+,,+,+,-,+,-,-,+,-,,7529,18622,1,2017-07-04 00:00:00,,,2017-08-22 16:29:05
175,-,-,+,-,-,-,+,-,-,-,+,,-,-,-,-,-,-,+,-,,7524,18623,1,2017-07-04 00:00:00,,,2017-08-22 16:29:05
176,+,+,+,-,+,+,+,+,+,+,+,,+,+,-,+,+,+,+,-,,7571,18624,1,2017-07-04 00:00:00,,,2017-08-22 16:29:05
177,-,+,+,-,+,+,+,-,-,+,+,,-,-,-,+,+,-,+,-,,3124,18626,1,2017-07-04 00:00:00,,,2017-08-22 16:29:05
178,+,+,+,-,+,+,+,+,-,+,+,,+,+,-,+,+,-,+,-,,7533,18627,1,2017-07-04 00:00:00,,,2017-08-22 16:29:05
179,+,+,+,-,+,+,+,+,+,+,+,,+,+,-,-,+,+,+,-,,7619,18628,1,2017-07-04 00:00:00,,,2017-08-22 16:29:05
180,+,+,+,-,+,+,+,-,-,+,+,,-,+,-,+,+,+,+,-,,7363,18629,1,2017-07-04 00:00:00,,,2017-08-22 16:29:05
181,-,-,+,+,-,+,+,-,+,+,-,,-,-,-,-,-,-,-,-,,17087,18633,1,2017-07-04 00:00:00,,,2017-08-22 16:29:05
182,+,+,+,+,+,+,+,+,+,+,+,,-,+,-,+,+,-,+,-,,7367,18634,1,2017-07-04 00:00:00,,,2017-08-22 16:29:05
183,+/-,+,+,-,+,+,+,-,-,+,+,,+,+,-,+,+,+,+,-,,7365,18635,1,2017-07-04 00:00:00,,,2017-08-22 16:29:05
184,-,+,+,-,+,+,+,+,+/-,+,+,,-,+,-,+,+,+/-,+,-,,3128,18636,1,2017-07-04 00:00:00,,,2017-08-22 16:29:05
185,-,+,+,-,+,+,-,-,-,+,+,,-,-,-,-,-,-,+,-,,3085,18637,1,2017-07-04 00:00:00,,,2017-08-22 16:29:05
186,-,+,+,-,+,+,+,-,-,+,+,,-,-,-,-,-,-,-,-,,3092,18740,1,2017-07-04 00:00:00,,,2017-08-22 16:29:05
187,-,-,-,+,-,+,+,-,+,-,+,,-,-,-,-,-,-,+,-,,6285,18741,1,2017-07-04 00:00:00,,,2017-08-22 16:29:05
188,,-,+,-,-,+,+,-,-,-,-,,,,,,,,-,,,7475,18745,1,2017-07-04 00:00:00,,,2017-08-22 16:29:05
189,-,-,+,-,-,-,+,-,+,-,-,,-,-,-,-,-,-,+,-,,7641,18746,1,2017-07-04 00:00:00,,,2017-08-22 16:29:05
190,-,-,-,-,-,-,+,-,-,+,-,,-,-,-,-,-,-,-,-,,3922,18747,1,2017-07-04 00:00:00,,,2017-08-22 16:29:05
191,-,+,+,-,+,+,+,-,+,+,+,,-,+,-,+,+,+,+,-,,7366,18748,1,2017-07-04 00:00:00,,,2017-08-22 16:29:05
192,+,+,+,-,+,+,+,+,+,+,+,,+,+,-,+,+,-,+,+,,7308,18752,1,2017-07-04 00:00:00,,,2017-08-22 16:29:05
193,+,+,+,-,+,+,+,-,-,+,-,,+,+,-,+,+,+,+,-,,7371,18753,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
194,-,-,-,-,-,+,+,-,+,-,-,,-,-,-,-,-,-,-,-,,7762,18756,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
195,+,+,+,-,+,+,+,+,+,+,+,,+,+,-,+,+,+,-,-,,7315,18757,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
196,-,-,-,-,-,-,+,-,-,+,-,,-,-,-,-,-,-,-,-,,3928,18758,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
197,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,3082,18762,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
198,-,-,-,+,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,3107,18765,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
199,-,+,+,-,+,+,+,+,+,+,-,,-,+,-,+,+,+,+,-,,7364,18767,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
200,-,-,-,-,+,-,-,-,-,+,-,,-,+,-,-,-,-,-,-,,3116,18769,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
201,-,-,-,+,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,3113,18770,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
202,-,-,+,+,-,+,+,-,+,-,-,,-,-,-,-,-,-,-,-,,7299,18771,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
203,+,+,+,-,+,+,+,+,-,+,+,,+,+,-,+,+,+,+,+,,7576,19535,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
204,-,-,-,+,-,+,+,-,+,+,-,,-,-,-,-,-,-,+,-,,10719,19543,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
205,-,+,+,+,-,+,+,+,+,+,+,,-,-,-,-,-,-,-,-,,10559,19559,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
206,-,-,+/-,+,-,-,+,-,-,+,-,,+,-,-,-,-,-,+,-,,10542,19562,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
207,+,-,+,+,-,-,+,-,-,+,+,,+,-,-,-,+,+,+,-,,10548,19563,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
208,-,-,+,+,-,+,+,-,+,-,-,,-,-,-,-,-,-,-,-,,17099,19624,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
209,,+,-,+,-,-,+,-,+,+,-,,,,,,,,-,,,17106,19629,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
210,-,-,-,+,-,-,-,-,-,+,-,,-,-,-,-,-,-,-,-,,3158,19630,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
211,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,+,-,,3153,19631,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
212,-,-,-,+,-,-,-,-,-,-,-,,+,-,-,-,+,-,-,-,,3162,19642,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
213,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,3166,19643,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
214,-,-,-,-,-,-,-,-,-,+,-,,-,-,-,-,-,-,+,-,,3172,19644,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
215,-,-,-,-,-,-,-,-,-,+,-,,-,-,-,-,-,-,+,+,,3144,19645,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
216,-,+,+,+,-,+,+,+,+,+,+,,-,-,-,-,-,-,-,-,,10726,19646,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
217,-,-,-,-,-,-,-,-,-,+,-,,-,-,-,-,-,-,-,-,,3174,19647,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
218,-,-,-,-,-,-,-,-,-,+,-,,-,-,-,-,+,-,-,-,,3175,19649,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
219,-,-,+,+,-,+,+,-,-,+,-,,-,-,-,-,-,-,+,-,,17371,19650,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
220,-,-,-,+,-,-,-,+,+,+,+,,-,-,-,-,-,-,-,-,,13232,19651,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
221,-,-,-,+,-,-,+,-,-,+,-,,-,-,-,-,-,-,+,-,,10585,19655,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
222,-,-,-,-,-,-,-,-,-,+,-,,-,-,-,-,-,-,+,-,,3183,19657,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
223,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,3184,19658,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
224,-,-,+,-,-,-,-,-,-,+,-,,+,-,-,-,-,-,-,-,,3192,19663,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
225,-,+,+,+,-,+/-,+,+,-,-,+,,-,-,-,-,-,-,-,-,,11210,19664,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
226,-,-,+,-,+,+,+,-,-,+,-,,-,-,-,-,-,-,+,-,,7620,18326,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
227,+,+,+,-,-,+,+,-,-,+,-,,+,-,-,-,+,-,+,-,,11140,18334,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
228,+,-,-,+,+,+,+,-,+,-,-,,-,-,-,-,-,-,-,-,,7267,18386,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
229,+,+,-,-,+,-,-,-,-,+,-,,+,-,-,-,+,-,-,-,,12620,18407,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
230,-,+,+,+,-,-,+,-,-,+,+,,-,-,-,-,-,-,+,-,,11120,18409,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
231,-,-,+,+,-,+,+,-,+,+,-,,-,-,-,-,-,-,+,-,,3909,18431,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
232,-,-,-,-,-,+,+,+,+,+,+,,-,-,-,-,-,-,-,-,,1770,18434,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
233,-,-,+,-,+,+,+,-,-,+,+,,-,-,-,-,-,-,+,-,,3080,18438,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
234,+,-,-,-,-,+,+,+,+,-,+,,+,-,+,-,+,+,+,+,,12610,18502,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
235,-,+,-,-,+,-,+,-,+,-,-,,-,-,-,-,-,-,-,-,,7490,18504,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
236,-,+/-,-,-,-,+,+,-,-,+,-,,+,-,-,+,-,+,+,-,,7650,18513,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
237,,+/-,+,+,-,-,+,-,+,-,-,,,,,,,,+,,,7780,18516,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
238,-,+,+,-,+,-,-,-,-,-,+/-,,-,-,-,-,-,-,+,-,,1840,18764,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
239,+,+,+,-,+,+,+,-,-,+,-,,+,+,-,+,+,-,+,-,,7380,18766,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
240,-,+,+,+,+,+,-,-,-,+,+,,-,-,-,-,-,-,+,-,,1838,18768,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
241,+,+,+,-,+,+,+,+,+,+,+,,-,+,-,+,+,+,-,-,,7370,18772,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
242,-,+,+,+,-,+,+,+,+,-,-,,-,-,-,-,-,-,-,-,,13432,19666,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
243,-,-,+,+,-,-,+,-,-,-,-,,-,-,-,-,-,-,-,-,,10601,19669,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
244,-,+,-,+,-,-,+,+,+,+,+,,-,-,-,-,-,-,-,-,,13235,19670,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
245,-,-,+,+,-,-,+,-,+,+,-,,-,-,-,-,-,-,+,-,,10752,19671,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
246,-,-,-,+,-,-,+,-,-,+,-,,-,-,-,-,-,-,-,-,,10764,19672,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
247,-,-,+/-,-,-,-,+/-,-,-,+,-,,-,-,-,-,-,-,-,-,,11029,19675,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
248,-,-,-,+,-,-,-,+,+,+,+,,-,-,-,-,-,-,-,-,,13256,19679,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
249,-,-,+,+,-,-,+,-,-,+,-,,-,-,+/-,-,-,-,-,-,,10881,19681,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
250,,-,+,+,-,-,+,-,+,+,-,,,,,,,,-,,,10607,19682,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
251,,-,-,+,-,-,+,-,+,+,-,,,,,,,,+,,,10627,19688,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
252,,-,-,-,-,-,-,-,-,-,-,,,,,,,,+,,,11033,19689,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
253,,+,-,+,-,-,+,-,+,+,-,,,,,,,,+,,,10774,19695,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
254,,-,-,+,-,-,+,-,-,-,-,,,,,,,,-,,,10786,19697,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
255,,-,-,+,-,-,+,-,+/-,+,+,,,,,,,,-,,,10787,19698,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
256,,-,-,+,+,+,+,-,-,-,-,,,,,,,,-,,,10779,19699,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
257,,-,+,+,-,-,+,-,-,-,-,,,,,,,,-,,,10777,19700,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
258,,-,+,-,-,-,-,-,-,-,-,,,,,,,,+,,,11035,19702,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
259,,-,+,+,-,-,+,-,+,-,-,,,,,,,,-,,,10780,19706,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
260,,-,-,+,-,-,-,-,-,-,-,,,,,,,,-,,,10789,19707,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
261,,-,-,+,-,-,+,-,-,-,-,,,,,,,,-,,,10798,19710,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
262,,+,-,-,-,-,-,-,-,+,-,,,,,,,,-,,,3214,19711,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
263,-,-,-,+,-,-,+,-,-,-,-,,-,-,-,-,-,-,+,-,,4260,19716,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
264,-,-,+,+,-,-,-,-,-,-,-,,-,-,-,-,-,-,+/-,-,,3229,19717,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
265,+,+,-,-,-,-,-,-,-,+,-,,+,-,-,+,+,+,+,-,,8579,19718,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
266,-,-,-,+,-,-,-,-,-,+,-,,+,+,-,-,+,-,-,+,,3147,19720,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
267,-,-,+,+,-,+,+,-,+,-,-,,-,-,-,-,-,-,-,-,,13529,19721,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
268,-,+,+,-,-,-,-,-,-,-,+,,-,-,-,-,-,-,+,-,,18105,19722,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
269,+,-,+,+,-,-,+,-,-,-,-,,+,+/-,-,-,+,-,+,+,,3918,19723,1,2017-07-05 00:00:00,,,2017-08-22 16:29:05
270,-,-,-,-,-,-,-,-,-,+,-,,-,-,-,-,-,-,-,-,,3148,19724,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
271,-,-,+,-,-,-,-,-,-,+,-,,-,-,-,-,-,-,+,-,,7484,19725,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
272,+,-,-,+,-,-,-,-,-,+,-,,+,-,-,-,+,-,+,-,,7482,19726,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
273,-,-,-,-,-,-,+,-,-,+,-,,-,-,-,-,-,-,+,-,,7485,19727,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
274,+,-,-,+,-,+,-,-,+,-,-,,+,+,+,+,+,+,-,+,,6316,19728,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
275,-,-,+,-,-,-,+,+,+,+,-,,-,-,-,-,-,-,-,-,,7278,19729,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
276,-,-,-,+,-,-,+,-,+,+,+,,-,-,-,-,-,-,-,-,,11055,19730,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
277,+,-,-,-,-,-,+,+,+,-,-,,+,-,+,+,+,-,-,-,,7396,19732,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
278,-,-,-,-,-,+,+,-,-,+,+,,-,-,-,-,-,-,-,-,,7400,19733,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
279,+,-,+,+,-,+,+,+,+,+,-,,+,-,-,-,+,+,+,-,,7401,19734,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
280,+,-,+,+,-,-,+,-,+,-,-,,-,+,-,-,-,-,-,-,,7250,19735,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
281,-,-,-,+,-,+,+,-,+/-,+,-,,-,-,-,-,+,-,+,-,,1678,19736,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
282,+,+,+,+,-,+,+,+,+,+/-,+,,+,-,+,-,+,-,+,+,,12581,19738,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
283,,-,-,-,-,-,+,-,+,+,-,,,,,,,,+,,,6263,19739,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
284,,+,-,-,-,+,+,+,+,-,-,,,,,,,,-,,,7277,19742,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
285,,+,-,+,+,+,+,-,+,-,-,,,,,,,,+,,,7426,19743,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
286,-,+,-,+,-,-,+,-,+,+,-,,-,-,-,-,-,-,-,-,,7427,19744,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
287,+,-,-,-,-,-,+,-,+,+,-,,+,-,+,-,-,-,-,-,,2369,19745,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
288,-,-,+,+,-,+,-,+,+,-,+,,-,-,-,-,-,-,-,-,,11075,19746,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
289,-,+,+,-,-,+,+,-,+,+,+,,-,-,-,-,-,-,-,-,,7784,19747,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
290,-,+,-,+,-,-,-,-,+,+,-,,-,-,-,-,-,-,-,-,,7351,19748,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
291,+,+,-,-,+,-,+,-,-,+,-,,-,-,-,-,+,-,-,-,,1773,19749,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
292,-,-,-,+,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,3924,19750,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
293,-,-,-,+,-,-,-,-,-,+,-,,-,-,-,-,-,-,+,-,,3925,19751,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
294,-,-,+,+,-,-,-,-,-,+,-,,-,-,-,-,-,-,-,-,,3926,19752,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
295,-,+,+,-,-,-,+,-,-,+,+,,-,-,-,-,-,-,-,-,,7255,19753,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
296,-,+,-,-,-,-,+,-,-,-,-,,-,-,-,-,-,-,-,-,,6279,19754,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
297,-,-,-,-,-,+,+,-,+,-,-,,-,-,-,-,-,-,-,-,,7502,19755,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
298,+/-,+,+,+,-,-,+,-,-,-,-,,+/-,+/-,+/-,+/-,+/-,+/-,-,-,,11119,19756,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
299,-,-,-,+,+,+,+,+,+,+,+,,-,-,-,-,-,-,+,-,,12626,19757,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
300,-,-,-,-,-,-,-,-,-,-,+,,-,-,-,-,-,-,-,-,,7759,19758,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
301,-,-,+,+,-,-,+,-,+,+,+,,-,-,-,-,-,-,-,-,,11135,19760,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
302,+,-,+,+,-,-,-,-,-,+,-,,+,-,-,+,-,-,+,-,,11126,19761,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
303,-,-,+,+,+,+,+,+,-,-,+,,-,-,-,-,-,-,-,-,,1868,19762,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
304,-,+,+,+,-,+,+,+,+,+,-,,-,-,-,-,-,-,+,-,,7500,19763,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
305,-,-,-,-,-,-,+,-,+,-,-,,+,+/-,-,+/-,-,-,+,-,,7661,19765,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
306,-,-,-,-,-,+,-,-,+,+,-,,-,-,-,-,-,-,-,-,,6287,19766,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
307,-,-,-,-,-,+,+,-,+,+,+,,-,-,-,-,-,-,-,-,,6302,19767,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
308,-,-,-,-,-,-,+,-,-,+,-,,-,-,-,-,-,-,+,-,,7429,19768,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
309,-,-,-,-,-,-,+,-,+,-,-,,-,-,-,-,-,-,-,-,,11122,19769,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
310,-,+,+,+,-,-,+,-,-,+,+,,-,-,-,-,-,-,+,-,,11131,19770,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
311,,+,-,-,-,-,+,+,-,-,-,,,,,,,,-,,,7436,19772,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
312,-,+,+,+,-,-,+,-,-,-,+,,-,-,-,-,-,-,+,-,,6310,19773,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
313,-,-,+,+,-,-,+/-,-,-,-,+,,-,-,-,-,-,-,-,-,,11125,19774,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
314,-,-,+,-,-,+,+,+,+,+,-,,-,-,-,-,-,-,+,-,,7498,19775,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
315,-,-,-,+,-,-,+,-,-,+,+,,-,-,-,-,-,-,-,-,,11065,19776,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
316,-,-,-,+,-,+,+,-,+,-,+,,-,-,-,-,-,-,+,-,,6306,19778,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
317,+,-,-,+,-,+,-,-,-,+,-,,+,-,-,-,+,+,+,-,,11142,19779,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
318,+,+,-,+,-,+,-,-,+,-,+,,+,-,-,-,-,-,+/-,-,,11141,19780,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
319,-,+,+,+,-,-,+,-,-,+,+,,-,-,-,-,-,-,+,-,,7343,19781,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
320,-,+,-,-,-,+,+,-,-,+,-,,-,-,-,-,-,-,+,-,,7770,19783,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
321,-,+,-,-,+,+,+,-,+,-,-,,+,-,-,+/-,+/-,-,+,-,,7446,19784,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
322,+/-,-,-,+,-,+,+,-,+,-,-,,+/-,+/-,+/-,-,+/-,+/-,-,-,,6318,19785,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
323,+,+,+,-,-,+,+,+,+,-,-,,+,+/-,-,+,-,-,-,-,,7439,19786,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
324,-,-,+,-,+,+,+,+,+,+,+,,+,+,-,+,+,+,+,-,,2357,19788,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
325,-,-,+,-,+,+,+,+,-,+,+,,+,+,+,+,+,-,-,-,,7790,19789,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
326,-,-,-,+,-,-,+,-,-,-,-,,-,-,-,-,-,-,+,-,,10842,19790,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
327,-,-,+,-,+,+,-,-,-,-,+,,-,-,-,-,-,-,+,-,,3078,19791,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
328,-,-,+,-,-,+,+,-,-,-,+,,-,-,+/-,-,-,-,-,-,,7785,19792,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
329,-,-,-,+,-,-,+,-,+,-,+,,-,-,-,-,-,-,+,-,,6311,19793,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
330,+/-,-,-,+,-,+,+,+,+,-,-,,+,+/-,+,+/-,+,+/-,+,+/-,,12605,19795,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
331,+/-,-,-,-,-,+,+,-,+,-,+,,+/-,+/-,+/-,+/-,+/-,+/-,-,-,,1681,19796,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
332,+,-,+,+,+,+,+,+,+,-,+,,+,-,+/-,-,+,+,+,-,,6319,19800,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
333,-,-,-,-,-,-,-,-,-,-,+,,-,-,-,-,-,-,-,-,,1843,19801,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
334,+/-,-,-,-,-,+,+,-,+,-,+,,+/-,-,-,-,+/-,-,+,-,,3920,19802,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
335,-,-,+,+,-,-,+,-,-,-,-,,-,-,-,-,-,-,-,-,,11145,19803,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
336,+,+,-,+,-,-,-,-,-,+,+,,+,+,-,-,+,+,+,+,,16459,19831,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
337,+,+,-,-,-,+,+,-,+,+,-,,-,-,-,+,+,-,-,-,,8422,19841,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
338,-,+,-,-,-,-,+,-,-,+,-,,-,-,-,-,-,-,-,-,,8433,19842,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
339,-,+,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,8429,19845,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
340,-,-,+,-,-,-,+,-,+,+,-,,-,-,-,-,-,-,-,-,,8416,19848,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
341,-,+,+,+,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,8463,19849,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
342,-,+,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,,8465,19850,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
343,-,-,+,+,-,-,-,-,-,-,-,,-,-,-,-,-,-,+,-,,8466,19851,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
344,-,+,+,+/-,-,-,+,-,-,+/-,+,,-,-,-,-,-,-,+,-,,8468,19852,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
345,-,+,-,+,-,-,-,-,-,+/-,+,,-,-,-,-,-,-,-,-,,8469,19853,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
346,+,+,+,+,-,+,-,-,-,+,-,,+,+,+,+,+,+,+,+,,8470,19855,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
347,-,-,-,+,-,-,-,-,+,-,-,,-,-,-,-,-,-,-,-,,8471,19856,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
348,-,+,+,+,-,-,-,-,-,+,-,,-,-,-,-,-,-,+,-,,8481,19858,1,2017-07-06 00:00:00,,,2017-08-22 16:29:05
