ID_cell_morphology,cell_len,rgStart_len,rgEnd_len,cell_len_unit,cell_width,rgStart_wid,rgEnd_wid,cell_width_unit,cell_shape,motility,flagellum_arrangement,gram_stain,ID_strains,ID_reference,manual_annotation,api_import,last_change
153,1.3-4,1.3,4.0,µm,0.7-1.2,0.7,1.2,µm,rod-shaped,1.0,,negative,357,23273,1,,2017-01-23 09:18:52
154,0.7-2.5,0.7,2.5,µm,0.3-0.6,0.3,0.6,µm,rod-shaped,0.0,,negative,360,23274,1,,2017-01-23 09:18:52
155,1.0-2.5,1.0,2.5,µm,0.5-0.8,0.5,0.8,µm,rod-shaped,0.0,,negative,361,23275,1,,2017-01-23 09:18:52
156,1-1.5,1.0,1.5,µm,0.5-0.8,0.5,0.8,µm,rod-shaped,1.0,"monotrichous, polar",negative,362,23276,1,,2017-01-23 09:18:52
157,0.7-1.0,0.7,1.0,µm,0.3-0.5,0.3,0.5,µm,rod-shaped,1.0,,negative,363,23277,1,,2017-01-23 09:18:52
158,0.5-0.8,0.5,0.8,µm,0.3-0.6,0.3,0.6,µm,rod-shaped,1.0,,negative,364,23278,1,,2017-01-23 09:18:52
159,0.6-0.9,0.6,0.9,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,1.0,amphitrichous,negative,365,23279,1,,2017-01-23 09:18:52
160,1-2,1.0,2.0,µm,0.4-0.5,0.4,0.5,µm,rod-shaped,1.0,peritrichous,negative,377,23280,1,,2017-01-23 09:18:52
161,,,,,,,,,rod-shaped,1.0,peritrichous,negative,378,23281,1,,2017-01-13 12:40:56
162,1-1.8,1.0,1.8,µm,0.5-0.6,0.5,0.6,µm,rod-shaped,1.0,peritrichous,negative,379,22905,1,,2017-01-23 09:18:52
163,1.0-2.8,1.0,2.8,µm,0.4-0.7,0.4,0.7,µm,rod-shaped,0.0,,negative,382,23282,1,,2017-01-23 09:18:52
164,1-2,1.0,2.0,µm,,,,,rod-shaped,,,negative,385,23283,1,,2017-01-23 08:54:19
165,0.8-2.0,0.8,2.0,µm,0.3-0.7,0.3,0.7,µm,rod-shaped,1.0,lophotrichous,negative,394,23284,1,,2017-01-23 09:18:52
166,4.8-6.3,4.8,6.3,µm,0.9-1.1,0.9,1.1,µm,rod-shaped,1.0,,positive,414,23285,1,,2017-01-23 09:18:52
167,1.2-1.8,1.2,1.8,µm,0.5-0.6,0.5,0.6,µm,rod-shaped,1.0,"monotrichous, polar",negative,437,23286,1,,2017-01-23 09:18:52
168,1.0-1.8,1.0,1.8,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,1.0,"monotrichous, polar",negative,438,23286,1,,2017-01-23 09:18:52
169,2,2.0,2.0,µm,0.5-1.0,0.5,1.0,µm,rod-shaped,0.0,,negative,440,23287,1,,2017-01-23 09:18:52
170,2.0-7.0,2.0,7.0,µm,0.4,0.4,0.4,µm,rod-shaped,1.0,"monotrichous, polar",negative,447,23288,1,,2017-01-23 08:54:19
171,0.7-0.9,0.7,0.9,µm,,,,,rod-shaped,1.0,"monotrichous, polar",negative,449,23289,1,,2017-01-23 08:54:19
172,1.8,1.8,1.8,µm,0.9,0.9,0.9,µm,rod-shaped,1.0,"monotrichous, polar",negative,450,23290,1,,2017-01-13 12:40:56
173,,,,,,,,,rod-shaped,1.0,,negative,451,23291,1,,2017-01-13 12:40:56
174,1-5,1.0,5.0,µm,0.2-0.4,0.2,0.4,µm,,,,,451,23291,1,,2017-01-23 09:18:52
175,1.6-2.3,1.6,2.3,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,1.0,"monotrichous, polar",negative,459,23292,1,,2017-01-23 09:18:52
176,2.1-3.0,2.1,3.0,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,1.0,"monotrichous, polar",negative,460,23293,1,,2017-01-23 09:18:52
177,1.1-1.7,1.1,1.7,µm,0.3-0.5,0.3,0.5,µm,rod-shaped,0.0,,negative,465,23292,1,,2017-01-23 09:18:52
178,1.5-3.0,1.5,3.0,µm,0.5,0.5,0.5,µm,rod-shaped,1.0,"monotrichous, polar",negative,470,23294,1,,2017-01-23 08:54:19
179,,,,,,,,,pleomorphic-shaped,,,,470,23294,1,,2017-01-13 12:40:56
180,2-3,2.0,3.0,µm,0.3-0.6,0.3,0.6,µm,rod-shaped,1.0,"monotrichous, polar",negative,473,23295,1,,2017-01-23 09:18:52
181,2.5-3.5,2.5,3.5,µm,0.3-0.5,0.3,0.5,µm,rod-shaped,1.0,,negative,478,23296,1,,2017-01-23 09:18:52
182,1.8-2.5,1.8,2.5,µm,0.3-0.4,0.3,0.4,µm,rod-shaped,1.0,,negative,479,23297,1,,2017-01-23 09:18:52
183,1.0-1.3,1.0,1.3,µm,0.4-0.5,0.4,0.5,µm,rod-shaped,1.0,,negative,480,23297,1,,2017-01-23 09:18:52
184,1.5-3.0,1.5,3.0,µm,0.6-0.9,0.6,0.9,µm,rod-shaped,1.0,"monotrichous, polar",negative,481,23298,1,,2017-01-23 09:18:52
185,1.5-3.0,1.5,3.0,µm,0.6-0.8,0.6,0.8,µm,rod-shaped,1.0,"monotrichous, polar",negative,483,23298,1,,2017-01-23 09:18:52
186,1.2-4.5,1.2,4.5,µm,0.5-1.3,0.5,1.3,µm,rod-shaped,1.0,polar,negative,491,23124,1,,2017-01-23 09:18:52
187,1.6-3.0,1.6,3.0,µm,0.3-0.5,0.3,0.5,µm,rod-shaped,1.0,,negative,492,23125,1,,2017-01-23 09:18:52
188,1.7-2.4,1.7,2.4,µm,0.6-0.8,0.6,0.8,µm,rod-shaped,1.0,polar,negative,493,23126,1,,2017-01-23 09:18:52
189,>100,100.0,100.0,µm,0.2-0.3,0.2,0.3,µm,filament-shaped,0.0,,negative,501,23127,1,,2017-01-23 09:18:52
190,>100,100.0,100.0,µm,0.3-0.4,0.3,0.4,µm,filament-shaped,0.0,,negative,502,23356,1,,2017-01-23 09:18:52
191,>100,100.0,100.0,µm,<0.2,0.2,0.2,µm,filament-shaped,0.0,,negative,503,23356,1,,2017-01-13 12:40:56
192,>100,100.0,100.0,µm,0.4-0.5,0.4,0.5,µm,filament-shaped,0.0,,negative,504,23356,1,,2017-01-23 09:18:52
193,2.0-3.0,2.0,3.0,µm,0.3-0.5,0.3,0.5,µm,rod-shaped,0.0,,negative,512,23128,1,,2017-01-23 09:18:52
194,2-4,2.0,4.0,µm,0.3-0.4,0.3,0.4,µm,rod-shaped,1.0,,negative,515,23129,1,,2017-01-23 09:18:52
195,2.4-3.9,2.4,3.9,µm,0.5-0.6,0.5,0.6,µm,rod-shaped,1.0,,negative,525,23130,1,,2017-01-23 09:18:52
196,1.5-2.5,1.5,2.5,µm,1.0,1.0,1.0,µm,rod-shaped,1.0,polar,negative,526,23131,1,,2017-01-23 09:18:52
197,0.7-1.4,0.7,1.4,µm,0.4-1.0,0.4,1.0,µm,rod-shaped,0.0,,negative,528,23132,1,,2017-01-23 09:18:52
198,1.3-1.5,1.3,1.5,µm,0.4-1.1,0.4,1.1,µm,rod-shaped,0.0,,negative,531,23133,1,,2017-01-23 09:18:52
199,0.4-1.2,0.4,1.2,µm,0.9,0.9,0.9,µm,rod-shaped,0.0,,negative,532,23134,1,,2017-01-23 08:54:19
200,1.0-1.5,1.0,1.5,µm,0.4-1.3,0.4,1.3,µm,rod-shaped,1.0,,negative,533,23135,1,,2017-01-23 09:18:52
201,0.8-1.2,0.8,1.2,µm,0.6-0.8,0.6,0.8,µm,rod-shaped,1.0,,negative,534,23136,1,,2017-01-23 09:18:52
202,3.0-5.0,3.0,5.0,µm,1.0,1.0,1.0,µm,rod-shaped,1.0,,positive,569,23137,1,,2017-01-23 08:54:19
203,3.0-8.0,3.0,8.0,µm,0.8-1.0,0.8,1.0,µm,rod-shaped,1.0,,variable,570,23359,1,,2017-01-23 09:18:52
204,3.0-8.0,3.0,8.0,µm,0.8-1.0,0.8,1.0,µm,rod-shaped,1.0,,variable,571,23359,1,,2017-01-23 09:18:52
205,,,,,,,,,rod-shaped,1.0,,positive,572,23138,1,,2017-01-13 12:40:56
206,1.8-3.0,1.8,3.0,µm,0.7-0.9,0.7,0.9,µm,rod-shaped,1.0,peritrichous,positive,598,24474,1,,2017-03-15 08:39:31
207,3-10,3.0,10.0,µm,0.9-1.0,0.9,1.0,µm,rod-shaped,1.0,peritrichous,positive,599,23140,1,,2017-01-23 09:18:52
208,2.0-4.0,2.0,4.0,µm,0.5-1.0,0.5,1.0,µm,rod-shaped,1.0,,positive,1077,23299,1,,2017-01-23 09:18:52
209,,,,,0.6-0.7,0.6,0.7,µm,,1.0,peritrichous,positive,1081,23300,1,,2017-01-23 09:18:52
210,2.0-4.0,2.0,4.0,µm,0.5-1.0,0.5,1.0,µm,rod-shaped,,,positive,1093,23301,1,,2017-01-23 09:18:52
211,2.0-4.0,2.0,4.0,µm,0.8-1.0,0.8,1.0,µm,,1.0,,positive,1150,23302,1,,2017-01-23 09:18:52
212,3.0-5.0,3.0,5.0,µm,1.0,1.0,1.0,µm,rod-shaped,0.0,,positive,1151,23303,1,,2017-01-23 08:54:19
213,,,,,,,,,rod-shaped,,,positive,1153,23304,1,,2017-01-13 12:40:56
214,1.5-6.0,1.5,6.0,µm,0.6-0.8,0.6,0.8,µm,rod-shaped,1.0,peritrichous,negative,1154,23305,1,,2017-01-23 09:18:52
215,2-5,2.0,5.0,µm,1.0,1.0,1.0,µm,rod-shaped,1.0,,positive,1201,23306,1,,2017-01-23 08:54:19
216,2.5-3.5,2.5,3.5,µm,0.5-1.5,0.5,1.5,µm,rod-shaped,0.0,,positive,1203,23307,1,,2017-01-23 09:18:52
217,1.0-4.0,1.0,4.0,µm,0.5-0.8,0.5,0.8,µm,rod-shaped,1.0,,variable,1208,23308,1,,2017-01-23 09:18:52
218,4-5,4.0,5.0,µm,1,1.0,1.0,µm,rod-shaped,1.0,,positive,1209,23309,1,,2017-01-23 08:54:19
219,4.0-6.0,4.0,6.0,µm,0.8-2.0,0.8,2.0,µm,filament-shaped,1.0,peritrichous,variable,1210,23310,1,,2017-01-23 09:18:52
220,2-5,2.0,5.0,µm,0.7-0.9,0.7,0.9,µm,rod-shaped,1.0,,positive,1212,23311,1,,2017-01-23 09:18:52
221,,,,,,,,,,,,positive,1213,23312,1,,2017-01-13 12:40:56
222,0.6-1.2,0.6,1.2,µm,,,,,pleomorphic-shaped,1.0,,variable,1213,23312,1,,2017-01-23 08:54:19
223,,,,,,,,,,,,positive,1214,23312,1,,2017-01-13 12:40:56
224,0.7-1.2,0.7,1.2,µm,,,,,rod-shaped,1.0,,variable,1214,23312,1,,2017-01-23 08:54:19
225,0.6-0.9,0.6,0.9,µm,,,,,,1.0,,negative,1215,23312,1,,2017-01-23 08:54:19
226,0.6-1.2,0.6,1.2,µm,,,,,,1.0,,positive,1216,23312,1,,2017-01-23 08:54:19
227,,,,,,,,,,,,positive,1217,23312,1,,2017-01-13 12:40:56
228,0.6-1.2,0.6,1.2,µm,,,,,rod-shaped,1.0,,variable,1217,23312,1,,2017-01-23 08:54:19
229,0.6-08,0.6,8.0,µm,1.0-3.5,1.0,3.5,µm,rod-shaped,1.0,,negative,1219,23313,1,,2017-01-23 09:18:52
230,1.2-4.0,1.2,4.0,µm,0.5-0.8,0.5,0.8,µm,rod-shaped,1.0,,negative,1220,23313,1,,2017-01-23 09:18:52
231,1.6-3.5,1.6,3.5,µm,0.6-0.8,0.6,0.8,µm,rod-shaped,1.0,,negative,1221,23313,1,,2017-01-23 09:18:52
232,1.5-3.5,1.5,3.5,µm,0.6-0.8,0.6,0.8,µm,rod-shaped,1.0,"monotrichous, polar",positive,1224,23314,1,,2017-01-23 09:18:52
233,1.2-3.5,1.2,3.5,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,1.0,peritrichous,variable,1225,23314,1,,2017-01-23 09:18:52
234,3.3-5.3,3.3,5.3,µm,0.9-1.2,0.9,1.2,µm,rod-shaped,0.0,,positive,1233,23315,1,,2017-01-23 09:18:52
235,3.0-5.0,3.0,5.0,µm,0.5-0.9,0.5,0.9,µm,rod-shaped,1.0,peritrichous,positive,1239,23316,1,,2017-01-23 09:18:52
236,4.0-6.0,4.0,6.0,µm,0.8-1.1,0.8,1.1,µm,rod-shaped,1.0,peritrichous,variable,1250,23317,1,,2017-01-23 09:18:52
237,4-8,4.0,8.0,µm,0.5-0.8,0.5,0.8,µm,rod-shaped,1.0,,positive,1251,23318,1,,2017-01-23 09:18:52
238,3-6,3.0,6.0,µm,0.4-0.8,0.4,0.8,µm,rod-shaped,1.0,,variable,1256,23319,1,,2017-01-23 09:18:52
239,,,,,,,,,rod-shaped,,,positive,1263,23320,1,,2017-01-13 12:40:56
240,1.5-3.0,1.5,3.0,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,,,positive,1280,23141,1,,2017-01-23 09:18:52
241,>1.0,1.0,1.0,µm,,,,,rod-shaped,1.0,,positive,1323,23142,1,,2017-01-13 12:40:56
242,,,,,,,,,rod-shaped,1.0,,positive,1327,22983,1,,2017-01-13 12:40:56
243,2.0-4.5,2.0,4.5,µm,0.7-1.4,0.7,1.4,µm,rod-shaped,1.0,lophotrichous,positive,1342,22983,1,,2017-01-23 09:18:52
244,2.0-4.5,2.0,4.5,µm,0.7 -1.1,0.7,1.1,µm,rod-shaped,1.0,lophotrichous,positive,1343,22983,1,,2017-01-23 09:18:52
245,2.5-4.0,2.5,4.0,µm,0.8-0.9,0.8,0.9,µm,rod-shaped,0.0,,positive,1344,22984,1,,2017-01-23 09:18:52
246,2.0-100.0,2.0,100.0,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,1.0,,positive,1346,22986,1,,2017-01-23 09:18:52
247,1.0-2.8,1.0,2.8,µm,0.6-1.2,0.6,1.2,µm,rod-shaped,1.0,peritrichous,positive,1347,22987,1,,2017-01-23 09:18:52
248,2.2-4.2,2.2,4.2,µm,0.6-0.9,0.6,0.9,µm,rod-shaped,1.0,peritrichous,positive,1348,22987,1,,2017-01-23 09:18:52
249,1.6-3.3,1.6,3.3,µm,0.5-1.0,0.5,1.0,µm,rod-shaped,0.0,,positive,1349,22985,1,,2017-01-23 09:18:52
250,1.0-2.9,1.0,2.9,µm,0.5-1.0,0.5,1.0,µm,rod-shaped,0.0,,positive,1350,22985,1,,2017-01-23 09:18:52
251,1.5-4.0,1.5,4.0,µm,0.7-1.1,0.7,1.1,µm,rod-shaped,1.0,peritrichous,positive,1351,22988,1,,2017-01-23 09:18:52
252,2.4-3.4,2.4,3.4,µm,1.6-1.8,1.6,1.8,µm,rod-shaped,0.0,,positive,1352,22989,1,,2017-01-23 09:18:52
253,1.0-2.0,1.0,2.0,µm,0.5-1.0,0.5,1.0,µm,rod-shaped,1.0,,positive,1353,22990,1,,2017-01-23 09:18:52
254,1.0-4.0,1.0,4.0,µm,0.5-0.9,0.5,0.9,µm,rod-shaped,1.0,"monotrichous, polar",positive,1354,22991,1,,2017-01-23 09:18:52
255,1.57,1.57,1.57,µm,,,,,coccus-shaped,0.0,,positive,1355,22992,1,,2017-01-13 12:40:56
256,1.5-3.0,1.5,3.0,µm,0.5-0.9,0.5,0.9,µm,rod-shaped,1.0,peritrichous,positive,1356,22993,1,,2017-01-23 09:18:52
257,3.6-4.5,3.6,4.5,µm,0.6-0.9,0.6,0.9,µm,rod-shaped,1.0,peritrichous,positive,1357,22995,1,,2017-01-23 09:18:52
258,3.6-4.5,3.6,4.5,µm,0.6-0.9,0.6,0.9,µm,rod-shaped,1.0,peritrichous,positive,1358,22995,1,,2017-01-23 09:18:52
259,2.0-4.0,2.0,4.0,µm,0.4-0.7,0.4,0.7,µm,rod-shaped,1.0,monotrichous,variable,1359,22996,1,,2017-01-23 09:18:52
260,1.5-3.0,1.5,3.0,µm,0.2-0.3,0.2,0.3,µm,rod-shaped,1.0,,positive,1360,22997,1,,2017-01-23 09:18:52
261,1.2-3.0,1.2,3.0,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,1.0,peritrichous,positive,1361,22998,1,,2017-01-23 09:18:52
262,1.0-3.0,1.0,3.0,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,1.0,,positive,1362,22999,1,,2017-01-23 09:18:52
263,0.8-2.5,0.8,2.5,µm,0.2-0.4,0.2,0.4,µm,rod-shaped,0.0,,positive,1363,23000,1,,2017-01-23 09:18:52
264,1.5-2.5,1.5,2.5,µm,0.5,0.5,0.5,µm,rod-shaped,0.0,,positive,1364,23001,1,,2017-01-23 08:54:19
265,2.0-4.0,2.0,4.0,µm,0.7-1.2,0.7,1.2,µm,rod-shaped,1.0,peritrichous,positive,1365,23002,1,,2017-01-23 09:18:52
266,0.8-2.5,0.8,2.5,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,1.0,peritrichous,positive,1366,23003,1,,2017-01-23 09:18:52
267,2.0-4.0,2.0,4.0,µm,0.5-1.0,0.5,1.0,µm,rod-shaped,0.0,,positive,1367,23004,1,,2017-01-23 09:18:52
268,1.5-4.0,1.5,4.0,µm,0.9,0.9,0.9,µm,rod-shaped,1.0,,positive,1368,23005,1,,2017-01-23 08:54:19
269,1.0-1.2,1.0,1.2,µm,,,,,coccus-shaped,1.0,"monotrichous, polar",positive,1370,23006,1,,2017-01-23 08:54:19
270,0.1-0.5,0.1,0.5,µm,,,,,coccus-shaped,1.0,,positive,1371,23007,1,,2017-01-23 08:54:19
271,,,,,,,,,rod-shaped,1.0,peritrichous,positive,1373,23030,1,,2017-01-13 12:40:56
272,1.2-2.0,1.2,2.0,µm,0.5-0.8,0.5,0.8,µm,rod-shaped,1.0,peritrichous,positive,1374,23031,1,,2017-01-23 09:18:52
273,1.3-3.0,1.3,3.0,µm,0.8-1.0,0.8,1.0,µm,rod-shaped,1.0,peritrichous,positive,1375,23009,1,,2017-01-23 09:18:52
274,0.8-2.0,0.8,2.0,µm,0.2-0.4,0.2,0.4,µm,rod-shaped,1.0,peritrichous,positive,1376,23010,1,,2017-01-23 09:18:52
275,2.0-2.2,2.0,2.2,µm,0.5-0.6,0.5,0.6,µm,rod-shaped,1.0,monotrichous,positive,1377,23011,1,,2017-01-23 09:18:52
276,0.8-3.0,0.8,3.0,µm,0.4-0.5,0.4,0.5,µm,rod-shaped,1.0,peritrichous,positive,1378,23012,1,,2017-01-23 09:18:52
277,1.5-2.5,1.5,2.5,µm,0.7-1.2,0.7,1.2,µm,rod-shaped,1.0,polar,positive,1380,23013,1,,2017-01-23 09:18:52
278,2.0-6.0,2.0,6.0,µm,0.4,0.4,0.4,µm,rod-shaped,1.0,,positive,1381,23014,1,,2017-01-23 08:54:19
279,2.0-6.0,2.0,6.0,µm,0.4,0.4,0.4,µm,rod-shaped,1.0,,positive,1382,23014,1,,2017-01-23 08:54:19
280,2.0-3.0,2.0,3.0,µm,0.8-1.0,0.8,1.0,µm,rod-shaped,0.0,,positive,1383,23015,1,,2017-01-23 09:18:52
281,3.0-5.0,3.0,5.0,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,1.0,peritrichous,positive,1385,23016,1,,2017-01-23 09:18:52
282,2.3-3.0,2.3,3.0,µm,0.6-0.9,0.6,0.9,µm,rod-shaped,1.0,peritrichous,positive,1386,23017,1,,2017-01-23 09:18:52
283,3.3-4.0,3.3,4.0,µm,0.4-0.9,0.4,0.9,µm,rod-shaped,1.0,peritrichous,positive,1387,23018,1,,2017-01-23 09:18:52
284,3.5-4.0,3.5,4.0,µm,0.6-0.9,0.6,0.9,µm,rod-shaped,1.0,peritrichous,positive,1388,23019,1,,2017-01-23 09:18:52
285,3.5-5.0,3.5,5.0,µm,0.4-0.8,0.4,0.8,µm,rod-shaped,1.0,peritrichous,positive,1389,23020,1,,2017-01-23 09:18:52
286,2.0-4.0,2.0,4.0,µm,1.0-1.2,1.0,1.2,µm,rod-shaped,1.0,,positive,1391,23021,1,,2017-01-23 09:18:52
287,1.3-8.5,1.3,8.5,µm,0.6-0.8,0.6,0.8,µm,rod-shaped,1.0,,positive,1392,23022,1,,2017-01-23 09:18:52
288,1.5-6.0,1.5,6.0,µm,1.0,1.0,1.0,µm,rod-shaped,1.0,,positive,1393,23023,1,,2017-01-23 08:54:19
289,1.0-6.0,1.0,6.0,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,1.0,,negative,1394,23024,1,,2017-01-23 09:18:52
290,1.0-6.0,1.0,6.0,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,1.0,,negative,1396,23024,1,,2017-01-23 09:18:52
291,1.5-2.0,1.5,2.0,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,1.0,peritrichous,negative,1398,23025,1,,2017-01-23 09:18:52
292,2.5-4.0,2.5,4.0,µm,0.7-0.9,0.7,0.9,µm,rod-shaped,1.0,,negative,1400,23026,1,,2017-01-23 09:18:52
293,2.5-3.5,2.5,3.5,µm,0.8-1.2,0.8,1.2,µm,rod-shaped,1.0,,negative,1401,23026,1,,2017-01-23 09:18:52
294,4.0-5.0,4.0,5.0,µm,0.2-0.3,0.2,0.3,µm,rod-shaped,0.0,,positive,1402,23027,1,,2017-01-23 09:18:52
295,0.9-1.9,0.9,1.9,µm,0.3-0.5,0.3,0.5,µm,rod-shaped,0.0,,positive,1403,23029,1,,2017-01-23 09:18:52
296,,,,,,,,,rod-shaped,1.0,,positive,1404,23028,1,,2017-01-13 12:40:56
297,,,,,,,,,rod-shaped,0.0,,positive,1406,23032,1,,2017-01-13 12:40:56
298,2.0-3.2,2.0,3.2,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,1.0,peritrichous,positive,1407,23033,1,,2017-01-23 09:18:52
299,2.0-7.0,2.0,7.0,µm,0.5-0.6,0.5,0.6,µm,rod-shaped,1.0,,variable,1408,23034,1,,2017-01-23 09:18:52
300,1.8-3.5,1.8,3.5,µm,0.7-1.0,0.7,1.0,µm,rod-shaped,1.0,peritrichous,positive,1409,23035,1,,2017-01-23 09:18:52
301,2.0-3.5,2.0,3.5,µm,0.6-1.0,0.6,1.0,µm,rod-shaped,1.0,peritrichous,,1419,23042,1,,2017-01-23 09:18:52
302,6.0-12.0,6.0,12.0,µm,0.9-1.5,0.9,1.5,µm,rod-shaped,1.0,peritrichous,positive,1422,23043,1,,2017-01-23 09:18:52
303,3.0-7.0,3.0,7.0,µm,0.5-1.2,0.5,1.2,µm,rod-shaped,1.0,peritrichous,positive,1430,23042,1,,2017-01-23 09:18:52
304,2.0-6.0,2.0,6.0,µm,0.7-1.5,0.7,1.5,µm,rod-shaped,,,positive,1433,23043,1,,2017-01-23 09:18:52
305,,,,,,,,,rod-shaped,,,positive,1437,23044,1,,2017-01-13 12:40:56
306,3.0-5.0,3.0,5.0,µm,0.5-2.0,0.5,2.0,µm,rod-shaped,1.0,,positive,1438,23042,1,,2017-01-23 09:18:52
307,4.0-7.0,4.0,7.0,µm,0.6-0.8,0.6,0.8,µm,rod-shaped,1.0,,positive,1439,23039,1,,2017-01-23 09:18:52
308,4.0-6.0,4.0,6.0,µm,0.5-1.0,0.5,1.0,µm,rod-shaped,1.0,,positive,1440,23038,1,,2017-01-23 09:18:52
309,4.7-8.0,4.7,8.0,µm,0.9-1.3,0.9,1.3,µm,rod-shaped,1.0,peritrichous,positive,1446,23044,1,,2017-01-23 09:18:52
310,2.0-3.5,2.0,3.5,µm,0.5-0.9,0.5,0.9,µm,rod-shaped,1.0,,positive,1449,23037,1,,2017-01-23 09:18:52
311,4.4-5.8,4.4,5.8,µm,1.1-1.4,1.1,1.4,µm,rod-shaped,1.0,peritrichous,positive,1450,23036,1,,2017-01-23 09:18:52
312,,,,,,,,,rod-shaped,1.0,peritrichous,positive,1452,23042,1,,2017-01-13 12:40:56
313,,,,,,,,,,1.0,,positive,1459,23041,1,,2017-01-13 12:40:56
314,2.0-5.0,2.0,5.0,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,1.0,peritrichous,positive,1460,23041,1,,2017-01-23 09:18:52
315,2.0-4.5,2.0,4.5,µm,0.3-0.9,0.3,0.9,µm,rod-shaped,1.0,monotrichous,positive,1461,23040,1,,2017-01-23 09:18:52
316,4.0-8.0,4.0,8.0,µm,0.3-0.5,0.3,0.5,µm,rod-shaped,1.0,peritrichous,positive,1463,23045,1,,2017-01-23 09:18:52
317,1.0-2.2,1.0,2.2,µm,0.2-1.0,0.2,1.0,µm,rod-shaped,1.0,amphitrichous,positive,1464,23046,1,,2017-01-23 09:18:52
318,2.0-10.0,2.0,10.0,µm,0.7-0.9,0.7,0.9,µm,rod-shaped,1.0,,positive,1465,23047,1,,2017-01-23 09:18:52
319,3.0-4.0,3.0,4.0,µm,0.3-0.4,0.3,0.4,µm,rod-shaped,1.0,peritrichous,positive,1466,23048,1,,2017-01-23 09:18:52
320,1.5-4.5,1.5,4.5,µm,0.7-1.0,0.7,1.0,µm,rod-shaped,1.0,peritrichous,positive,1467,23049,1,,2017-01-23 09:18:52
321,1.50-4.00,1.5,4.0,µm,0.20-1.05,0.2,1.05,µm,rod-shaped,1.0,peritrichous,positive,1468,23050,1,,2017-01-23 09:18:52
322,2.5-4.0,2.5,4.0,µm,0.3-0.5,0.3,0.5,µm,rod-shaped,1.0,monotrichous,positive,1469,23051,1,,2017-01-23 09:18:52
323,2.0-8.0,2.0,8.0,mm,0.5-0.7,0.5,0.7,mm,rod-shaped,1.0,,positive,1474,23061,1,,2017-01-23 09:18:52
324,1.5-3.5,1.5,3.5,µm,0.3-0.6,0.3,0.6,µm,rod-shaped,1.0,,positive,1476,23060,1,,2017-01-23 09:18:52
325,2.0-3.6,2.0,3.6,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,1.0,,positive,1477,23063,1,,2017-01-23 09:18:52
326,2.0-8.0,2.0,8.0,mm,0.5-0.7,0.5,0.7,mm,rod-shaped,1.0,,positive,1480,23061,1,,2017-01-23 09:18:52
327,2.0-5.0,2.0,5.0,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,1.0,,positive,1481,23062,1,,2017-01-23 09:18:52
328,2.0-7.0,2.0,7.0,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,1.0,,positive,1482,23062,1,,2017-01-23 09:18:52
329,1.75,1.75,1.75,µm,0.5,0.5,0.5,µm,rod-shaped,1.0,,positive,1483,23055,1,,2017-01-13 12:40:56
330,2.5-5.0,2.5,5.0,µm,0.6-0.8,0.6,0.8,µm,rod-shaped,1.0,peritrichous,variable,1484,23054,1,,2017-01-23 09:18:52
331,1.8,1.8,1.8,µm,0.26,0.26,0.26,µm,rod-shaped,1.0,peritrichous,positive,1485,23053,1,,2017-01-13 12:40:56
332,1.8-3.5,1.8,3.5,µm,0.6-0.9,0.6,0.9,µm,rod-shaped,1.0,,positive,1486,23052,1,,2017-01-23 09:18:52
333,2.0-5.0,2.0,5.0,µm,0.5-0.8,0.5,0.8,µm,rod-shaped,1.0,,positive,1487,23057,1,,2017-01-23 09:18:52
334,2.0-3.0,2.0,3.0,µm,0.3-0.5,0.3,0.5,µm,rod-shaped,1.0,,positive,1488,23058,1,,2017-01-23 09:18:52
335,2.5-4.0,2.5,4.0,µm,0.4-0.7,0.4,0.7,µm,rod-shaped,1.0,peritrichous,positive,1489,23059,1,,2017-01-23 09:18:52
336,5.0,5.0,5.0,µm,0.5,0.5,0.5,µm,rod-shaped,1.0,,variable,1494,23064,1,,2017-01-13 12:40:56
337,1.0-1.2,1.0,1.2,µm,2.0-4-0,2.0,0.0,µm,rod-shaped,1.0,peritrichous,variable,1511,23065,1,,2017-01-23 09:18:52
338,,,,,,,,,rod-shaped,1.0,,positive,1521,23066,1,,2017-01-13 12:40:56
339,3.0-5.0,3.0,5.0,µm,0.8-1.5,0.8,1.5,µm,rod-shaped,1.0,,positive,1538,23066,1,,2017-01-23 09:18:52
340,,,,,,,,,,,,negative,1574,23067,1,,2017-01-13 12:40:56
