ID_enzymes,enzyme,activity,ec_number,exoenzyme,production,ID_strains,ID_reference,manual_annotation,last_change
340,catalase,+,1.11.1.6,,,5296,1248,1,2016-06-01 13:08:03
341,catalase,+,1.11.1.6,,,5297,2509,1,2016-06-01 13:08:03
342,catalase,-,1.11.1.6,,,5298,5097,1,2016-06-01 13:08:03
343,catalase,-,1.11.1.6,,,5299,5098,1,2016-06-01 13:08:03
344,catalase,-,1.11.1.6,,,5300,6710,1,2016-06-01 13:08:03
345,catalase,-,1.11.1.6,,,5302,18026,1,2016-06-01 13:08:03
346,catalase,-,1.11.1.6,,,5303,18027,1,2016-06-01 13:08:03
347,catalase,-,1.11.1.6,,,5304,18089,1,2016-06-01 13:08:03
348,catalase,-,1.11.1.6,,,5305,18090,1,2016-06-01 13:08:03
349,catalase,-,1.11.1.6,,,5306,18091,1,2016-06-01 13:08:03
350,catalase,+,1.11.1.6,,,5307,18121,1,2016-06-01 13:08:03
351,catalase,-,1.11.1.6,,,5308,18124,1,2016-06-01 13:08:03
352,catalase,-,1.11.1.6,,,5309,18126,1,2016-06-01 13:08:03
353,catalase,-,1.11.1.6,,,5310,8976,1,2016-06-01 13:08:03
354,catalase,-,1.11.1.6,,,5311,9027,1,2016-06-01 13:08:03
355,catalase,+,1.11.1.6,,,5313,14876,1,2016-06-01 13:08:03
356,catalase,+,1.11.1.6,,,5314,17785,1,2016-06-01 13:08:03
357,catalase,-,1.11.1.6,,,5315,1357,1,2016-06-01 13:08:03
358,catalase,-,1.11.1.6,,,5318,1844,1,2016-06-01 13:08:03
359,catalase,-,1.11.1.6,,,5321,9004,1,2016-06-01 13:08:03
360,catalase,-,1.11.1.6,,,5323,9036,1,2016-06-01 13:08:03
361,catalase,-,1.11.1.6,,,5326,2139,1,2016-06-01 13:08:03
362,catalase,+,1.11.1.6,,,5327,2884,1,2016-06-01 13:08:03
363,catalase,-,1.11.1.6,,,5335,5511,1,2016-06-01 13:08:03
364,catalase,-,1.11.1.6,,,5342,6206,1,2016-06-01 13:08:03
365,catalase,-,1.11.1.6,,,5348,16522,1,2016-06-01 13:08:03
366,catalase,+,1.11.1.6,,,5349,16521,1,2016-06-01 13:08:03
367,catalase,-,1.11.1.6,,,5350,16523,1,2016-06-01 13:08:03
368,catalase,-,1.11.1.6,,,5351,7901,1,2016-06-01 13:08:03
369,catalase,-,1.11.1.6,,,5353,17312,1,2016-06-01 13:08:03
370,catalase,-,1.11.1.6,,,5354,17313,1,2016-06-01 13:08:03
371,catalase,-,1.11.1.6,,,5355,17314,1,2016-06-01 13:08:03
372,catalase,-,1.11.1.6,,,5356,17315,1,2016-06-01 13:08:03
373,catalase,-,1.11.1.6,,,5357,17430,1,2016-06-01 13:08:03
374,catalase,-,1.11.1.6,,,5358,16797,1,2016-06-01 13:08:03
375,catalase,-,1.11.1.6,,,5360,16798,1,2016-06-01 13:08:03
376,catalase,-,1.11.1.6,,,5361,18211,1,2016-06-01 13:08:03
377,catalase,-,1.11.1.6,,,5362,17327,1,2016-06-01 13:08:03
378,catalase,-,1.11.1.6,,,5367,1916,1,2016-06-01 13:08:03
379,catalase,-,1.11.1.6,,,5372,5969,1,2016-06-01 13:08:03
380,catalase,-,1.11.1.6,,,5495,16613,1,2016-06-01 13:08:03
381,catalase,+,1.11.1.6,,,5632,6130,1,2016-06-01 13:08:03
382,catalase,+,1.11.1.6,,,5634,17476,1,2016-06-01 13:08:03
383,catalase,+,1.11.1.6,,,5635,17477,1,2016-06-01 13:08:03
384,catalase,+,1.11.1.6,,,5716,18002,1,2016-06-01 13:08:03
385,catalase,-,1.11.1.6,,,5750,17296,1,2016-06-01 13:08:03
386,catalase,-,1.11.1.6,,,5783,17450,1,2016-06-01 13:08:03
387,catalase,+,1.11.1.6,,,6098,2001,1,2016-06-01 13:08:03
388,catalase,+,1.11.1.6,,,6101,3863,1,2016-06-01 13:08:03
389,catalase,+,1.11.1.6,,,6102,15441,1,2016-06-01 13:08:03
390,catalase,+,1.11.1.6,,,6103,3189,1,2016-06-01 13:08:03
391,catalase,+,1.11.1.6,,,6107,16600,1,2016-06-01 13:08:03
392,catalase,+,1.11.1.6,,,6108,16601,1,2016-06-01 13:08:03
393,catalase,+,1.11.1.6,,,6706,6388,1,2016-06-01 13:08:03
394,catalase,+,1.11.1.6,,,6707,17987,1,2016-06-01 13:08:03
395,catalase,+,1.11.1.6,,,6708,6544,1,2016-06-01 13:08:03
396,catalase,+,1.11.1.6,,,6709,17988,1,2016-06-01 13:08:03
397,catalase,+,1.11.1.6,,,6710,6915,1,2016-06-01 13:08:03
398,catalase,+,1.11.1.6,,,6711,17993,1,2016-06-01 13:08:03
399,catalase,+,1.11.1.6,,,6712,3193,1,2016-06-01 13:08:03
400,catalase,+,1.11.1.6,,,6713,17823,1,2016-06-01 13:08:03
401,catalase,+,1.11.1.6,,,6714,17824,1,2016-06-01 13:08:03
402,catalase,+,1.11.1.6,,,6715,17833,1,2016-06-01 13:08:03
403,catalase,+,1.11.1.6,,,6716,17834,1,2016-06-01 13:08:03
404,catalase,+,1.11.1.6,,,6717,17835,1,2016-06-01 13:08:03
405,catalase,+,1.11.1.6,,,6718,17837,1,2016-06-01 13:08:03
406,catalase,+,1.11.1.6,,,6719,17838,1,2016-06-01 13:08:03
407,catalase,+,1.11.1.6,,,6720,17911,1,2016-06-01 13:08:03
408,catalase,+,1.11.1.6,,,6721,17927,1,2016-06-01 13:08:03
409,catalase,+,1.11.1.6,,,6722,17929,1,2016-06-01 13:08:03
410,catalase,+,1.11.1.6,,,6723,17945,1,2016-06-01 13:08:03
411,catalase,+,1.11.1.6,,,6724,17946,1,2016-06-01 13:08:03
412,catalase,+,1.11.1.6,,,6725,17947,1,2016-06-01 13:08:03
413,catalase,+,1.11.1.6,,,6726,3194,1,2016-06-01 13:08:03
414,catalase,+,1.11.1.6,,,6727,17912,1,2016-06-01 13:08:03
415,catalase,+,1.11.1.6,,,6728,3195,1,2016-06-01 13:08:03
416,catalase,+,1.11.1.6,,,6729,3979,1,2016-06-01 13:08:03
417,catalase,+,1.11.1.6,,,6730,17994,1,2016-06-01 13:08:03
418,catalase,+,1.11.1.6,,,6731,4522,1,2016-06-01 13:08:03
419,catalase,+,1.11.1.6,,,6732,6917,1,2016-06-01 13:08:03
420,catalase,+,1.11.1.6,,,6734,7107,1,2016-06-01 13:08:03
421,catalase,+,1.11.1.6,,,6735,17995,1,2016-06-01 13:08:03
422,catalase,+,1.11.1.6,,,6736,7560,1,2016-06-01 13:08:03
423,catalase,+,1.11.1.6,,,6740,7982,1,2016-06-01 13:08:03
424,catalase,+,1.11.1.6,,,6741,7970,1,2016-06-01 13:08:03
425,catalase,+,1.11.1.6,,,6743,15581,1,2016-06-01 13:08:03
426,catalase,+,1.11.1.6,,,6744,7980,1,2016-06-01 13:08:03
427,catalase,+,1.11.1.6,,,6745,17998,1,2016-06-01 13:08:03
428,catalase,+,1.11.1.6,,,6749,17999,1,2016-06-01 13:08:03
429,catalase,+,1.11.1.6,,,6751,7974,1,2016-06-01 13:08:03
430,catalase,-,1.11.1.6,,,6752,7971,1,2016-06-01 13:08:03
431,catalase,+,1.11.1.6,,,6753,16693,1,2016-06-01 13:08:03
432,catalase,+,1.11.1.6,,,6754,16692,1,2016-06-01 13:08:03
433,catalase,+,1.11.1.6,,,6756,7905,1,2016-06-01 13:08:03
434,catalase,+,1.11.1.6,,,6758,8369,1,2016-06-01 13:08:03
435,catalase,+,1.11.1.6,,,6759,15586,1,2016-06-01 13:08:03
436,catalase,+,1.11.1.6,,,6760,16572,1,2016-06-01 13:08:03
437,catalase,-,1.11.1.6,,,6761,15583,1,2016-06-01 13:08:03
438,catalase,+,1.11.1.6,,,6763,15587,1,2016-06-01 13:08:03
439,catalase,+,1.11.1.6,,,6766,15903,1,2016-06-01 13:08:03
440,catalase,+,1.11.1.6,,,6774,17814,1,2016-06-01 13:08:03
441,catalase,+,1.11.1.6,,,6775,17815,1,2016-06-01 13:08:03
442,catalase,+,1.11.1.6,,,6776,17817,1,2016-06-01 13:08:03
443,catalase,+,1.11.1.6,,,6777,17818,1,2016-06-01 13:08:03
444,catalase,+,1.11.1.6,,,6778,17819,1,2016-06-01 13:08:03
445,catalase,+,1.11.1.6,,,6779,17820,1,2016-06-01 13:08:03
446,catalase,+,1.11.1.6,,,6780,17821,1,2016-06-01 13:08:03
447,catalase,+,1.11.1.6,,,6781,17822,1,2016-06-01 13:08:03
448,catalase,+,1.11.1.6,,,6782,17928,1,2016-06-01 13:08:03
449,catalase,+,1.11.1.6,,,6783,17936,1,2016-06-01 13:08:03
450,catalase,+,1.11.1.6,,,6784,17937,1,2016-06-01 13:08:03
451,catalase,+,1.11.1.6,,,6785,17940,1,2016-06-01 13:08:03
452,catalase,+,1.11.1.6,,,6786,17941,1,2016-06-01 13:08:03
453,catalase,+,1.11.1.6,,,6787,17825,1,2016-06-01 13:08:03
454,catalase,+,1.11.1.6,,,6790,6543,1,2016-06-01 13:08:03
455,catalase,+,1.11.1.6,,,6791,17979,1,2016-06-01 13:08:03
456,catalase,+,1.11.1.6,,,6792,17980,1,2016-06-01 13:08:03
457,catalase,-,1.11.1.6,,,6869,8944,1,2016-06-01 13:08:03
458,catalase,+,1.11.1.6,,,6870,8949,1,2016-06-01 13:08:03
459,catalase,+,1.11.1.6,,,6871,8869,1,2016-06-01 13:08:03
460,catalase,+,1.11.1.6,,,6872,9059,1,2016-06-01 13:08:03
461,catalase,+,1.11.1.6,,,6873,6028,1,2016-06-01 13:08:03
462,catalase,+,1.11.1.6,,,6874,7885,1,2016-06-01 13:08:03
463,catalase,+,1.11.1.6,,,6875,8948,1,2016-06-01 13:08:03
464,catalase,+,1.11.1.6,,,6876,9060,1,2016-06-01 13:08:03
465,catalase,+,1.11.1.6,,,6877,5811,1,2016-06-01 13:08:03
466,catalase,+,1.11.1.6,,,6878,8870,1,2016-06-01 13:08:03
467,catalase,+,1.11.1.6,,,6879,4745,1,2016-06-01 13:08:03
468,catalase,+,1.11.1.6,,,6880,17384,1,2016-06-01 13:08:03
469,catalase,+,1.11.1.6,,,6881,16137,1,2016-06-01 13:08:03
470,catalase,+,1.11.1.6,,,7573,3109,1,2016-06-01 13:08:03
471,catalase,+,1.11.1.6,,,8057,9083,1,2016-06-01 13:08:03
472,catalase,+,1.11.1.6,,,8058,1076,1,2016-06-01 13:08:03
473,catalase,+,1.11.1.6,,,8073,5635,1,2016-06-01 13:08:03
474,catalase,+,1.11.1.6,,,8078,12586,1,2016-06-01 13:08:03
475,catalase,+,1.11.1.6,,,8084,18110,1,2016-06-01 13:08:03
476,catalase,+,1.11.1.6,,,8088,2924,1,2016-06-01 13:08:03
477,catalase,+,1.11.1.6,,,8092,2923,1,2016-06-01 13:08:03
478,catalase,+,1.11.1.6,,,8093,9084,1,2016-06-01 13:08:03
479,catalase,+,1.11.1.6,,,8094,9085,1,2016-06-01 13:08:03
480,catalase,+,1.11.1.6,,,8095,9087,1,2016-06-01 13:08:03
481,catalase,+,1.11.1.6,,,8096,2932,1,2016-06-01 13:08:03
482,catalase,+,1.11.1.6,,,8097,307,1,2016-06-01 13:08:03
483,catalase,+,1.11.1.6,,,8123,5637,1,2016-06-01 13:08:03
484,catalase,+,1.11.1.6,,,8124,5644,1,2016-06-01 13:08:03
485,catalase,+,1.11.1.6,,,8125,5628,1,2016-06-01 13:08:03
486,catalase,+,1.11.1.6,,,8126,5636,1,2016-06-01 13:08:03
487,catalase,+,1.11.1.6,,,8128,17540,1,2016-06-01 13:08:03
488,catalase,+,1.11.1.6,,,8130,5646,1,2016-06-01 13:08:03
489,catalase,+,1.11.1.6,,,8133,5645,1,2016-06-01 13:08:03
490,catalase,+,1.11.1.6,,,8135,6155,1,2016-06-01 13:08:03
491,catalase,+,1.11.1.6,,,8139,6525,1,2016-06-01 13:08:03
492,catalase,+,1.11.1.6,,,8142,16475,1,2016-06-01 13:08:03
493,catalase,+,1.11.1.6,,,8144,16671,1,2016-06-01 13:08:03
494,catalase,+,1.11.1.6,,,8145,18038,1,2016-06-01 13:08:03
495,catalase,+,1.11.1.6,,,8146,18064,1,2016-06-01 13:08:03
496,catalase,+,1.11.1.6,,,8147,17480,1,2016-06-01 13:08:03
497,catalase,+,1.11.1.6,,,8148,18025,1,2016-06-01 13:08:03
498,catalase,+,1.11.1.6,,,8151,2594,1,2016-06-01 13:08:03
499,catalase,-,1.11.1.6,,,8153,2595,1,2016-06-01 13:08:03
500,catalase,-,1.11.1.6,,,8155,12528,1,2016-06-01 13:08:03
501,catalase,+,1.11.1.6,,,8156,2616,1,2016-06-01 13:08:03
502,catalase,+,1.11.1.6,,,8157,2941,1,2016-06-01 13:08:03
503,catalase,+,1.11.1.6,,,8160,2942,1,2016-06-01 13:08:03
504,catalase,+,1.11.1.6,,,8161,3484,1,2016-06-01 13:08:03
505,catalase,+,1.11.1.6,,,8162,4573,1,2016-06-01 13:08:03
506,catalase,+,1.11.1.6,,,8168,16801,1,2016-06-01 13:08:03
507,catalase,+,1.11.1.6,,,8169,7271,1,2016-06-01 13:08:03
508,catalase,+,1.11.1.6,,,8174,16524,1,2016-06-01 13:08:03
509,catalase,+,1.11.1.6,,,8175,18001,1,2016-06-01 13:08:03
510,catalase,+,1.11.1.6,,,10466,1806,1,2016-06-01 13:08:03
511,catalase,+,1.11.1.6,,,10467,1686,1,2016-06-01 13:08:03
512,catalase,+,1.11.1.6,,,10468,1807,1,2016-06-01 13:08:03
513,catalase,+,1.11.1.6,,,10470,3507,1,2016-06-01 13:08:03
514,catalase,+,1.11.1.6,,,10471,3508,1,2016-06-01 13:08:03
515,catalase,+,1.11.1.6,,,10472,5723,1,2016-06-01 13:08:03
516,catalase,+,1.11.1.6,,,10473,3758,1,2016-06-01 13:08:03
517,catalase,+,1.11.1.6,,,10474,5939,1,2016-06-01 13:08:03
518,catalase,+,1.11.1.6,,,10476,18133,1,2016-06-01 13:08:03
519,catalase,+,1.11.1.6,,,10477,18134,1,2016-06-01 13:08:03
520,catalase,+,1.11.1.6,,,10478,7083,1,2016-06-01 13:08:03
521,catalase,+,1.11.1.6,,,10483,7155,1,2016-06-01 13:08:03
522,catalase,+,1.11.1.6,,,10484,17267,1,2016-06-01 13:08:03
523,catalase,+,1.11.1.6,,,10487,16828,1,2016-06-01 13:08:03
524,catalase,+,1.11.1.6,,,10488,16802,1,2016-06-01 13:08:03
525,catalase,+,1.11.1.6,,,10490,16528,1,2016-06-01 13:08:03
526,catalase,-,1.11.1.6,,,10492,16803,1,2016-06-01 13:08:03
527,catalase,+,1.11.1.6,,,10513,17651,1,2016-06-01 13:08:03
528,catalase,+,1.11.1.6,,,11323,6634,1,2016-06-01 13:08:03
529,catalase,+,1.11.1.6,,,11327,7027,1,2016-06-01 13:08:03
530,catalase,+,1.11.1.6,,,11329,7274,1,2016-06-01 13:08:03
531,catalase,+,1.11.1.6,,,11330,7779,1,2016-06-01 13:08:03
532,catalase,+,1.11.1.6,,,11338,18191,1,2016-06-01 13:08:03
533,catalase,+,1.11.1.6,,,11339,18192,1,2016-06-01 13:08:03
534,catalase,+,1.11.1.6,,,11340,18263,1,2016-06-01 13:08:03
535,catalase,+,1.11.1.6,,,11341,18081,1,2016-06-01 13:08:03
536,catalase,+,1.11.1.6,,,11342,17922,1,2016-06-01 13:08:03
537,catalase,-,1.11.1.6,,,11672,5054,1,2016-06-01 13:08:03
538,catalase,+,1.11.1.6,,,11678,8307,1,2016-06-01 13:08:03
539,catalase,+,1.11.1.6,,,11680,16202,1,2016-06-01 13:08:03
540,catalase,+,1.11.1.6,,,11682,16330,1,2016-06-01 13:08:03
541,catalase,-,1.11.1.6,,,11683,16243,1,2016-06-01 13:08:03
542,catalase,+,1.11.1.6,,,11684,16331,1,2016-06-01 13:08:03
543,catalase,-,1.11.1.6,,,11686,16201,1,2016-06-01 13:08:03
544,catalase,+,1.11.1.6,,,11687,16239,1,2016-06-01 13:08:03
545,catalase,+,1.11.1.6,,,11691,18213,1,2016-06-01 13:08:03
546,catalase,-,1.11.1.6,,,11694,7586,1,2016-06-01 13:08:03
547,catalase,+,1.11.1.6,,,11695,7589,1,2016-06-01 13:08:03
548,catalase,+,1.11.1.6,,,11696,16421,1,2016-06-01 13:08:03
549,catalase,+,1.11.1.6,,,11697,6629,1,2016-06-01 13:08:03
550,catalase,+,1.11.1.6,,,11698,1685,1,2016-06-01 13:08:03
551,catalase,+,1.11.1.6,,,11699,3772,1,2016-06-01 13:08:03
552,catalase,+,1.11.1.6,,,11702,4561,1,2016-06-01 13:08:03
553,catalase,+,1.11.1.6,,,11703,4562,1,2016-06-01 13:08:03
554,catalase,+,1.11.1.6,,,11704,16829,1,2016-06-01 13:08:03
555,catalase,+,1.11.1.6,,,11705,17317,1,2016-06-01 13:08:03
556,catalase,+,1.11.1.6,,,11706,18117,1,2016-06-01 13:08:03
557,catalase,+,1.11.1.6,,,11707,3450,1,2016-06-01 13:08:03
558,catalase,+,1.11.1.6,,,11708,15693,1,2016-06-01 13:08:03
559,catalase,+,1.11.1.6,,,11714,15714,1,2016-06-01 13:08:03
560,catalase,+,1.11.1.6,,,11715,15713,1,2016-06-01 13:08:03
561,catalase,+,1.11.1.6,,,11716,15437,1,2016-06-01 13:08:03
562,catalase,+,1.11.1.6,,,11717,17685,1,2016-06-01 13:08:03
563,catalase,+,1.11.1.6,,,11721,3966,1,2016-06-01 13:08:03
564,catalase,+,1.11.1.6,,,11726,16749,1,2016-06-01 13:08:03
565,catalase,+,1.11.1.6,,,11727,16748,1,2016-06-01 13:08:03
566,catalase,+,1.11.1.6,,,11729,6166,1,2016-06-01 13:08:03
567,catalase,+,1.11.1.6,,,11735,16565,1,2016-06-01 13:08:03
568,catalase,+,1.11.1.6,,,11737,16718,1,2016-06-01 13:08:03
569,catalase,+,1.11.1.6,,,11739,15688,1,2016-06-01 13:08:03
570,catalase,+,1.11.1.6,,,11740,16700,1,2016-06-01 13:08:03
571,catalase,+,1.11.1.6,,,11741,16690,1,2016-06-01 13:08:03
572,catalase,-,1.11.1.6,,,11745,17548,1,2016-06-01 13:08:03
573,catalase,+,1.11.1.6,,,11746,18215,1,2016-06-01 13:08:03
574,catalase,-,1.11.1.6,,,11751,17404,1,2016-06-01 13:08:03
575,catalase,+,1.11.1.6,,,11752,3255,1,2016-06-01 13:08:03
576,catalase,+,1.11.1.6,,,11753,4214,1,2016-06-01 13:08:03
577,catalase,+,1.11.1.6,,,11754,4215,1,2016-06-01 13:08:03
578,catalase,-,1.11.1.6,,,11757,16038,1,2016-06-01 13:08:03
579,catalase,+,1.11.1.6,,,11758,18212,1,2016-06-01 13:08:03
580,catalase,+,1.11.1.6,,,11759,17373,1,2016-06-01 13:08:03
581,catalase,+,1.11.1.6,,,11886,2734,1,2016-06-01 13:08:03
582,catalase,+,1.11.1.6,,,12501,16712,1,2016-06-01 13:08:03
583,catalase,-,1.11.1.6,,,12508,16711,1,2016-06-01 13:08:03
584,catalase,-,1.11.1.6,,,12510,17342,1,2016-06-01 13:08:03
585,catalase,-,1.11.1.6,,,12511,16823,1,2016-06-01 13:08:03
586,catalase,-,1.11.1.6,,,12512,16821,1,2016-06-01 13:08:03
587,catalase,+,1.11.1.6,,,12513,16681,1,2016-06-01 13:08:03
588,catalase,+,1.11.1.6,,,12515,16530,1,2016-06-01 13:08:03
589,catalase,-,1.11.1.6,,,12522,16756,1,2016-06-01 13:08:03
590,catalase,+,1.11.1.6,,,12523,16757,1,2016-06-01 13:08:03
591,catalase,-,1.11.1.6,,,12552,17304,1,2016-06-01 13:08:03
592,catalase,-,1.11.1.6,,,12562,16819,1,2016-06-01 13:08:03
593,catalase,-,1.11.1.6,,,12563,16580,1,2016-06-01 13:08:03
594,catalase,+,1.11.1.6,,,13546,9156,1,2016-06-01 13:08:03
595,catalase,-,1.11.1.6,,,13562,18216,1,2016-06-01 13:08:03
596,catalase,+,1.11.1.6,,,13571,9168,1,2016-06-01 13:08:03
597,catalase,+,1.11.1.6,,,13572,9198,1,2016-06-01 13:08:03
598,catalase,+,1.11.1.6,,,13580,9167,1,2016-06-01 13:08:03
599,catalase,+,1.11.1.6,,,13584,9202,1,2016-06-01 13:08:03
600,catalase,+,1.11.1.6,,,13588,937,1,2016-06-01 13:08:03
601,catalase,+,1.11.1.6,,,13599,9154,1,2016-06-01 13:08:03
602,catalase,+,1.11.1.6,,,13606,9161,1,2016-06-01 13:08:03
603,catalase,+,1.11.1.6,,,13609,9158,1,2016-06-01 13:08:03
604,catalase,+,1.11.1.6,,,13622,2739,1,2016-06-01 13:08:03
605,catalase,+,1.11.1.6,,,13624,4356,1,2016-06-01 13:08:03
606,catalase,+,1.11.1.6,,,13639,18023,1,2016-06-01 13:08:03
607,catalase,+,1.11.1.6,,,13640,18022,1,2016-06-01 13:08:03
608,catalase,+,1.11.1.6,,,13641,18209,1,2016-06-01 13:08:03
609,catalase,+,1.11.1.6,,,13642,18205,1,2016-06-01 13:08:03
610,catalase,+,1.11.1.6,,,13643,18217,1,2016-06-01 13:08:03
611,catalase,+,1.11.1.6,,,13644,18243,1,2016-06-01 13:08:03
612,catalase,-,1.11.1.6,,,13647,18222,1,2016-06-01 13:08:03
613,catalase,+,1.11.1.6,,,13654,4370,1,2016-06-01 13:08:03
614,catalase,+,1.11.1.6,,,13660,18214,1,2016-06-01 13:08:03
615,catalase,+,1.11.1.6,,,13662,6375,1,2016-06-01 13:08:03
616,catalase,+,1.11.1.6,,,13668,17948,1,2016-06-01 13:08:03
617,catalase,+,1.11.1.6,,,13669,5309,1,2016-06-01 13:08:03
618,catalase,+,1.11.1.6,,,13670,17697,1,2016-06-01 13:08:03
619,catalase,+,1.11.1.6,,,13673,6328,1,2016-06-01 13:08:03
620,catalase,+,1.11.1.6,,,13684,5583,1,2016-06-01 13:08:03
621,catalase,+,1.11.1.6,,,13685,6218,1,2016-06-01 13:08:03
622,catalase,+,1.11.1.6,,,13687,6220,1,2016-06-01 13:08:03
623,catalase,+,1.11.1.6,,,13730,6947,1,2016-06-01 13:08:03
624,catalase,+,1.11.1.6,,,13731,6411,1,2016-06-01 13:08:03
625,catalase,+,1.11.1.6,,,13732,17260,1,2016-06-01 13:08:03
626,catalase,+,1.11.1.6,,,13733,17288,1,2016-06-01 13:08:03
627,catalase,+,1.11.1.6,,,13734,17696,1,2016-06-01 13:08:03
628,catalase,+,1.11.1.6,,,13760,18218,1,2016-06-01 13:08:03
629,catalase,+,1.11.1.6,,,13763,2944,1,2016-06-01 13:08:03
630,catalase,+,1.11.1.6,,,13768,5736,1,2016-06-01 13:08:03
631,catalase,+,1.11.1.6,,,13769,6663,1,2016-06-01 13:08:03
632,catalase,+,1.11.1.6,,,13770,6736,1,2016-06-01 13:08:03
633,catalase,+,1.11.1.6,,,13772,17949,1,2016-06-01 13:08:03
634,catalase,+,1.11.1.6,,,13773,18207,1,2016-06-01 13:08:03
635,catalase,+,1.11.1.6,,,13777,8030,1,2016-06-01 13:08:03
636,catalase,+,1.11.1.6,,,13780,2328,1,2016-06-01 13:08:03
637,catalase,+,1.11.1.6,,,13783,5737,1,2016-06-01 13:08:03
638,catalase,+,1.11.1.6,,,13787,18003,1,2016-06-01 13:08:03
639,catalase,+,1.11.1.6,,,13788,17783,1,2016-06-01 13:08:03
640,catalase,+,1.11.1.6,,,13789,4399,1,2016-06-01 13:08:03
641,catalase,+,1.11.1.6,,,13790,6289,1,2016-06-01 13:08:03
642,catalase,+,1.11.1.6,,,13794,4369,1,2016-06-01 13:08:03
643,catalase,+,1.11.1.6,,,13804,3837,1,2016-06-01 13:08:03
644,catalase,+,1.11.1.6,,,13826,18196,1,2016-06-01 13:08:03
645,catalase,+,1.11.1.6,,,13830,18219,1,2016-06-01 13:08:03
646,catalase,+,1.11.1.6,,,13833,17986,1,2016-06-01 13:08:03
647,catalase,+,1.11.1.6,,,13839,17784,1,2016-06-01 13:08:03
648,catalase,+,1.11.1.6,,,13843,18233,1,2016-06-01 13:08:03
649,catalase,+,1.11.1.6,,,13848,18220,1,2016-06-01 13:08:03
650,catalase,+,1.11.1.6,,,13854,18208,1,2016-06-01 13:08:03
651,catalase,+,1.11.1.6,,,13855,18234,1,2016-06-01 13:08:03
652,catalase,+,1.11.1.6,,,14441,8994,1,2016-06-01 13:08:03
653,catalase,+,1.11.1.6,,,14442,8995,1,2016-06-01 13:08:03
654,catalase,+,1.11.1.6,,,14444,9024,1,2016-06-01 13:08:03
655,catalase,+,1.11.1.6,,,14445,139,1,2016-06-01 13:08:03
656,catalase,+,1.11.1.6,,,14446,359,1,2016-06-01 13:08:03
657,catalase,+,1.11.1.6,,,14447,455,1,2016-06-01 13:08:03
658,catalase,+,1.11.1.6,,,14448,553,1,2016-06-01 13:08:03
659,catalase,+,1.11.1.6,,,14449,1123,1,2016-06-01 13:08:03
660,catalase,+,1.11.1.6,,,14450,1393,1,2016-06-01 13:08:03
661,catalase,+,1.11.1.6,,,14454,2504,1,2016-06-01 13:08:03
662,catalase,+,1.11.1.6,,,14460,4460,1,2016-06-01 13:08:03
663,catalase,+,1.11.1.6,,,14461,4503,1,2016-06-01 13:08:03
664,catalase,+,1.11.1.6,,,14463,4731,1,2016-06-01 13:08:03
665,catalase,+,1.11.1.6,,,14464,5032,1,2016-06-01 13:08:03
666,catalase,+,1.11.1.6,,,14466,6753,1,2016-06-01 13:08:03
667,catalase,+,1.11.1.6,,,14468,7596,1,2016-06-01 13:08:03
668,catalase,+,1.11.1.6,,,14472,7600,1,2016-06-01 13:08:03
669,catalase,-,1.11.1.6,,,14473,7719,1,2016-06-01 13:08:03
670,catalase,+,1.11.1.6,,,14479,7862,1,2016-06-01 13:08:03
671,catalase,+,1.11.1.6,,,14480,7863,1,2016-06-01 13:08:03
672,catalase,+,1.11.1.6,,,14481,7864,1,2016-06-01 13:08:03
673,catalase,+,1.11.1.6,,,14487,8646,1,2016-06-01 13:08:03
674,catalase,+,1.11.1.6,,,14490,8735,1,2016-06-01 13:08:03
675,catalase,+,1.11.1.6,,,14495,17183,1,2016-06-01 13:08:03
676,catalase,+,1.11.1.6,,,14497,18073,1,2016-06-01 13:08:03
677,catalase,+,1.11.1.6,,,14498,18074,1,2016-06-01 13:08:03
678,catalase,+,1.11.1.6,,,14499,18075,1,2016-06-01 13:08:03
679,catalase,+,1.11.1.6,,,14500,18086,1,2016-06-01 13:08:03
680,catalase,+,1.11.1.6,,,14501,18087,1,2016-06-01 13:08:03
681,catalase,+,1.11.1.6,,,14502,18088,1,2016-06-01 13:08:03
682,catalase,+,1.11.1.6,,,14503,8957,1,2016-06-01 13:08:03
683,catalase,+,1.11.1.6,,,14504,2512,1,2016-06-01 13:08:03
684,catalase,+,1.11.1.6,,,14505,8716,1,2016-06-01 13:08:03
685,catalase,+,1.11.1.6,,,14506,8717,1,2016-06-01 13:08:03
686,catalase,+,1.11.1.6,,,14509,8956,1,2016-06-01 13:08:03
687,catalase,+,1.11.1.6,,,14516,8743,1,2016-06-01 13:08:03
688,catalase,+,1.11.1.6,,,14518,8669,1,2016-06-01 13:08:03
689,catalase,+,1.11.1.6,,,14522,659,1,2016-06-01 13:08:03
690,catalase,+,1.11.1.6,,,14527,7747,1,2016-06-01 13:08:03
691,catalase,+,1.11.1.6,,,14529,8450,1,2016-06-01 13:08:03
692,catalase,+,1.11.1.6,,,14542,8958,1,2016-06-01 13:08:03
693,catalase,+,1.11.1.6,,,14544,8672,1,2016-06-01 13:08:03
694,catalase,+,1.11.1.6,,,14546,8674,1,2016-06-01 13:08:03
695,catalase,+,1.11.1.6,,,14553,6957,1,2016-06-01 13:08:03
696,catalase,+,1.11.1.6,,,14554,8830,1,2016-06-01 13:08:03
