ID_kit_api_20NE,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,ID_strains,ID_reference,manual_annotation,created_20NE,modify_in_pgsql_20NE,ID_tbl_api_20NE,last_change
10437,+,-,+,-,-,+,+,+,-,+,-,-,-,+,+,-,+,+,+,-,+,132202,23991,1,2016-09-30 00:00:00,2016-09-30 10:25:05,1998.0,2019-11-20 06:22:46
10436,+,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,+,132285,24074,1,2016-09-23 00:00:00,2016-09-23 10:50:04,1997.0,2019-11-20 06:22:46
10435,-,-,-,-,-,+,-,-,+,-,+,-,-,-,-,-,+,-,-,-,+,141053,64910,1,2016-09-23 00:00:00,2016-09-23 10:50:04,1996.0,2019-11-20 06:22:46
10434,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,+,+,+,+,22904,19219,1,2016-09-16 00:00:00,2016-09-16 08:55:06,1994.0,2019-11-20 06:22:46
10433,-,-,-,+,-,-,+,-,+,+,+,+,+,-,+,+,-,+,+,-,+,12984,12733,1,2016-09-16 00:00:00,2016-09-16 08:50:05,1993.0,2019-11-20 06:22:46
10432,+,-,-,+,-,-,+,-,+,-,+,+,+,-,+,+,+,+,+,-,+,13110,6793,1,2016-09-08 00:00:00,2016-09-08 11:05:05,1992.0,2019-11-20 06:22:46
10431,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,,13600,9159,1,2016-07-28 00:00:00,2016-09-07 17:40:05,1988.0,2019-11-20 06:22:46
10430,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,132354,24143,1,2016-08-24 00:00:00,2016-09-07 13:25:05,1987.0,2019-11-20 06:22:46
10429,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,132249,24038,1,2016-08-24 00:00:00,2016-09-07 12:45:04,1986.0,2019-11-20 06:22:46
10428,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,+,-,327,9092,1,2016-08-16 00:00:00,2016-09-05 13:30:05,1984.0,2019-11-20 06:22:46
10427,-,-,-,-,+,+,-,+,+,+,+,+,+,+,-,-,-,+,-,-,+,13544,2219,1,2016-08-09 00:00:00,2016-09-02 13:45:05,1983.0,2019-11-20 06:22:46
10426,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,,13600,9159,1,2016-07-28 00:00:00,2016-09-02 12:45:06,1982.0,2019-11-20 06:22:46
10425,+,-,-,-,-,-,-,-,+,-,-,-,-,+,-,+,-,+,+,-,+,131912,23704,1,2016-09-01 00:00:00,2016-09-01 09:00:05,1981.0,2019-11-20 06:22:46
10424,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,+,-,-,+,12867,487,1,2016-08-25 00:00:00,2016-08-25 16:50:05,1978.0,2019-11-20 06:22:46
10423,-,-,-,-,-,+,-,+,+,+,+,-,+,+,-,-,-,-,-,-,+,3776,7272,1,2016-08-05 00:00:00,2016-08-05 09:00:05,1977.0,2019-11-20 06:22:46
10422,-,-,-,-,+,-,-,-,+,+,+/-,+,-,-,+,-,+,+,+,+/-,+,158104,64681,1,2016-07-29 00:00:00,2016-08-04 10:10:04,1976.0,2019-11-20 06:22:46
10421,-,-,-,-,+,-,-,-,+,+,-,+/-,-,-,+/-,-,+,+,+,+/-,+,158103,64680,1,2016-07-29 00:00:00,2016-08-04 10:10:04,1975.0,2019-11-20 06:22:46
10419,+,-,+,+,-,-,+,-,+,-,-,+,+,-,+,+,-,+,+,-,+,10452,8327,1,2016-07-29 00:00:00,2016-07-29 12:35:06,1962.0,2019-11-20 06:22:46
10420,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+/-,133213,64139,1,2016-07-22 00:00:00,2016-08-01 13:30:13,1963.0,2019-11-20 06:22:46
10418,-,-,-,-,-,+,-,+,+,-,+,-,-,+,-,-,-,+,-,+,+,131425,22652,1,2016-07-29 00:00:00,2016-07-29 10:40:05,1961.0,2019-11-20 06:22:46
10417,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,132247,24036,1,2016-06-15 00:00:00,2016-07-19 09:55:05,1958.0,2019-11-20 06:22:46
10416,+,-,-,-,-,-,-,+,+,+,+,+,+,-,+,+,+/-,+,+,+,+,131666,23462,1,2016-01-19 00:00:00,2016-07-18 15:30:04,1957.0,2019-11-20 06:22:46
10415,+,-,-,-,+,-,-,-,+,+,+,+,+,-,+/-,+/-,-,+,+,-,+,131852,23644,1,2016-01-19 00:00:00,2016-07-18 14:05:05,1956.0,2019-11-20 06:22:46
10414,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,-,+,2923,12682,1,2016-07-15 00:00:00,2016-07-15 12:20:05,1955.0,2019-11-20 06:22:46
10413,-,-,-,-,-,-,-,-,+/-,-,-,-,-,-,-,+,+,+,+,+,-,8057,9083,1,2016-07-13 00:00:00,2016-07-15 11:25:05,1954.0,2019-11-20 06:22:46
10412,-,-,-,-,-,+,-,+,+,+,-,-,+,+,-,-,-,+,-,-,+,158252,64904,1,2016-07-15 00:00:00,2016-07-15 07:55:05,1953.0,2019-11-20 06:22:46
10411,+,-,-,-,+,-,-,-,-,-,-,-,-,-,+,-,+,+,-,-,+,1791,18268,1,2016-07-08 00:00:00,2016-07-08 10:50:05,1952.0,2019-11-20 06:22:46
10410,-,-,-,+,-,-,-,-,+,+,+,+,+,-,+,+,-,+,+,-,+,12851,12634,1,2016-07-08 00:00:00,2016-07-08 10:00:04,1951.0,2019-11-20 06:22:46
10409,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,132250,24039,1,2016-07-04 00:00:00,2016-07-04 16:05:04,1950.0,2019-11-20 06:22:46
10408,-,-,-,-,-,+,-,+,+,+,+/-,+,+,+,+,-,+/-,+,+,+,+,130630,21842,1,2016-06-23 00:00:00,2016-06-30 11:40:05,1949.0,2019-11-20 06:22:46
10407,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,+,+,-,2059,6473,1,2016-06-22 00:00:00,2016-06-30 11:20:05,1948.0,2019-11-20 06:22:46
10406,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,+,+,-,157915,21449,1,2016-06-30 00:00:00,2016-06-30 08:35:05,1947.0,2019-11-20 06:22:46
10405,+,+,+,+,-,+,+,+,+,+,+,+,+,+,+,+,-,+,-,-,+,238,2457,1,2016-06-23 00:00:00,2016-06-23 16:10:05,1944.0,2019-11-20 06:22:46
10404,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,13764,2939,1,2016-06-13 00:00:00,2016-06-21 14:25:05,1943.0,2019-11-20 06:22:46
10403,-,-,-,+,+,-,+,-,+,+,+,-,-,-,+,+,-,+,+,-,+,139786,42394,1,2016-06-16 00:00:00,2016-06-16 16:50:05,1941.0,2019-11-20 06:22:46
10402,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,13764,2939,1,2016-06-13 00:00:00,2016-06-16 15:50:05,1940.0,2019-11-20 06:22:46
10401,+,-,-,-,-,+,-,+,+,+,+,+,+,+,+/-,-,-,+,-,-,+,131342,22569,1,2016-05-27 00:00:00,2016-06-16 08:40:05,1939.0,2019-11-20 06:22:46
10400,+,-,-,-,+,-,-,-,-,-,-,-,-,-,+,-,+,+,-,-,+,1791,18268,1,2016-06-03 00:00:00,2016-06-03 09:10:04,1938.0,2019-11-20 06:22:46
10399,+,-,-,-,+/-,-,-,-,+,+,+/-,+,+/-,+/-,+,+/-,+,+,+,+,+/-,158102,64679,1,2016-04-21 00:00:00,2016-06-02 11:20:06,1936.0,2019-11-20 06:22:46
10398,-,-,-,-,-,-,-,-,+,+,+/-,+/-,+/-,+/-,+,+,+,+,+,+,-,131595,23391,1,2016-04-06 00:00:00,2016-06-02 11:20:05,1929.0,2019-11-20 06:22:46
10397,-,-,+,-,-,-,-,-,+,+,+/-,+/-,+/-,+/-,+,+,+,+,+,+,-,131594,23390,1,2016-04-06 00:00:00,2016-06-02 11:20:05,1928.0,2019-11-20 06:22:46
10396,+,-,-,-,+,-,-,-,+,+,+/-,+,-,+/-,+/-,+/-,+,+,+,+/-,+,158101,64678,1,2016-03-24 00:00:00,2016-06-02 11:20:05,1926.0,2019-11-20 06:22:46
10395,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,130943,22235,1,2016-02-05 00:00:00,2016-06-02 11:15:06,1924.0,2019-11-20 06:22:46
10394,-,-,-,-,-,-,-,-,+,-,+,-,+,-,+,-,-,+,-,-,+,11865,4200,1,2016-05-27 00:00:00,2016-05-27 12:20:05,1904.0,2019-11-20 06:22:46
10393,-,-,-,+,+,-,+,-,+,-,-,+,+,-,+,+,+,+,+,-,+,12800,12611,1,2016-05-26 00:00:00,2016-05-26 16:45:05,1903.0,2019-11-20 06:22:46
10392,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,372,1879,1,2016-05-09 00:00:00,2016-05-09 00:00:00,1902.0,2019-11-20 06:22:46
10391,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,369,1876,1,2016-04-27 00:00:00,2016-04-27 00:00:00,1901.0,2019-11-20 06:22:46
10390,-,-,-,-,+,+,-,+,+,+,+,+,+,+,-,-,-,+,+/-,-,+,13636,9153,1,2016-05-03 00:00:00,2016-05-03 00:00:00,1900.0,2019-11-20 06:22:46
10389,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,8124,5644,1,2016-03-23 00:00:00,2016-03-23 00:00:00,1899.0,2019-11-20 06:22:46
10387,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,+,-,132198,23987,1,2016-04-12 00:00:00,2016-04-12 00:00:00,1897.0,2019-11-20 06:22:46
10388,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+/-,+/-,+,+,+,377,4302,1,2016-04-13 00:00:00,2016-04-13 00:00:00,1898.0,2019-11-20 06:22:46
10386,-,-,+/-,-,-,-,-,-,+,+,-,-,-,-,+/-,+,+,+,+,+,-,132120,23910,1,2016-03-22 00:00:00,2016-03-22 00:00:00,1896.0,2019-11-20 06:22:46
10385,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,132192,23981,1,2016-03-22 00:00:00,2016-03-22 00:00:00,1895.0,2019-11-20 06:22:46
10384,-,-,+,-,-,-,-,-,+/-,-,-,-,-,-,+/-,+,-,+,+,+,-,132199,23988,1,2016-03-22 00:00:00,2016-03-22 00:00:00,1894.0,2019-11-20 06:22:46
10383,+,+,+,+,-,+,+,+,+,+,+,+,+,+,+,+,-,+,-,-,+,257,4327,1,2016-05-20 00:00:00,2016-05-20 00:00:00,1893.0,2019-11-20 06:22:46
10382,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,273,15607,1,2016-05-19 00:00:00,2016-05-19 00:00:00,1892.0,2019-11-20 06:22:46
10381,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,+,132179,23968,1,2016-05-12 00:00:00,2016-05-12 00:00:00,1891.0,2019-11-20 06:22:46
10380,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,+,-,+,+,-,+,13059,4497,1,2016-05-12 00:00:00,2016-05-12 00:00:00,1890.0,2019-11-20 06:22:46
10379,+,-,-,-,-,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,+,131915,23707,1,2016-05-12 00:00:00,2016-05-12 00:00:00,1889.0,2019-11-20 06:22:46
10378,+,-,+,+,-,-,-,-,+,+,+,+,+,+,+,-,-,+,+,-,+,5122,18267,1,2016-05-09 00:00:00,2016-05-09 00:00:00,1888.0,2019-11-20 06:22:46
10377,+,-,+,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,132212,24001,1,2016-05-09 00:00:00,2016-05-09 00:00:00,1887.0,2019-11-20 06:22:46
10376,-,+,-,+,-,+,-,+,+,-,+,-,-,+,-,-,-,+,-,-,+,132152,23941,1,2016-04-29 00:00:00,2016-04-29 00:00:00,1886.0,2019-11-20 06:22:46
10375,+,-,+,-,+,+,-,+,-,-,-,-,-,+,-,-,-,+,-,-,+,17250,3022,1,2016-04-22 00:00:00,2016-04-22 00:00:00,1884.0,2019-11-20 06:22:46
10374,+,-,-,+,-,-,+,-,+,+,+,+,+,-,+,+,+,+,+,-,+,13141,7752,1,2016-04-21 00:00:00,2016-04-21 00:00:00,1883.0,2019-11-20 06:22:46
10373,-,-,+,-,-,+,-,+,+,+,+,-,+,+,-,-,-,-,-,-,+,132159,23948,1,2016-04-18 00:00:00,2016-04-18 00:00:00,1882.0,2019-11-20 06:22:46
10372,-,-,-,-,+,+,+,+,+,+,+,+,+,+,-,-,-,+,-,-,+,133086,24874,1,2016-04-18 00:00:00,2016-04-18 00:00:00,1881.0,2019-11-20 06:22:46
10371,+,-,-,-,-,-,-,+,+,-,-,+,+,-,-,-,-,-,-,-,+,132286,24075,1,2016-04-06 00:00:00,2016-04-06 00:00:00,1879.0,2019-11-20 06:22:46
10370,-,-,-,-,-,+,-,+,-,-,-,-,-,+,+,-,-,+,-,-,+,13537,9200,1,1984-09-12 00:00:00,2016-04-04 12:23:40.742918,1878.0,2019-11-20 06:22:46
10368,+,-,+,+,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,13127,18158,1,2012-06-05 00:00:00,2016-04-04 12:23:40.742918,1876.0,2019-11-20 06:22:46
10369,+,-,-,-,+,+,-,+,+,+,+,+,+,+,+/-,-,-,+,+,-,+,13536,9199,1,1984-09-12 00:00:00,2016-04-04 12:23:40.742918,1877.0,2019-11-20 06:22:46
10367,+,-,-,+,-,-,-,-,+,+,+,-,-,-,+,+,-,+,+,-,+,13127,18158,1,2012-06-05 00:00:00,2016-04-04 12:23:40.742918,1875.0,2019-11-20 06:22:46
10365,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,+,+,-,157915,21449,1,2012-02-21 00:00:00,2016-04-04 12:23:40.742918,1872.0,2019-11-20 06:22:46
10366,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,+,+,-,130447,21448,1,2012-02-21 00:00:00,2016-04-04 12:23:40.742918,1873.0,2019-11-20 06:22:46
10364,+,-,-,+,+,-,+,-,+,+,+,+,+,-,+,+,+,+,+,-,+,130548,21999,1,2012-02-21 00:00:00,2016-04-04 12:23:40.742918,1871.0,2019-11-20 06:22:46
10363,+,-,-,+,+,-,+,-,+,+,+,+,+,-,+,+,+,+,+,-,+,130547,21998,1,2012-02-21 00:00:00,2016-04-04 12:23:40.742918,1870.0,2019-11-20 06:22:46
10362,+,-,-,+,+,-,+,-,+,-,-,-,+,-,+,+,+,+,+,-,+,157797,64369,1,2008-11-25 00:00:00,2016-04-04 12:23:40.742918,1869.0,2019-11-20 06:22:46
10361,-,-,-,-,-,-,-,-,+,+,+,-,-,-,+,+,-,+,+,-,-,13043,15733,1,2008-04-21 00:00:00,2016-04-04 12:23:40.742918,1864.0,2019-11-20 06:22:46
10360,+,-,-,+,+,-,+,-,+,-,-,+,+,-,+,+,+,+,+,-,+,24868,15662,1,2008-04-15 00:00:00,2016-04-04 12:23:40.742918,1863.0,2019-11-20 06:22:46
10359,+,-,-,+,+,-,+,-,+,-,-,+,+,-,+,+,+,+,+,-,+,24867,15661,1,2008-04-15 00:00:00,2016-04-04 12:23:40.742918,1862.0,2019-11-20 06:22:46
10358,+,-,-,+,+,-,+,-,+,-,-,+,+,-,+,+,+,+,+,-,+,24866,15660,1,2008-04-15 00:00:00,2016-04-04 12:23:40.742918,1861.0,2019-11-20 06:22:46
10357,+,-,-,+,+,-,+,-,+,-,-,+,+,-,+,+,+,+,+,-,+,24865,15659,1,2008-04-15 00:00:00,2016-04-04 12:23:40.742918,1860.0,2019-11-20 06:22:46
10355,+,-,-,+,+,-,+,-,+,-,-,+,+,-,+,+,+,+,+,-,+,24865,15659,1,2008-05-06 00:00:00,2016-04-04 12:23:40.742918,1858.0,2019-11-20 06:22:46
10354,+,-,-,+,+,-,+,-,+,-,-,+,+,-,+,+,+,+,+,-,+,24864,15658,1,2008-04-15 00:00:00,2016-04-04 12:23:40.742918,1857.0,2019-11-20 06:22:46
10353,-,-,-,+,-,-,+,-,+,-,-,+,+,-,+,+,+,+,+,-,+,12796,8365,1,2007-11-13 00:00:00,2016-04-04 12:23:40.742918,1856.0,2019-11-20 06:22:46
10352,-,-,-,+,+,-,+,-,+,-,-,+,+,-,+,+,+,+,+,-,+,12795,8364,1,2007-11-13 00:00:00,2016-04-04 12:23:40.742918,1854.0,2019-11-20 06:22:46
10351,+,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,-,+,-,-,+,13535,5186,1,2000-11-21 00:00:00,2016-04-04 12:23:40.742918,1853.0,2019-11-20 06:22:46
10350,+,-,-,-,+,+,-,+,+,+,+,+,+,+,+,+,-,+,+,+,+,13579,5185,1,2000-11-21 00:00:00,2016-04-04 12:23:40.742918,1852.0,2019-11-20 06:22:46
10349,-,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,-,+,-,+,+,13534,4926,1,1999-11-23 00:00:00,2016-04-04 12:23:40.742918,1851.0,2019-11-20 06:22:46
10348,+,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,-,+,-,-,+,13578,4623,1,1998-08-05 00:00:00,2016-04-04 12:23:40.742918,1850.0,2019-11-20 06:22:46
10347,+,-,-,-,+,+,-,+,+,+,+,+,+,+,-,-,-,+,-,-,+,24823,4622,1,1998-08-05 00:00:00,2016-04-04 12:23:40.742918,1849.0,2019-11-20 06:22:46
10346,+,-,-,+,-,-,+,-,+,-,-,+,+,-,+,+,+,+,+,-,+,12790,3670,1,1996-04-30 00:00:00,2016-04-04 12:23:40.742918,1845.0,2019-11-20 06:22:45
10345,-,-,-,+,+,-,+,-,+,-,-,+,+,-,+,+,+,+,+,-,+,12789,3669,1,1996-04-30 00:00:00,2016-04-04 12:23:40.742918,1844.0,2019-11-20 06:22:45
10343,+,-,-,+,+,-,+,-,+,-,-,+,+,-,+,+,-,+,+,-,+,12787,3667,1,1996-04-23 00:00:00,2016-04-04 12:23:40.742918,1842.0,2019-11-20 06:22:45
10344,+,-,-,+,-,-,+,-,+,-,-,-,-,-,+,+,-,+,+,-,+,12788,3668,1,1996-04-30 00:00:00,2016-04-04 12:23:40.742918,1843.0,2019-11-20 06:22:45
10342,+,-,-,+,+,-,+,-,+,-,-,-,-,-,+,+,-,+,-,-,+,12786,3666,1,2010-11-17 00:00:00,2016-04-04 12:23:40.742918,1841.0,2019-11-20 06:22:45
10341,+,-,-,+,+,-,+,-,+,-,-,+,+,-,+,+,+,+,+,-,+,12785,3665,1,1996-04-23 00:00:00,2016-04-04 12:23:40.742918,1840.0,2019-11-20 06:22:45
10340,+,-,-,+,-,-,+,-,+,-,-,-,+,-,+,+,-,+,+,-,+,12784,3664,1,1996-04-16 00:00:00,2016-04-04 12:23:40.742918,1839.0,2019-11-20 06:22:45
10339,+,-,-,+,+,-,+,-,+,-,-,+,+,-,+,+,+,+,+,-,+,12783,3663,1,1996-04-16 00:00:00,2016-04-04 12:23:40.742918,1838.0,2019-11-20 06:22:45
10338,+,-,-,+,+,-,+,-,+,-,-,+,+,-,+,+,-,+,+,-,+,12782,3662,1,1996-04-16 00:00:00,2016-04-04 12:23:40.742918,1837.0,2019-11-20 06:22:45
10336,+,-,-,+,-,-,+,-,+,-,-,-,+,-,+,+,-,+,+,-,+,12780,3660,1,1996-04-16 00:00:00,2016-04-04 12:23:40.742918,1835.0,2019-11-20 06:22:45
10337,+,-,-,+,-,-,+,-,+,-,-,-,+,-,+,+,-,+,+,-,+,12781,3661,1,1996-04-16 00:00:00,2016-04-04 12:23:40.742918,1836.0,2019-11-20 06:22:45
10335,+,-,-,+,-,-,+,-,+,-,-,-,+,-,+,+,-,+,+,-,+,12779,3659,1,1996-04-16 00:00:00,2016-04-04 12:23:40.742918,1834.0,2019-11-20 06:22:45
10334,+,-,-,+,+,-,+,-,+,+,-,+,+,-,+,+,+,+,+,-,+,12778,3658,1,1996-04-16 00:00:00,2016-04-04 12:23:40.742918,1833.0,2019-11-20 06:22:45
10333,+,-,-,+,+,-,+,-,+,-,-,+,+,-,+,+,-,+,+,-,+,12777,3657,1,1996-03-25 00:00:00,2016-04-04 12:23:40.742918,1832.0,2019-11-20 06:22:45
10332,+,-,-,+,+,-,+,-,+,-,-,+,+,-,+,+,-,+,+,-,+,12777,3657,1,1996-09-23 00:00:00,2016-04-04 12:23:40.742918,1831.0,2019-11-20 06:22:45
10331,+,-,-,+,+,-,+,-,+,-,-,+,+,-,+,+,+,+,+,-,+,12776,3656,1,1996-04-16 00:00:00,2016-04-04 12:23:40.742918,1830.0,2019-11-20 06:22:45
10330,+,-,-,+,+,-,+,-,+,-,-,+,+,-,+,+,+,+,+,-,+,12775,3655,1,1996-04-16 00:00:00,2016-04-04 12:23:40.742918,1829.0,2019-11-20 06:22:45
10329,+,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,12774,3654,1,1996-04-23 00:00:00,2016-04-04 12:23:40.742918,1828.0,2019-11-20 06:22:45
10328,+,-,-,+,-,-,+,-,+,-,-,+,+,-,+,+,+,+,+,-,+,12773,3653,1,1996-04-16 00:00:00,2016-04-04 12:23:40.742918,1827.0,2019-11-20 06:22:45
10327,+,-,-,+,-,-,+,-,+,-,-,-,-,-,+,+,-,+,+,-,+,12772,3652,1,1996-04-23 00:00:00,2016-04-04 12:23:40.742918,1825.0,2019-11-20 06:22:45
10326,-,-,-,+,-,-,-,-,+,+,+,+,-,-,+,+,-,+,+,+,+,12909,3531,1,1996-03-05 00:00:00,2016-04-04 12:23:40.742918,1822.0,2019-11-20 06:22:45
10325,+,-,-,+,-,-,-,-,+,+,+,+,+,-,+,+,-,+,+,+,+,12964,3524,1,1996-03-25 00:00:00,2016-04-04 12:23:40.742918,1821.0,2019-11-20 06:22:45
10323,+,+,+,-,-,-,-,+,+,+,+,+,+,+,+,+,-,+,-,+,,4626,2788,1,1992-03-25 00:00:00,2016-04-04 12:23:40.742918,1818.0,2019-11-20 06:22:45
10322,-,-,-,+,-,-,-,-,+,-,+,-,-,-,+,+,-,+,+,+,+,12902,2778,1,2000-11-14 00:00:00,2016-04-04 12:23:40.742918,1817.0,2019-11-20 06:22:45
10321,-,-,-,+,-,-,-,-,+,-,+,-,-,-,+,+,-,+,+,+,+,12902,2778,1,1991-09-10 00:00:00,2016-04-04 12:23:40.742918,1816.0,2019-11-20 06:22:45
10320,+,-,-,-,-,-,-,-,+,-,+,-,-,-,+,+,+,+,+,-,-,12837,2777,1,1991-09-10 00:00:00,2016-04-04 12:23:40.742918,1815.0,2019-11-20 06:22:45
10319,+,-,-,+,-,-,+,-,+,+,+,+,+,-,+,+,-,+,+,+,+,12836,2776,1,1991-09-10 00:00:00,2016-04-04 12:23:40.742918,1814.0,2019-11-20 06:22:45
10318,+,-,-,+,-,-,+,-,+,+,+,+,+,-,+,+,-,+,+,+,+,12836,2776,1,2004-05-26 00:00:00,2016-04-04 12:23:40.742918,1813.0,2019-11-20 06:22:45
10317,-,-,-,+,-,-,-,-,+,-,+,-,-,-,+,+,-,+,+,+,+,12896,2385,1,1996-04-10 00:00:00,2016-04-04 12:23:40.742918,1812.0,2019-11-20 06:22:45
10316,-,-,-,+,-,-,-,-,+,-,+,-,-,-,+,+,-,+,+,+,+,12896,2385,1,2004-09-28 00:00:00,2016-04-04 12:23:40.742918,1811.0,2019-11-20 06:22:45
10315,+,-,-,+,+,-,+,-,+,-,-,+,+,-,+,+,-,+,+,-,+,12767,1964,1,1996-03-20 00:00:00,2016-04-04 12:23:40.742918,1810.0,2019-11-20 06:22:45
10314,+,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,-,+,-,-,,13575,1949,1,1991-05-06 00:00:00,2016-04-04 12:23:40.742918,1809.0,2019-11-20 06:22:45
10313,+,-,-,-,+,+,-,+,+,+,+,+,+,+,+,+,-,+,-,-,,13575,1949,1,1995-04-26 00:00:00,2016-04-04 12:23:40.742918,1808.0,2019-11-20 06:22:45
10312,+,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,-,+,-,-,+,13575,1949,1,2003-06-30 00:00:00,2016-04-04 12:23:40.742918,1807.0,2019-11-20 06:22:45
10311,-,-,-,+,-,-,-,-,+,-,+,-,-,-,+,+,-,+,+,+,,12893,1947,1,1994-03-08 00:00:00,2016-04-04 12:23:40.742918,1806.0,2019-11-20 06:22:45
10310,-,-,-,+,-,-,-,-,+,+,-,-,-,-,+,+,-,+,+,+,+,12893,1947,1,1999-04-19 00:00:00,2016-04-04 12:23:40.742918,1805.0,2019-11-20 06:22:45
10309,-,-,-,+,-,-,-,-,+,-,+,-,-,-,+,+,-,+,+,+,+,12893,1947,1,1999-04-19 00:00:00,2016-04-04 12:23:40.742918,1804.0,2019-11-20 06:22:45
10308,+,-,+,-,-,-,-,-,+,+,+,+,+,+,+,-,-,+,-,-,-,12893,1947,1,1999-04-19 00:00:00,2016-04-04 12:23:40.742918,1803.0,2019-11-20 06:22:45
10306,-,-,-,+,-,-,-,-,+,-,+,-,-,-,+,+,-,+,+,+,+,12893,1947,1,1999-05-10 00:00:00,2016-04-04 12:23:40.742918,1801.0,2019-11-20 06:22:45
10305,-,-,-,+,-,-,-,-,+,-,+,-,-,-,+,+,-,+,+,+,,12892,1946,1,1994-03-08 00:00:00,2016-04-04 12:23:40.742918,1800.0,2019-11-20 06:22:45
10303,-,-,-,+,-,-,-,-,+,-,+,-,-,-,+,+,-,+,+,+,+,12892,1946,1,1999-04-19 00:00:00,2016-04-04 12:23:40.742918,1798.0,2019-11-20 06:22:45
10302,+,-,-,+,+,-,+,-,+,-,-,+,-,-,+,+,-,+,+,-,+,12766,1945,1,1996-04-10 00:00:00,2016-04-04 12:23:40.742918,1797.0,2019-11-20 06:22:45
10301,+,-,-,+,+,-,+,-,+,-,-,+,+,-,+,+,+,+,+,-,+,12765,1726,1,1996-04-10 00:00:00,2016-04-04 12:23:40.742918,1796.0,2019-11-20 06:22:45
10299,-,-,-,+,-,-,-,-,+,+,-,-,-,-,+,+,-,+,+,+,,12891,1691,1,1991-03-11 00:00:00,2016-04-04 12:23:40.742918,1794.0,2019-11-20 06:22:45
10298,-,-,-,+,-,-,+,-,+,+,+,+,+,-,+,+,-,+,+,-,+,12890,1690,1,1991-04-15 00:00:00,2016-04-04 12:23:40.742918,1793.0,2019-11-20 06:22:45
10297,-,-,-,+,-,-,+,-,+,+,+,+,+,-,+,+,-,+,+,-,+,12890,1690,1,1996-04-10 00:00:00,2016-04-04 12:23:40.742918,1792.0,2019-11-20 06:22:45
10296,-,-,-,+,-,-,-,-,+,+,-,-,-,-,+,+,-,+,+,-,+,12889,1689,1,1996-04-10 00:00:00,2016-04-04 12:23:40.742918,1791.0,2019-11-20 06:22:45
10295,-,-,-,+,-,-,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,12889,1689,1,2008-06-03 00:00:00,2016-04-04 12:23:40.742918,1790.0,2019-11-20 06:22:45
10294,-,-,-,+,-,-,-,-,+,+,-,-,-,-,+,+,-,+,+,+,+,12888,1688,1,1996-04-10 00:00:00,2016-04-04 12:23:40.742918,1789.0,2019-11-20 06:22:45
