ID_kit_api_NH,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,ID_strains,ID_reference,manual_annotation,created_NH,modify_in_pgsql_NH,ID_tbl_api_NH,last_change
1446,-,+,+,+,+,-,-,-,+,-,-,+,-,146709,50761,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1447,-,-,-,-,-,+,-,-,-,-,+,-,-,146776,50829,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1448,-,+,+,+,+,-,+,-,-,-,-,-,-,146800,50857,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1449,-,+,+,+,+,-,+,+,+,+,-,-,-,146806,50863,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1450,-,+,+,-,+,-,+,-,-,-,-,-,-,146822,50880,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1451,-,+,+,+,+,-,-,-,-,+,-,-,-,146828,50886,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1452,-,+,-,-,+,-,+,-,+,-,-,-,-,146886,50977,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1453,-,+,+,-,+,+,-,+,+,-,-,-,+,146928,51026,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1454,-,+,+,-,+,-,-,-,+,-,-,-,+,146937,51035,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1455,-,+,+,+,-,-,+,-,+,-,-,+,+,146938,51036,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1456,-,+,+,+,+,-,-,-,+,-,-,-,-,146948,51046,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1457,-,+,+,+,+,-,+,-,+,-,-,-,+,146973,51072,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1458,-,+,+,+,+,-,+,-,+,-,-,-,-,146988,51087,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1459,-,+,+,+,+,+,-,-,+,+,-,+,-,146991,51090,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1460,-,+,+,-,-,+,-,-,-,-,-,-,+,147021,51121,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1461,-,+,+,-,-,+,-,-,-,-,-,-,+,147022,51122,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1462,-,+,+,+,-,+,-,-,-,-,-,-,+,147031,51131,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1463,-,+,+,-,+,-,-,-,-,-,-,-,-,147050,51152,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1464,-,+,+,-,+,+,-,-,+,-,-,-,+,147080,51201,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1465,-,+,+,-,-,+,-,-,-,-,-,-,+,147122,51247,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1466,-,+,+,-,-,+,-,-,-,-,-,-,-,147133,51258,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1467,-,+,+,+,+,-,-,-,+,+,-,-,-,147151,51280,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1468,-,+,+,+,+,+,-,-,+,-,-,-,-,147178,51310,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1469,-,+,+,+,+,+,-,-,+,-,-,-,-,147188,51325,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1470,-,+,+,+,+,-,+,-,-,-,-,+,-,147189,51326,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1471,-,+,+,-,+,-,-,+,+,-,-,+,-,147234,51385,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1472,-,+,-,+,-,-,-,-,+,+,-,-,-,147244,51395,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1473,-,+,-,-,-,-,-,-,+,+,-,-,-,147245,51396,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1474,+,+,+,+,+,+,-,-,-,-,-,+,-,147254,51407,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1475,-,+,+,-,+,+,-,+,+,-,-,-,+,147256,51409,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1476,-,+,+,+,+,-,+,-,+,-,-,-,-,147260,51413,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1477,-,+,+,+,+,-,-,-,+,+,-,+,-,147263,51416,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1478,-,+,+,+,+,-,-,-,+,+,-,-,-,147264,51417,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1479,-,-,-,-,-,+,-,-,-,-,-,-,-,147273,51426,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1480,-,+,+,+,+,-,-,-,+,-,-,-,-,147296,51453,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1481,-,+,+,+,+,-,-,-,+,+,-,+,-,147303,51460,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1482,-,+,+,-,+,-,-,+,+,+,-,+,-,147316,51473,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1483,-,+,+,-,-,+,+,-,+,-,-,-,+,147323,51480,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1484,-,+,+,+,+,-,-,+,+,+,-,+,-,147370,51538,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1485,-,+,+,+,+,+,-,-,+,+,-,+,-,147402,51572,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1486,-,+,+,+,+,-,+,-,+,-,-,+,+,147407,51577,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1487,-,+,+,-,+,+,-,-,+,-,-,-,+,147408,51578,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1488,-,+,+,+,+,-,-,-,+,+,-,+,-,147467,51640,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1489,-,-,-,-,-,+,-,-,-,-,+,-,-,147476,51657,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1490,-,+,+,-,+,+,-,-,+,-,-,-,+,147481,51662,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1491,-,+,+,+,+,-,-,-,+,+,+,-,-,147492,51673,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1492,-,+,+,+,-,+,-,-,-,-,-,-,+,147496,51677,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1493,-,+,+,+,+,+,+,-,+,-,-,-,+,147516,51697,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1494,-,+,+,+,+,-,-,-,+,+,-,+,-,147518,51699,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1495,-,+,+,+,+,-,-,-,+,+,-,+,-,147521,51702,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1496,-,+,+,+,-,-,-,-,+,+,-,-,-,147548,51735,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1497,-,+,+,+,+,-,-,-,-,-,-,+,+,147554,51742,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1498,-,+,+,-,+,+,-,-,+,-,-,-,+,147589,51778,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1499,-,+,+,+,+,+,+,-,+,-,-,-,-,147593,51783,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1500,+,+,+,-,-,-,-,-,+,-,-,-,-,147594,51785,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1501,-,+,+,+,+,-,-,+,+,+,+,+,-,147651,51850,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1502,-,+,+,+,+,-,-,-,-,-,-,+,+,147669,51869,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1503,-,+,+,+,+,-,-,-,-,-,-,-,-,147670,51870,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1504,-,+,+,+,+,-,-,-,-,-,-,-,-,147671,51871,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1505,+,+,+,+,-,-,+,-,+,-,-,-,+,137975,51938,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1506,-,+,+,+,+,-,-,-,+,+,-,+,-,141602,44665,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1507,-,+,+,+,+,-,-,-,+,-,-,-,-,147819,52035,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1508,-,+,+,-,+,+,-,+,+,-,-,-,+,147828,52047,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1509,-,+,+,-,+,+,-,-,+,-,-,-,+,147837,52057,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1510,-,-,-,-,-,-,-,-,-,-,-,-,-,147838,52058,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1511,-,+,+,+,+,+,+,-,+,+,-,-,-,147845,52065,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1512,-,+,+,+,-,-,-,-,-,+,+,-,-,147854,52075,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1513,-,+,+,+,+,-,-,-,-,-,-,-,+,147881,52103,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1514,-,+,+,+,+,-,-,-,-,-,-,-,+,147882,52104,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1515,-,+,+,+,+,-,+,-,+,-,-,+,+,147915,52139,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1516,-,+,+,+,+,-,-,+,+,-,-,+,-,147990,52220,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1517,-,+,+,-,+,-,-,-,+,-,-,-,-,148005,52238,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1518,-,+,+,-,+,+,-,-,+,-,-,-,+,148031,52269,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1519,-,+,+,+,+,-,+,-,+,-,-,+,+,148035,52273,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1520,-,+,+,-,+,+,-,+,+,-,-,-,+,148036,52274,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1521,-,+,+,-,+,+,-,+,+,-,-,-,+,148037,52275,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1522,-,+,+,+,+,-,-,-,+,+,-,-,-,148057,52295,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1523,-,+,+,+,+,-,-,-,+,-,-,-,-,148067,52305,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1524,-,+,+,+,+,-,-,-,+,+,-,+,-,148072,52310,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1525,-,-,-,-,-,-,-,+,-,-,-,-,-,8151,44168,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1526,-,+,+,-,-,-,+,-,+,-,-,-,+,148137,52383,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1527,-,+,+,+,+,-,-,-,+,+,-,+,-,148161,52409,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1528,-,+,-,-,-,-,+,-,+,-,-,-,-,148194,52457,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1529,-,+,+,+,-,-,-,-,+,-,-,+,-,148215,52480,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1530,-,+,+,+,+,+,-,-,+,+,-,+,-,148229,52495,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1531,-,+,+,-,+,+,-,+,+,-,-,-,+,148288,52560,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1532,-,+,+,+,-,+,-,-,+,-,-,-,+,148292,52564,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1533,-,+,+,+,+,-,-,+,+,+,-,-,-,148320,52602,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1534,-,+,+,-,+,+,-,-,+,+,-,-,-,148348,52634,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1535,-,+,+,-,-,-,+,-,+,-,-,-,+,148353,52639,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1536,-,-,-,-,-,-,-,+,-,-,-,-,-,8161,44172,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1537,-,+,+,+,+,+,-,+,+,-,-,-,+,148378,52665,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1538,-,+,+,+,-,+,-,-,-,-,-,-,-,148391,52679,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1539,-,+,+,-,+,-,-,-,+,+,-,-,-,148420,52709,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1540,-,+,+,-,-,-,+,-,+,-,-,-,-,148421,52710,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1541,-,+,+,+,+,-,-,-,+,+,-,+,-,148440,52736,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1542,-,+,+,+,+,-,+,-,+,-,-,-,+,148468,52768,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1543,-,+,+,+,+,-,+,-,+,-,-,-,+,148469,52769,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1544,-,+,+,+,+,-,-,-,+,+,-,+,-,148492,52807,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1545,+,+,+,+,+,+,+,-,+,+,-,-,-,148505,52820,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1546,-,+,+,+,-,+,-,-,-,-,-,-,+,148508,52823,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1547,-,+,+,-,+,-,-,-,+,+,-,-,-,148509,52824,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1548,-,+,+,+,+,-,-,-,+,-,-,-,-,148526,52844,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1549,-,+,+,+,+,-,-,-,+,+,+,+,-,148551,52871,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1550,-,+,+,+,+,-,-,-,-,+,-,+,-,148577,52897,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1551,-,+,+,-,-,-,+,-,+,-,-,-,+,148585,52905,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1552,-,+,+,+,+,-,-,-,+,-,-,-,+,148596,52917,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1553,-,+,+,-,+,-,-,-,+,-,-,-,-,148624,52950,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1554,-,+,+,+,+,-,-,-,-,-,-,+,+,148629,52955,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1555,-,+,+,-,+,+,-,-,+,-,-,-,+,148710,53038,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1556,-,+,+,+,+,+,+,-,+,+,-,-,+,148713,53041,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1557,-,+,+,+,-,-,-,-,+,-,-,+,-,148720,53048,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1558,-,-,-,-,-,-,+,+,+,-,-,+,+,148727,53055,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1559,-,+,+,+,-,-,-,-,+,-,-,+,-,148741,53069,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1560,-,+,+,-,+,+,-,-,+,-,-,-,+,148742,53070,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1561,-,+,+,-,+,+,-,-,+,-,-,-,+,148743,53071,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1562,-,+,-,-,-,+,-,-,+,-,-,-,+,148758,53086,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1563,-,+,+,+,+,-,-,-,+,-,-,-,-,148812,53141,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1564,-,+,+,+,+,-,-,-,+,+,-,-,-,148824,53154,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1565,-,+,+,-,-,-,-,-,+,-,-,+,-,148833,53163,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1566,-,+,+,-,+,-,-,-,+,-,-,-,-,148834,53164,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1567,-,+,+,+,+,-,+,-,+,-,-,+,-,148836,53166,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1568,-,+,+,+,+,-,+,-,+,-,-,-,-,148837,53167,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1569,-,+,+,+,+,+,+,-,+,-,-,-,-,148847,53178,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1570,-,+,+,-,+,+,+,-,+,+,-,+,-,148849,53180,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1571,-,+,+,-,+,-,-,-,+,+,-,+,-,148851,53182,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1572,-,+,+,-,+,-,-,-,+,+,-,-,-,148854,53185,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1573,-,+,+,-,+,-,-,-,+,+,-,-,+,130522,53188,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1574,-,+,+,-,+,+,-,-,+,-,-,-,+,148928,53260,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1575,-,+,+,+,+,-,-,-,+,+,-,-,-,148939,53271,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1576,-,+,+,+,+,-,-,-,+,+,-,-,-,148946,53279,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1577,-,+,+,-,+,-,-,-,+,+,-,-,-,148951,53285,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1578,-,+,+,+,+,-,+,-,+,+,-,+,-,148952,53286,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1579,-,+,+,+,-,-,-,-,+,-,-,+,-,148975,53309,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1580,-,+,+,-,+,-,-,-,+,+,-,-,-,148989,53324,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1581,-,+,+,+,+,-,+,-,+,+,-,+,-,148990,53325,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1582,-,+,+,-,-,+,-,-,+,-,-,-,+,149004,53341,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1583,-,+,+,+,+,+,+,-,+,-,-,-,-,149016,53353,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1584,-,+,-,+,+,-,-,-,+,+,+,+,-,149017,53354,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1585,-,+,+,+,+,-,-,+,+,-,+,+,-,149018,53355,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1586,-,+,+,+,+,-,-,-,+,+,+,+,-,149031,53369,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1587,-,+,+,+,+,-,-,-,+,+,-,-,-,149038,53377,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1588,-,-,-,-,-,-,-,-,-,-,-,-,-,149040,53379,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1589,-,+,+,+,+,-,-,-,-,-,-,+,-,149041,53380,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1590,-,+,+,-,+,+,-,-,+,-,-,-,+,149047,53386,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1591,-,+,+,+,+,-,-,+,-,-,-,+,+,149106,53455,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1592,-,+,+,-,-,+,+,-,+,-,-,-,+,149149,53504,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1593,-,+,+,+,-,-,-,-,+,-,-,+,-,149178,53535,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1594,-,+,+,+,-,-,-,-,+,-,-,+,-,137823,53536,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1595,-,+,+,+,+,-,+,+,+,+,-,-,-,149181,53539,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1596,-,+,+,+,+,-,+,-,+,-,-,-,-,149184,53542,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1597,-,+,+,-,-,-,-,-,+,-,-,+,-,137793,44681,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1598,,+,+,-,-,-,+,-,-,+,-,+,+,149185,53543,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1599,-,+,+,-,+,+,-,-,+,-,-,-,+,149195,53555,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1600,-,+,-,+,-,-,-,-,+,-,-,-,-,149207,53568,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1601,-,+,+,-,+,-,-,-,+,+,-,-,-,149212,53573,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1602,-,+,+,+,-,-,+,-,+,-,-,-,-,149220,53581,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1603,-,+,+,+,+,-,-,-,+,+,-,-,-,149222,53583,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1604,-,+,+,-,+,+,-,-,+,+,-,-,+,149223,53584,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1605,-,+,+,-,-,-,-,+,+,-,-,+,-,149285,53657,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1606,-,+,-,+,-,-,-,-,-,+,-,+,-,149288,53662,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1607,-,+,+,-,-,+,-,-,-,-,-,-,+,149305,53680,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1608,-,+,+,-,+,+,-,+,+,-,-,-,+,149310,53686,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1609,-,+,+,+,+,-,-,-,+,+,-,+,-,149312,53688,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1610,-,+,+,-,-,-,+,-,+,-,-,-,+,149314,53690,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1611,-,+,+,+,+,-,-,-,+,+,-,-,-,149325,53703,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1612,-,+,+,+,+,+,-,-,-,-,-,-,-,149382,53771,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1613,-,+,+,+,+,-,-,-,+,+,-,+,-,149392,53781,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1614,-,+,+,+,+,-,-,-,+,+,-,+,-,149425,53830,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1615,-,+,+,-,+,-,-,-,+,-,-,-,-,149426,53831,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1616,-,+,+,-,-,-,+,-,+,-,-,-,+,149466,53877,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1617,-,+,+,+,+,-,+,+,+,+,-,-,-,149468,53879,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1618,-,+,-,-,-,-,-,-,+,+,-,-,-,149470,53881,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1619,-,+,-,-,+,-,+,-,-,-,-,+,-,149486,53899,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1620,-,+,+,+,+,-,-,-,+,+,-,+,-,149490,53903,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1621,-,+,+,-,-,-,+,-,+,-,-,-,+,149547,53969,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1622,-,+,+,+,+,-,+,+,+,+,-,+,-,149559,53981,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1623,-,+,+,+,+,-,-,-,+,+,-,+,-,149603,54036,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1624,-,+,+,+,-,-,-,-,+,+,-,-,-,149649,54082,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
