ID_kit_api_50CHac,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,cupule_28,cupule_29,cupule_30,cupule_31,cupule_32,cupule_33,cupule_34,cupule_35,cupule_36,cupule_37,cupule_38,cupule_39,cupule_40,cupule_41,cupule_42,cupule_43,cupule_44,cupule_45,cupule_46,cupule_47,cupule_48,cupule_49,cupule_50,ID_strains,ID_reference,manual_annotation,created_50CHac,modify_in_pgsql_50CHac,ID_tbl_api_50CHac,last_change
4608,-,-,-,-,+,-,+,-,-,+,+,+,+,+,+/-,-,-,-,-,-,+,+,+/-,+,-,+,+,+/-,+/-,+,+,+,-,-,-,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,132346,24135,1,2015-03-13 00:00:00,2016-02-05 15:47:31,713.0,2019-11-20 06:22:47
4607,-,-,-,-,+,+,+,-,-,-,+,+,+,+,+,-,-,-,+,-,-,+,+,+,+,+,+,+,+,+,+,+,+,-,-,+/-,-,-,-,+,+,-,-,-,-,-,-,-,+,+,132348,24137,1,2015-03-16 00:00:00,2016-02-05 15:47:31,712.0,2019-11-20 06:22:47
4606,-,-,-,-,+,-,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,+,+,+,+,+,+,+,+,+,-,-,-,+,+,+,-,+,+,-,-,-,-,-,-,+,-,-,132345,24134,1,2015-05-05 00:00:00,2016-02-05 15:47:31,711.0,2019-11-20 06:22:47
4605,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,-,-,-,+,-,-,+/-,+,-,+,+,+,+,+/-,+,-,+/-,+,-,+,-,-,-,-,-,+,-,+,-,-,-,-,+/-,-,-,6557,12525,1,2008-09-29 00:00:00,2016-02-05 15:47:31,710.0,2019-11-20 06:22:47
4604,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,132356,24145,1,2015-02-11 00:00:00,2016-02-05 15:47:31,709.0,2019-11-20 06:22:47
4603,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,132362,24151,1,2014-12-16 00:00:00,2016-02-05 15:47:31,707.0,2019-11-20 06:22:47
4602,-,-,-,-,-,+,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+/-,+,+,+,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,131360,22587,1,2014-06-27 00:00:00,2016-02-05 15:47:31,701.0,2019-11-20 06:22:47
4601,-,-,-,-,-,-,+,-,-,-,+,+,+,+,-,-,-,-,+,-,-,-,+,-,+,+/-,+,+,+,+,+,+,+,-,-,+,+,-,-,+,-,-,-,-,-,-,-,+,-,-,131359,22586,1,2014-06-27 00:00:00,2016-02-05 15:47:31,700.0,2019-11-20 06:22:47
4600,-,-,-,-,-,+,+,-,-,-,+,+,+,+,-,-,+,-,-,-,-,-,-,+,+/-,+,+,-,-,+,+,+,-,-,-,+,-,-,-,+,+,-,-,-,-,-,-,+,+,+,130215,21533,1,2014-05-19 00:00:00,2016-02-05 15:47:31,695.0,2019-11-20 06:22:47
4599,-,-,-,-,-,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,131377,22604,1,2014-05-26 00:00:00,2016-02-05 15:47:31,694.0,2019-11-20 06:22:47
4598,-,-,-,-,+,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,131379,22606,1,2014-05-26 00:00:00,2016-02-05 15:47:31,693.0,2019-11-20 06:22:47
4597,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,131378,22605,1,2014-06-05 00:00:00,2016-02-05 15:47:31,692.0,2019-11-20 06:22:47
4596,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,131372,22599,1,2014-05-26 00:00:00,2016-02-05 15:47:31,691.0,2019-11-20 06:22:47
4595,-,-,-,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,+,-,+,+,+,+,-,+,+,-,-,-,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,131372,22599,1,2013-08-15 00:00:00,2016-02-05 15:47:31,690.0,2019-11-20 06:22:47
4594,-,-,-,-,+,+,+,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+,-,-,-,+,-,-,+,+,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,131387,22614,1,2014-04-01 00:00:00,2016-02-05 15:47:31,689.0,2019-11-20 06:22:47
4593,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130383,21919,1,2014-04-01 00:00:00,2016-02-05 15:47:31,688.0,2019-11-20 06:22:47
4592,-,-,-,-,-,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,157637,64206,1,2014-03-18 00:00:00,2016-02-05 15:47:31,685.0,2019-11-20 06:22:47
4591,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,+,+,+,-,-,+,-,-,-,-,-,-,-,-,-,157636,64205,1,2014-03-19 00:00:00,2016-02-05 15:47:31,684.0,2019-11-20 06:22:47
4590,-,-,-,-,+,+,+,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+,-,-,-,+,+,+,+,+,+,+,-,-,+,+,+,+,-,-,+,-,-,-,-,-,-,-,-,-,157635,64204,1,2014-03-18 00:00:00,2016-02-05 15:47:31,683.0,2019-11-20 06:22:47
4589,-,-,-,-,+,+,+,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+,-,-,-,+,-,-,+,+,+,+,-,-,+,+,+,+,-,-,+,-,-,-,-,-,-,-,-,-,157634,64203,1,2014-03-19 00:00:00,2016-02-05 15:47:31,682.0,2019-11-20 06:22:47
4588,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,+,-,-,+,-,+,+,+,+,+,+,+,+,+,+,-,-,+,+,+,-,+,+,+,-,-,-,-,-,+,-,-,157630,64199,1,2014-03-18 00:00:00,2016-02-05 15:47:31,681.0,2019-11-20 06:22:47
4587,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,+,+,-,+,-,+,+,+,+,+,+,+,+,+,+,-,-,+,+,+,-,+,+,-,-,-,-,-,-,-,-,-,157629,64198,1,2014-03-19 00:00:00,2016-02-05 15:47:31,680.0,2019-11-20 06:22:47
4586,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24150,21073,1,2014-02-27 00:00:00,2016-02-05 15:47:31,679.0,2019-11-20 06:22:47
4585,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,-,-,-,+,+,-,-,+,-,+,+,+,+,+,+,+,+,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,24139,20999,1,2014-02-25 00:00:00,2016-02-05 15:47:31,678.0,2019-11-20 06:22:47
4584,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+/-,-,+,+,+,-,+,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,24140,21000,1,2014-02-25 00:00:00,2016-02-05 15:47:31,677.0,2019-11-20 06:22:47
4583,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,-,+,+,+,+,+,+,+,+,+,+,+,+,-,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,139742,42353,1,2014-02-21 00:00:00,2016-02-05 15:47:31,676.0,2019-11-20 06:22:47
4582,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,-,+,+,+,+,+,+,+,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,140024,42632,1,2014-02-21 00:00:00,2016-02-05 15:47:31,675.0,2019-11-20 06:22:47
4581,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,-,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130382,21918,1,2014-02-17 00:00:00,2016-02-05 15:47:31,674.0,2019-11-20 06:22:47
4580,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+,-,+,-,+,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,24127,20987,1,2013-12-12 00:00:00,2016-02-05 15:47:31,673.0,2019-11-20 06:22:47
4579,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,-,-,+,+,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,24130,20990,1,1976-11-07 00:00:00,2016-02-05 15:47:31,672.0,2019-11-20 06:22:47
4578,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,-,+,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,24136,20996,1,1859-11-24 00:00:00,2016-02-05 15:47:31,671.0,2019-11-20 06:22:47
4577,-,-,-,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,24128,20988,1,2013-11-11 00:00:00,2016-02-05 15:47:31,670.0,2019-11-20 06:22:47
4576,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,+,-,+,+,+,+,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,24600,21005,1,2013-11-05 00:00:00,2016-02-05 15:47:31,669.0,2019-11-20 06:22:47
4575,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,+,+,-,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,131396,22623,1,2013-09-30 00:00:00,2016-02-05 15:47:31,668.0,2019-11-20 06:22:47
4574,-,-,-,-,+,+,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,-,+,+,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,24149,21008,1,2013-09-17 00:00:00,2016-02-05 15:47:31,667.0,2019-11-20 06:22:47
4573,-,-,-,-,+,+,+,-,-,-,+,+,+,+,-,-,-,-,+,-,-,+,-,+,+,+,+,+,+,+,+,+,+,-,+,+,+,+,-,+,+,-,-,-,-,-,-,-,-,-,23789,20460,1,2015-08-14 00:00:00,2016-02-05 15:47:31,666.0,2019-11-20 06:22:47
4572,-,-,-,-,+,+,+,-,-,-,+,+,+,+,-,-,-,-,+,-,-,+/-,-,+,+,+,+,+,+,+,+,+,+,-,+,+,+,+,-,+,+,-,-,-,-,-,-,-,-,-,23789,20460,1,2013-06-19 00:00:00,2016-02-05 15:47:31,665.0,2019-11-20 06:22:47
4571,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23528,20256,1,2013-06-24 00:00:00,2016-02-05 15:47:31,663.0,2019-11-20 06:22:47
4570,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23528,20256,1,2013-06-14 00:00:00,2016-02-05 15:47:31,662.0,2019-11-20 06:22:47
4569,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24144,21004,1,2013-05-06 00:00:00,2016-02-05 15:47:31,659.0,2019-11-20 06:22:47
4568,-,-,-,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24143,21003,1,2013-05-06 00:00:00,2016-02-05 15:47:31,658.0,2019-11-20 06:22:47
4567,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,+,+,-,-,+,-,-,+,+,+,+,-,-,+,+,-,-,-,-,-,-,+/-,-,-,-,-,-,-,-,-,-,-,23073,19139,1,2013-04-22 00:00:00,2016-02-05 15:47:31,657.0,2019-11-20 06:22:47
4566,-,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,24138,20998,1,2013-04-08 00:00:00,2016-02-05 15:47:31,656.0,2019-11-20 06:22:47
4565,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24134,20994,1,2013-03-12 00:00:00,2016-02-05 15:47:31,655.0,2019-11-20 06:22:47
4564,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,+,+,-,+,+,+,+,+,+,-,+,+,-,+,+,+/-,+/-,+/-,+,+,-,+,+,-,-,-,-,-,-,+,-,-,23791,20462,1,2013-01-09 00:00:00,2016-02-05 15:47:31,654.0,2019-11-20 06:22:47
4563,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,+,+,-,-,-,-,-,+,+,-,+,+,-,+,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,23790,20461,1,2015-08-18 00:00:00,2016-02-05 15:47:31,653.0,2019-11-20 06:22:47
4562,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,+,+,-,+,+,+,+,+,+,-,+,+,+,+,+,-,-,+,+,+,-,+,+,-,-,-,-,-,-,+,-,-,23790,20461,1,2013-01-09 00:00:00,2016-02-05 15:47:31,652.0,2019-11-20 06:22:47
4561,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6703,18266,1,1859-11-24 00:00:00,2016-02-05 15:47:31,651.0,2019-11-20 06:22:47
4560,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6703,18266,1,2012-12-05 00:00:00,2016-02-05 15:47:31,650.0,2019-11-20 06:22:47
4559,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,+,+,+,+,+,+,+,+,+,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,130364,21900,1,2012-11-08 00:00:00,2016-02-05 15:47:31,649.0,2019-11-20 06:22:47
4558,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,-,+,+,+,+,+,+,+,+,+,+,+,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,130363,21899,1,2012-01-13 00:00:00,2016-02-05 15:47:31,648.0,2019-11-20 06:22:47
4557,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24133,20993,1,2012-10-26 00:00:00,2016-02-05 15:47:31,647.0,2019-11-20 06:22:47
4556,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,+,+,+,+,-,+,-,-,+,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,130377,21913,1,2012-09-05 00:00:00,2016-02-05 15:47:31,646.0,2019-11-20 06:22:47
4555,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+,-,+,+,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130379,21915,1,2012-09-05 00:00:00,2016-02-05 15:47:31,645.0,2019-11-20 06:22:47
4554,-,-,-,-,-,-,-,-,-,-,-,+,+/-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+/-,-,-,-,130371,21907,1,2014-06-11 00:00:00,2016-02-05 15:47:31,644.0,2019-11-20 06:22:47
4553,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130369,21905,1,2012-09-05 00:00:00,2016-02-05 15:47:31,643.0,2019-11-20 06:22:47
4552,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+/-,+,-,+,+,+,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130381,21917,1,2012-09-04 00:00:00,2016-02-05 15:47:31,642.0,2019-11-20 06:22:47
4551,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130373,21909,1,2012-09-05 00:00:00,2016-02-05 15:47:31,641.0,2019-11-20 06:22:47
4550,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130375,21911,1,2012-12-18 00:00:00,2016-02-05 15:47:31,640.0,2019-11-20 06:22:47
4549,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,+,-,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130375,21911,1,2012-11-14 00:00:00,2016-02-05 15:47:31,639.0,2019-11-20 06:22:47
4548,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,+,+,+,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130375,21911,1,2012-09-04 00:00:00,2016-02-05 15:47:31,638.0,2019-11-20 06:22:47
4547,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,+/-,-,-,-,-,-,-,-,-,-,-,130367,21903,1,2009-09-04 00:00:00,2016-02-05 15:47:31,637.0,2019-11-20 06:22:47
4546,-,-,-,-,-,-,-,-,-,-,+/-,+,+,+,+,-,+/-,-,+,+,-,-,+,-,+,+,+,+/-,+/-,+/-,-,+,+,-,-,-,-,-,-,-,-,-,+/-,-,-,-,-,-,-,-,130378,21914,1,2012-08-24 00:00:00,2016-02-05 15:47:31,636.0,2019-11-20 06:22:47
4545,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,+,+/-,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,+/-,-,-,-,-,-,-,-,-,-,-,130366,21902,1,2012-08-31 00:00:00,2016-02-05 15:47:31,635.0,2019-11-20 06:22:47
4544,-,-,-,-,-,-,-,-,-,-,-,+/-,+/-,+/-,-,-,-,-,-,-,-,-,+/-,+/-,+/-,+/-,+/-,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130366,21902,1,2012-08-23 00:00:00,2016-02-05 15:47:31,634.0,2019-11-20 06:22:47
4543,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+/-,+,+,+,+,+,-,-,-,+,-,-,-,+/-,-,-,+,-,-,+,-,-,-,-,-,-,-,130380,21916,1,2012-08-24 00:00:00,2016-02-05 15:47:31,633.0,2019-11-20 06:22:47
4542,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130368,21904,1,2012-08-23 00:00:00,2016-02-05 15:47:31,632.0,2019-11-20 06:22:47
4541,-,+/-,-,-,-,+/-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,-,+,+,-,-,-,+,-,-,+,-,-,+,-,-,-,-,-,-,-,130374,21910,1,2012-08-24 00:00:00,2016-02-05 15:47:31,631.0,2019-11-20 06:22:47
4540,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130370,21906,1,2012-08-31 00:00:00,2016-02-05 15:47:31,630.0,2019-11-20 06:22:47
4539,-,-,-,-,+,+,+,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24132,20992,1,1859-11-24 00:00:00,2016-02-05 15:47:31,629.0,2019-11-20 06:22:47
4538,-,-,-,-,+,+,+,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,+/-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24132,20992,1,2015-08-24 00:00:00,2016-02-05 15:47:31,628.0,2019-11-20 06:22:47
4537,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24135,20995,1,2015-02-16 00:00:00,2016-02-05 15:47:31,627.0,2019-11-20 06:22:47
4536,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24135,20995,1,2012-06-19 00:00:00,2016-02-05 15:47:31,626.0,2019-11-20 06:22:47
4535,-,-,-,-,+,+,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23077,19278,1,2012-03-27 00:00:00,2016-02-05 15:47:31,625.0,2019-11-20 06:22:47
4534,-,-,-,+/-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,+/-,+/-,+,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,+,-,-,+,-,-,1769,18105,1,2012-03-14 00:00:00,2016-02-05 15:47:31,624.0,2019-11-20 06:22:47
4533,-,-,-,-,-,+,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,6841,18068,1,2012-02-21 00:00:00,2016-02-05 15:47:31,623.0,2019-11-20 06:22:47
4532,-,-,-,-,-,+,+,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,-,-,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,139767,42377,1,2011-12-05 00:00:00,2016-02-05 15:47:31,622.0,2019-11-20 06:22:47
4531,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,+/-,-,+/-,-,+,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24129,20989,1,2011-07-07 00:00:00,2016-02-05 15:47:31,619.0,2019-11-20 06:22:47
4530,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,+,-,-,+,-,+,+,+,+,+,+,+,+,+,+,+,+,+,+,+,-,+,+,-,-,-,-,-,-,+/-,-,-,1748,17786,1,2011-06-08 00:00:00,2016-02-05 15:47:31,618.0,2019-11-20 06:22:47
4529,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,-,+/-,+/-,+/-,+,+,+,+,+,+,+,+,+,+/-,+/-,+,+,-,-,-,+,+,-,-,-,-,-,-,+,-,-,23792,21175,1,2011-05-05 00:00:00,2016-02-05 15:47:31,617.0,2019-11-20 06:22:47
4528,-,-,-,-,-,+/-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,+/-,-,-,+,-,-,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24141,21001,1,2011-11-14 00:00:00,2016-02-05 15:47:31,616.0,2019-11-20 06:22:47
4527,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+/-,+,+/-,-,-,+/-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,130216,22094,1,2013-11-25 00:00:00,2016-02-05 15:47:31,615.0,2019-11-20 06:22:47
4526,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+,+,+,-,+,-,+,+,-,-,-,+,+,+,-,-,+,-,-,-,-,-,-,-,-,-,130216,22094,1,2011-11-14 00:00:00,2016-02-05 15:47:31,614.0,2019-11-20 06:22:47
4525,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,-,+,-,+,+,+,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,23074,19296,1,2011-04-19 00:00:00,2016-02-05 15:47:31,613.0,2019-11-20 06:22:47
4524,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,+/-,-,-,+,+,+,-,+,+,+,+,+,+,+,+,+,+,+,-,+,+,-,-,-,+,+,-,-,-,-,+/-,-,+,-,-,6501,17719,1,2010-03-10 00:00:00,2016-02-05 15:47:31,612.0,2019-11-20 06:22:47
4523,-,-,-,-,+,+,+,-,-,-,-,+,+,+/-,-,-,-,-,-,-,-,-,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+/-,-,-,6702,17627,1,1859-11-24 00:00:00,2016-02-05 15:47:31,611.0,2019-11-20 06:22:47
4522,-,+,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,-,+,+,+,+,+,+,+,-,-,+,+,-,-,+,-,-,-,+,-,-,+,-,-,-,-,-,-,-,6701,17626,1,2010-12-16 00:00:00,2016-02-05 15:47:31,610.0,2019-11-20 06:22:47
