ID_kit_api_rID32STR,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,cupule_28,cupule_29,cupule_30,cupule_31,cupule_32,ID_strains,ID_reference,manual_annotation,created_rID32STR,modify_in_pgsql_rID32STR,ID_tbl_api_rID32STR,last_change
3861,-,+,-,-,+,-,-,+,-,+,+,+,+,-,-,+,+,+,-,-,-,-,-,+,+,+,-,-,+,-,-,-,148112,52357,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3862,-,+,-,-,+,-,-,-,-,-,-,+,+,+,-,-,+,+,-,-,-,-,-,+,-,+,+,-,+,-,-,-,148113,52358,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3863,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,148114,52359,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3864,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,148115,52360,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3865,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-,-,-,-,-,-,+,+,-,+,-,-,-,148116,52361,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3866,-,+,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,148117,52362,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3867,-,-,+,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,148118,52363,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3868,-,+,+,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-,-,-,-,-,+,+,+,-,-,-,-,-,148119,52364,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3869,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,148120,52365,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3870,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,148121,52366,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3871,-,-,+,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,148122,52367,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3872,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-,-,-,-,-,-,+,+,-,+,-,-,-,148123,52368,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3873,-,-,+,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,+,148124,52369,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3874,-,-,+,-,+,-,-,-,-,+,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,148125,52370,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3875,-,+,+,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,148126,52371,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3876,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,-,+,-,-,+,+,-,-,+,+,-,-,-,-,-,-,148127,52372,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3877,+,+,-,-,-,-,+,+,-,+,+,-,-,-,-,+,+,-,+,+,+,+,-,-,-,+,-,-,+,-,+,-,148129,52374,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3878,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148131,52377,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3879,-,-,+,-,-,-,+,-,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,148132,52378,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3880,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,148135,52381,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3881,-,+,-,-,-,-,-,+,-,-,-,-,+,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,148138,52384,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3882,-,+,-,-,-,-,+,-,-,-,+,-,+,-,-,-,+,-,+,+,-,-,+,-,-,-,-,+,+,+,-,-,148151,52399,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3883,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,+,-,-,+,-,-,-,148155,52403,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3884,+,+,-,-,-,+,-,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,148157,52405,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3885,-,-,-,-,+,-,-,-,+,+,+,-,+,-,-,-,-,+,-,-,-,+,-,-,+,+,-,-,-,-,-,-,148158,52406,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3886,-,+,-,-,-,-,+,+,-,+,+,-,+,-,-,-,+,-,+,+,-,-,+,-,-,-,-,+,-,+,-,-,148160,52408,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3887,+,-,+,-,+,-,+,-,-,+,-,+,+,+,-,-,+,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,148165,52413,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3888,-,-,-,-,-,+,-,-,-,+,+,-,+,-,-,-,-,+,-,-,-,+,-,-,+,+,-,-,-,-,-,-,148166,52414,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3889,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,148171,52422,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3890,+,+,-,-,+,-,+,+,-,+,+,-,+,+,-,-,+,-,+,+,+,+,+,-,-,+,-,-,+,+,+,-,148173,52424,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3891,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-,-,-,-,-,-,+,+,-,-,-,-,-,148176,52439,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3892,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,148177,52440,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3893,-,-,-,-,+,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,148178,52441,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3894,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-,-,-,-,-,-,+,+,-,+,-,-,-,148179,52442,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3895,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-,-,-,-,-,-,+,+,-,-,-,-,-,148180,52443,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3896,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,148181,52444,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3897,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,+,-,+,-,-,-,-,-,-,-,-,-,141184,44105,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3898,-,-,+,-,+,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,148184,52447,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3899,-,-,+,-,-,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,148188,52451,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3900,-,-,+,-,+,-,+,-,-,+,+,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,+,148196,52459,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3901,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148197,52460,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3902,-,+,-,-,+,-,-,+,+,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,+,+,-,+,-,-,-,148198,52461,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3903,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148199,52462,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3904,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,148200,52463,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3905,+,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,148206,52470,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3906,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,148207,52471,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3907,-,+,-,-,-,-,+,+,-,-,+,-,-,-,-,-,+,+,+,+,-,-,-,-,-,+,-,+,-,+,-,-,148209,52473,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3908,-,+,-,-,-,-,+,+,-,+,+,-,-,-,-,-,+,-,+,+,-,-,+,-,-,-,-,+,-,+,-,-,148218,52484,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3909,-,-,+,-,-,-,-,-,-,+,+,-,+,-,-,-,-,+,-,-,+,-,-,-,+,+,-,-,-,-,-,-,148221,52487,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3910,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,+,-,+,-,-,+,-,-,+,-,-,-,-,-,-,148225,52491,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3911,-,+,-,-,-,-,+,+,-,+,+,-,+,-,-,-,+,-,-,-,+,-,-,-,-,+,-,-,+,-,+,-,148228,52494,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3912,-,+,+,-,-,+,-,-,-,+,+,-,+,-,-,-,-,+,-,-,-,+,-,-,-,+,-,-,-,-,-,-,148249,52515,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3913,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,+,-,-,-,-,-,-,148251,52518,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3914,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,148252,52519,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3915,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,148257,52524,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3916,-,-,-,-,-,-,+,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,148265,52532,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3917,-,+,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,+,-,+,-,+,-,-,+,-,-,+,-,-,-,148266,52533,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3918,+,+,-,-,-,-,+,-,-,+,+,-,+,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,+,-,-,-,148267,52534,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3919,+,+,-,-,-,+,+,+,-,+,+,-,+,-,-,-,+,-,-,+,-,+,-,-,-,+,-,+,+,+,+,-,148268,52535,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3920,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,-,+,-,-,148271,52538,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3921,-,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,-,+,-,-,-,+,-,-,+,+,-,-,-,-,-,-,148272,52539,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3922,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,-,+,-,-,148275,52544,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3923,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,-,-,-,-,148293,52565,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3924,+,+,-,-,-,-,+,+,-,+,+,-,+,+,-,+,-,-,+,+,-,-,-,-,-,+,-,-,-,-,+,-,5297,52567,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3925,-,+,-,-,+,-,-,+,+,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,+,+,-,+,-,-,-,14735,52570,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3926,+,-,-,-,-,-,-,+,-,-,+,-,+,-,-,-,-,+,-,-,-,+,-,-,-,+,-,-,-,-,-,-,148299,52575,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3927,+,+,-,-,+,-,+,+,-,+,+,-,-,+,-,-,+,-,+,+,+,+,-,-,-,+,+,-,-,-,+,-,148301,52577,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3928,+,+,-,-,+,-,+,+,-,+,+,-,+,+,-,+,+,-,+,+,+,+,-,-,-,+,+,-,+,-,-,-,148302,52578,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3929,+,+,+,-,-,+,-,-,-,+,+,-,+,-,-,-,+,+,+,-,+,+,-,-,+,+,-,-,-,-,+,-,148305,52581,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3930,+,-,-,-,-,+,-,-,-,+,+,-,+,-,-,+,-,+,-,+,-,-,-,+,+,+,-,-,+,-,-,-,148307,52583,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3931,-,+,+,-,+,-,+,+,+,+,+,+,+,+,-,-,+,-,+,+,+,-,-,-,-,+,+,-,+,+,+,-,148310,52592,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3932,-,-,+,-,-,+,+,-,-,-,-,-,-,-,-,+,-,+,+,-,-,-,-,+,+,+,-,-,-,-,-,-,148313,52595,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3933,-,+,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,-,+,+,-,+,+,+,+,-,-,-,-,-,148322,52604,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3934,-,+,-,-,+,-,-,+,-,+,+,+,+,-,-,-,+,+,-,-,-,-,-,+,+,+,-,-,+,-,-,+,148323,52606,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3935,-,+,-,-,+,-,-,+,-,+,+,+,+,-,-,+,+,+,-,-,-,-,-,+,+,+,-,-,+,-,+,-,148324,52607,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3936,-,+,-,-,+,-,-,+,-,+,+,+,+,-,-,+,+,+,-,-,-,-,-,+,+,+,+,-,+,-,-,-,148325,52608,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3937,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,148329,52612,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3938,-,-,+,-,+,-,-,-,-,-,+,-,+,-,-,-,+,+,-,-,-,+,-,-,-,+,-,-,-,-,-,-,148330,52613,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3939,+,+,+,+,+,-,+,+,+,+,+,-,+,+,-,-,+,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,148331,52616,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3940,+,+,-,-,+,-,+,+,-,+,+,-,+,+,-,+,-,-,+,+,+,+,-,-,-,+,+,-,+,-,+,-,148333,52618,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3941,-,+,+,-,+,-,+,-,-,+,-,+,+,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,-,148335,52621,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3942,-,+,+,-,+,-,+,-,-,+,-,+,+,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,-,148336,52622,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3943,-,-,+,-,-,-,+,-,-,+,-,-,+,-,-,-,-,+,-,+,-,+,-,-,-,+,-,-,-,-,-,-,148337,52623,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3944,-,-,-,-,-,-,-,+,-,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,148341,52627,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3945,-,-,+,-,-,-,-,-,-,+,+,+,+,-,-,-,-,+,+,+,+,+,-,-,+,+,-,-,-,-,-,-,148349,52635,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3946,+,+,-,-,-,+,-,-,-,+,+,-,+,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,148355,52641,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3947,-,+,+,-,-,+,-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,+,-,-,+,+,-,-,-,-,-,-,148356,52642,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3948,+,+,+,-,+,+,-,-,-,+,+,+,+,-,-,-,-,+,-,-,-,-,-,-,-,+,+,-,-,-,-,-,148357,52643,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3949,-,-,+,-,-,+,-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,+,-,-,+,+,-,-,-,-,-,-,148358,52644,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3950,+,+,+,-,-,+,-,-,-,+,+,-,+,-,-,-,-,+,-,-,-,+,-,-,-,+,-,-,-,-,+,-,148363,52649,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3951,+,+,+,-,+,-,+,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,148364,52650,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3952,-,-,+,-,-,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,+,-,-,-,+,+,-,-,-,-,-,-,148372,52659,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3953,+,+,+,-,+,+,-,-,-,+,-,+,+,-,-,-,-,+,-,+,+,+,-,-,-,+,+,-,-,-,-,-,148374,52661,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3954,+,+,-,-,-,+,-,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,+,+,-,-,148376,52663,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3955,-,+,-,-,-,-,+,+,-,-,+,-,+,-,-,-,+,-,+,+,-,-,+,-,-,+,-,+,-,+,-,-,148377,52664,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3956,-,+,-,-,-,+,-,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,148379,52666,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3957,-,-,+,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,+,-,-,148380,52667,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3958,+,+,+,-,-,+,-,-,-,+,+,-,+,-,-,-,+,+,+,-,+,-,-,-,+,+,-,-,-,-,-,-,148381,52668,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3959,-,+,+,-,-,-,-,-,-,+,+,+,+,-,-,-,+,+,+,-,-,+,-,-,+,+,-,-,+,-,-,-,148385,52672,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3960,-,-,+,-,+,-,-,-,-,-,+,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,148386,52673,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3961,-,+,+,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,148387,52674,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3962,-,+,+,-,-,-,-,-,-,-,+,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,+,-,-,-,148388,52675,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3963,-,+,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,153,52676,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3964,-,-,+,-,+,-,+,-,-,+,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,-,148389,52677,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3965,-,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,-,+,-,+,-,+,-,-,+,-,-,+,-,-,-,148394,52682,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3966,+,-,-,+,-,+,-,-,-,+,+,-,+,-,-,-,-,+,-,+,-,-,-,-,+,+,-,-,+,-,-,-,148407,52696,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3967,-,-,+,+,+,+,-,-,-,+,-,+,-,+,-,+,-,-,+,-,+,+,-,-,+,+,-,-,-,-,+,-,148410,52699,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3968,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,148411,52700,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3969,+,+,-,-,+,+,-,-,-,-,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,+,-,-,-,148412,52701,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3970,+,+,+,-,-,+,-,-,-,+,+,-,+,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,148413,52702,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3971,+,+,-,-,+,+,-,-,-,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,148414,52703,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3972,+,+,-,-,+,+,-,-,-,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,148415,52704,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3973,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148416,52705,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3974,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,+,-,+,-,-,-,-,+,-,-,-,-,-,-,148417,52706,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3975,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,148418,52707,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3976,+,+,-,-,-,-,+,+,-,+,+,-,+,+,-,-,+,-,+,+,+,+,-,-,-,+,-,-,+,+,+,-,148419,52708,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3977,-,-,+,+,-,+,+,-,-,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,+,-,+,-,-,-,-,135876,52713,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3978,-,-,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,148430,52723,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3979,-,-,+,-,+,-,-,-,-,+,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,148431,52724,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
